"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__APR_Method__c","LLC_BI__Allow_Deposit_Rate_Overrides__c","LLC_BI__Allow_Negative_Odd_Days__c","LLC_BI__Allow_Participation__c","LLC_BI__Allow_Syndication__c","LLC_BI__Annual_Operating_Cost__c","LLC_BI__Annual_Rate_Increase__c","LLC_BI__Average_Term__c","LLC_BI__Balloon_Product_Structure__c","LLC_BI__Balloon__c","LLC_BI__CD_Term__c","LLC_BI__Calculate_Max_Preapproved_Amount__c","LLC_BI__Calculate_Max_Prequalified_Amount__c","LLC_BI__Capitalize_Interest__c","LLC_BI__Checking_Withdrawal_Notice__c","LLC_BI__Collect_Odd_Days_Interest__c","LLC_BI__Commercial__c","LLC_BI__Compounding_Frequency__c","LLC_BI__Construction_Note_Type__c","LLC_BI__Cost_Of_Equity_Kd__c","LLC_BI__Cost_Of_Equity_Ke__c","LLC_BI__Cost_Per_Day__c","LLC_BI__Cost_of_Deposit_Capital__c","LLC_BI__Create_Applications__c","LLC_BI__Credit_Protection_Cost_Code__c","LLC_BI__Crediting_Frequency_Type__c","LLC_BI__DF1071_Credit_Product__c","LLC_BI__Default_Int_Rate_Adjustment_Frequency__c","LLC_BI__Default_Rate_Lock_Days__c","LLC_BI__Dependent_Structures__c","LLC_BI__Deposit_FTP__c","LLC_BI__Deposit_Reserve_Rate__c","LLC_BI__Deposit_Tax_Rate__c","LLC_BI__Effect_of_Rate_Change_Type__c","LLC_BI__Exclude_From_Exposure__c","LLC_BI__Exclude_From_LoanProducts__c","LLC_BI__Exposure_Filter__c","LLC_BI__External_Product_Name__c","LLC_BI__Final_Payment_Amount__c","LLC_BI__Financed_Fee_Calculations__c","LLC_BI__First_Rate_Increase__c","LLC_BI__Home_Lending_Compliance_Calculations__c","LLC_BI__IRA_Plan_Fee_Type__c","LLC_BI__IRA_Plan_Fee__c","LLC_BI__Includes_Withdrawal_Notice_Requirements__c","LLC_BI__Index_Name__c","LLC_BI__Initial_Interest_Rate_Type__c","LLC_BI__Initial_Interest_Rate__c","LLC_BI__Initial_Rate_Indicator__c","LLC_BI__Initial_Rate_Margin__c","LLC_BI__Initial_Rate_Period_Number__c","LLC_BI__Initial_Rate_Period_Type__c","LLC_BI__Interest_Accrual_Method__c","LLC_BI__Interest_Rate_Margin_Indicator__c","LLC_BI__Interest_Rate_Margin_Percent__c","LLC_BI__Interest_Rate_Type__c","LLC_BI__Interest_Rate__c","LLC_BI__Interest_Withdrawal_Required__c","LLC_BI__Is_Automated_Clearing_House_Service__c","LLC_BI__Is_Binding__c","LLC_BI__Is_Bought__c","LLC_BI__Is_Budget_Item__c","LLC_BI__Is_Bundle__c","LLC_BI__Is_Cash_Service__c","LLC_BI__Is_Commercial__c","LLC_BI__Is_Construction__c","LLC_BI__Is_Credit_Protection_Eligible__c","LLC_BI__Is_Current_Takedown__c","LLC_BI__Is_Debit_Card__c","LLC_BI__Is_Demand_Note__c","LLC_BI__Is_Deposit_Wide_Product__c","LLC_BI__Is_Depository_Service__c","LLC_BI__Is_Disbursement_Service__c","LLC_BI__Is_ELOC__c","LLC_BI__Is_Floor_Plan__c","LLC_BI__Is_Guidance__c","LLC_BI__Is_Joint_Credit_Protection_Coverage__c","LLC_BI__Is_Lease__c","LLC_BI__Is_Letter_of_Credit__c","LLC_BI__Is_Limit__c","LLC_BI__Is_Lockbox_Service__c","LLC_BI__Is_Main__c","LLC_BI__Is_Miscellaneous_Service__c","LLC_BI__Is_Non_Revolving__c","LLC_BI__Is_Online_Banking_Service__c","LLC_BI__Is_Rate_Sheet_Pricing__c","LLC_BI__Is_Reconciliation_Service__c","LLC_BI__Is_Regular_Future__c","LLC_BI__Is_Regular__c","LLC_BI__Is_Remote_Deposit_Capture_Service__c","LLC_BI__Is_Reporting_Service__c","LLC_BI__Is_Revolving__c","LLC_BI__Is_Standby__c","LLC_BI__Is_Subject_To_TRID_Tolerances__c","LLC_BI__Is_Sublimit__c","LLC_BI__Is_Sweep_Service__c","LLC_BI__Is_Syndication_Agent__c","LLC_BI__Is_Syndication_Member__c","LLC_BI__Is_Term_Loan__c","LLC_BI__Is_Wire_Service__c","LLC_BI__Is_Zero_Balance_Account_Service__c","LLC_BI__Line_Of_Credit__c","LLC_BI__Matrix_Calculation_Method__c","LLC_BI__Maximum_Balance_Tiered_Account__c","LLC_BI__Maximum_Rate_Increase__c","LLC_BI__Minimum_Balance_Tiered_Account__c","LLC_BI__Minimum_Payment__c","LLC_BI__Minimum_Rate__c","LLC_BI__Monthly_Interest_Rate_Field__c","LLC_BI__New_Loan_Additional_Fields__c","LLC_BI__New_Payment__c","LLC_BI__Note_Advance_Type__c","LLC_BI__Notice_Account_Maturity_Type__c","LLC_BI__Odd_Days_Anchor_Date_Method__c","LLC_BI__Other_Compounding_Frequency_Time_Period__c","LLC_BI__Other_Crediting_Frequency__c","LLC_BI__Payment_Begin_Adjustment__c","LLC_BI__Payment_Calculation_Basis__c","LLC_BI__Payment_Calculation_Percent__c","LLC_BI__Payment_Type__c","LLC_BI__Payments_Per_Year__c","LLC_BI__Periodic_Change_Limit_Indicator__c","LLC_BI__Periods_Between_Rate_Changes__c","LLC_BI__Permanent_Rate_Effective_Date__c","LLC_BI__Preapproved_Window_Duration__c","LLC_BI__Prepaid_Interest_Accrual_Code__c","LLC_BI__Prepayment_Penalty_Applicable__c","LLC_BI__Prequalified_Window_Duration__c","LLC_BI__Pricing_Support_Status__c","LLC_BI__Product_Term_Type__c","LLC_BI__Projected_Draw_Schedule_Enabled__c","LLC_BI__Purpose_Code__c","LLC_BI__Rate_Ceiling__c","LLC_BI__Rate_Change_Percent__c","LLC_BI__Rate_Change_Period_Type__c","LLC_BI__Rate_Change_Period__c","LLC_BI__Rate_Floor__c","LLC_BI__Rate_Maximum_Indicator__c","LLC_BI__Rate_Maximum__c","LLC_BI__Rate_Minimum_Indicator__c","LLC_BI__Rate_Type__c","LLC_BI__Reg_Capital_Allocation_CET__c","LLC_BI__Reg_Capital_Allocation_nonCET__c","LLC_BI__Renewal_Interest_Rate_Type__c","LLC_BI__Renewal_Interest_Rate__c","LLC_BI__Secured__c","LLC_BI__Set_Contingent_Percent_to_100__c","LLC_BI__Stair_Step_Down__c","LLC_BI__Step_Interest_Rate__c","LLC_BI__Step_Rate_Period_Type__c","LLC_BI__Step_Rate_Period__c","LLC_BI__Subline_Type__c","LLC_BI__Term_Step__c","LLC_BI__Tiered_Interest_Rate__c","LLC_BI__Tiered_Margin_Percent__c","LLC_BI__Unused_CreditConversionFactor__c","LLC_BI__Use_Teaser_Rate__c","LLC_BI__Used_CreditConversionFactor__c","LLC_BI__lookupKey__c","SCALC__Calculation_Method__c","Is_Consumer__c","Is_SBA__c","LLC_BI__Maximum_Age_For_Applying__c","LLC_BI__Minimum_Age_For_Applying__c","cm_Allow_Deposit_Rate_Overrides__c","cm_HMDA_Reportable_Product__c","cm_Is_Credit_Card__c"
"a3uWD000002ZVZTYA4","005al00000RVcKvAAL","false","Product_Feature-00363","2026-07-20T14:09:50.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","No Advances","","","","","","","","","","false","","","","","false","","false","","false","24","","","","","","false","","false","","","","","","false","true","false","","","","","","","","","false","","42259885892965679","LOAN_BUILDER","false","false","","","","",""
"a3uWD000002ZVZoYAO","005al00000RVcKvAAL","false","Product_Feature-00384","2026-07-20T14:09:50.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Add to Loan Amount","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","1.0","","","CalcPmt","12.0","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","true","true","false","","","","","","","","","false","","42268471058906795","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8nVYAQ","005al00000Q6IbCAAV","false","Product_Feature-00270","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","true","","","","","","","true","","","Line of credit - secured","","","","","","","","false","false","","","","Subtract From Loan Amount","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42269690716651723","LOAN_BUILDER","false","false","","","","",""
"a3uWD000002ZVZwYAO","005al00000RVcKvAAL","false","Product_Feature-00392","2026-07-20T14:09:50.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Add to Loan Amount","","HCM;HPML","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","1.0","","","CalcPmt","12.0","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","true","true","false","","","","","","","","","false","","42276548126992220","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8mdYAA","005al00000Q6IbCAAV","false","Product_Feature-00216","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Subtract From Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42279643752587600","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8nUYAQ","005al00000Q6IbCAAV","false","Product_Feature-00269","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","true","","","","","","","true","","","Line of credit - secured","","","","","","","","false","false","","","","Subtract From Loan Amount","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42297836648657718","LOAN_BUILDER","false","false","","","","",""
"a3uWD000001z8o3YAA","005al00000Q6IbCAAV","false","Product_Feature-00304","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","false","","","","","","","","","","","false","false","","ConsumerDepositSafe Deposit BoxSafe Deposit Box","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","true","false","","","","","","","","","false","","42301535696932891","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8o4YAA","005al00000Q6IbCAAV","false","Product_Feature-00305","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","false","","","","","","","","","","","false","false","","BusinessDepositSafe Deposit BoxSafe Deposit Box","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","true","false","","","","","","","","","false","","42301729966550808","LOAN_BUILDER","false","false","","","","",""
"a3uWD000002ZVZdYAO","005al00000RVcKvAAL","false","Product_Feature-00373","2026-07-20T14:09:50.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","12","false","false","","false","","false","","","","","","","false","","","","","","","","","","","false","false","","","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","Month(s)","false","","","","","","","false","","false","","","","","","false","true","false","","","","","","","","","false","","42310581794273466","LOAN_BUILDER","false","false","","","","",""
"a3uWD000001z8npYAA","005al00000Q6IbCAAV","false","Product_Feature-00290","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Add to Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42323282671652928","LOAN_BUILDER","true","false","","","","",""
"a3uWD000002003iYAA","005al00000RVcKvAAL","false","Product_Feature-00335","2026-04-10T10:02:35.000Z","005al00000RVcKvAAL","2026-08-18T15:16:37.000Z","005al00000RVcKvAAL","2026-08-18T15:16:37.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","No Advances","","","","","","","","","","false","","","","","false","","false","","false","26","","","","","","false","","false","","","","","","true","true","false","","","","","","","","","false","","42332996929753554","LOAN_BUILDER","false","false","","","","",""
"a3uWD000001z8nKYAQ","005al00000Q6IbCAAV","false","Product_Feature-00259","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Add to Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42334188380276591","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8oWYAQ","005al00000Q6IbCAAV","false","Product_Feature-00333","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","N/A","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42334391440531835","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8n4YAA","005al00000Q6IbCAAV","false","Product_Feature-00243","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","false","","","","","","","","","","","false","false","","BusinessDepositSavingsBusiness Savings","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","true","false","","","","","","","","","false","","42351443483341302","LOAN_BUILDER","false","false","","","","",""
"a3uWD000001z8nXYAQ","005al00000Q6IbCAAV","false","Product_Feature-00272","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","true","","","","","","","true","","","Line of credit - secured","","","","","","","","false","false","","","","Subtract From Loan Amount","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42372826628985527","LOAN_BUILDER","false","false","","","","",""
"a3uWD000002003jYAA","005al00000RVcKvAAL","false","Product_Feature-00336","2026-04-10T10:02:35.000Z","005al00000RVcKvAAL","2026-08-18T15:16:37.000Z","005al00000RVcKvAAL","2026-08-18T15:16:37.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","Rule Engine","","","","","","","","false","Revolving Advances","","","","","","","","","","false","","","","","false","","false","","false","29","","","","","","false","","false","","","","","","true","true","false","","","","","","","","","false","","42387459058204077","LOAN_BUILDER","false","false","","","","",""
"a3uWD000001z8nOYAQ","005al00000Q6IbCAAV","false","Product_Feature-00263","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Subtract From Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42389287860192130","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8n0YAA","005al00000Q6IbCAAV","false","Product_Feature-00239","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Add to Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42401587155700053","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8n8YAA","005al00000Q6IbCAAV","false","Product_Feature-00247","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","N/A","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42427470023810599","LOAN_BUILDER","true","false","","","","",""
"a3uWD000002ZVZtYAO","005al00000RVcKvAAL","false","Product_Feature-00389","2026-07-20T14:09:50.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Add to Loan Amount","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","Rule Engine","","","","","","","","false","","","","","","1.0","","","CalcPmt","12.0","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","true","false","","","","","","","","","false","","4243367164129489","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8nRYAQ","005al00000Q6IbCAAV","false","Product_Feature-00266","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Subtract From Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42439772292526009","LOAN_BUILDER","true","false","","","","",""
"a3uWD000001z8nZYAQ","005al00000Q6IbCAAV","false","Product_Feature-00274","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","true","","","","","","","true","","","Line of credit - secured","","","","","","","","false","false","","","","Subtract From Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","true","false","false","","","","","","","","","false","","42448758373249278","LOAN_BUILDER","false","false","","","","",""
"a3uWD000001z8oVYAQ","005al00000Q6IbCAAV","false","Product_Feature-00332","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Add to Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42449627414934422","LOAN_BUILDER","true","false","","","","",""
"a3uWD000002ZVZRYA4","005al00000RVcKvAAL","false","Product_Feature-00361","2026-07-20T14:09:50.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","false","","","","","","","","","","","false","false","","a0ubn000004dcyEAAQ","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","true","","false","","","","","","","false","","false","","","","","","false","true","false","","","","","","","","","false","","42460788234841845","LOAN_BUILDER","false","false","","","","",""
"a3uWD000001z8nqYAA","005al00000Q6IbCAAV","false","Product_Feature-00291","2026-04-07T19:17:39.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","true","","","","","","","","","","","false","false","","","","Add to Loan Amount","","","","","false","","","","false","","","","Actual/365","false","","","","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","false","","false","","","","","","","false","","false","","","","","","false","false","false","","","","","","","","","false","","42474483004106636","LOAN_BUILDER","true","false","","","","",""
"a3uWD000002ZVZLYA4","005al00000RVcKvAAL","false","Product_Feature-00355","2026-07-20T14:09:50.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","005al00000RVcKvAAL","2026-08-06T11:30:35.000Z","","false","","false","false","","","","","false","","false","false","","false","","false","","","","","","","false","","","","","","","","","","","false","false","","a0ubn000004dcy9AAA","","Manual Calculation","","","","","false","","","","false","","","","","false","","","","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","Rule Engine","","","","","","","","false","","","","","","","","","","","false","","","","","false","","true","","false","","","","","","","false","","false","","","","","","false","true","false","","","","","","","","","false","","42513056834756219","LOAN_BUILDER","false","false","","","","",""
