"Id","OwnerId","IsDeleted","Name","nFORCE__Api_Key__c","nFORCE__Classification_Tag__c","nFORCE__Default_Text_Answer__c","nFORCE__Form_Type__c","nFORCE__Group__c","nFORCE__Help_Text__c","nFORCE__Is_Archived__c","nFORCE__Is_Required__c","nFORCE__Label__c","nFORCE__Maximum__c","nFORCE__Minimum__c","nFORCE__Order__c","nFORCE__Target_Answer_Field__c","nFORCE__lookupKey__c","nFORCE__Decimal_Scale__c"
"a0gWD000002Gz40YAC","005al00000RVcKvAAL","false","Q-001398","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan secured by a residential dwelling including: 1-2 Family home (condominium) Manufactured housing (with or without land) Multi-family dwelling (five or more units)?","","","0.0","","a30Hu000005DZZvIAO",""
"a0gWD000002Gz41YAC","005al00000RVcKvAAL","false","Q-001399","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a30Hu000005DZZwIAO",""
"a0gWD000002Gz42YAC","005al00000RVcKvAAL","false","Q-001400","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan purpose to purchase, improve, or refinance a dwelling?","","","1.0","","a30Hu000005DZZxIAO",""
"a0gWD000002Gz43YAC","005al00000RVcKvAAL","false","Q-001401","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is the loan (not secured by residential dwelling) for the purpose of imporving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a30Hu000005DZZyIAO",""
"a0gWD000002Gz44YAC","005al00000RVcKvAAL","false","Q-001402","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan IS NOT HMDA Reportable.","","","4.0","","a30Hu000005DZZzIAO",""
"a0gWD000002Gz45YAC","005al00000RVcKvAAL","false","Q-001403","","","","Picklist","a0XWD000002hCCv2AM","","false","false","Is any borrower, co-borrower, or guarantor an executive officer, director, or principal shareholder of that bank, of a bank holding company of which the member bank is a subsidiary, and of any other subsidiary of that bank holding company?","","","0.0","","a30Hu000005DZa0IAG",""
"a0gWD000002Gz46YAC","005al00000RVcKvAAL","false","Q-001404","","","","Picklist","a0XWD000002hCCv2AM","","true","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a30Hu000005DZa1IAG",""
"a0gWD000002Gz47YAC","005al00000RVcKvAAL","false","Q-001405","","","","Picklist","a0XWD000002hCCv2AM","","true","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a30Hu000005DZa2IAG",""
"a0gWD000002Gz48YAC","005al00000RVcKvAAL","false","Q-001406","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a30Hu000005DZa3IAG",""
"a0gWD000002Gz49YAC","005al00000RVcKvAAL","false","Q-001407","","","","Picklist","a0XWD000002hCCv2AM","","false","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a30Hu000005DZa4IAG",""
"a0gWD000002Gz4AYAS","005al00000RVcKvAAL","false","Q-001408","","","","Picklist","a0XWD000002hCCv2AM","","false","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a30Hu000005DZa5IAG",""
"a0gWD000002Gz4BYAS","005al00000RVcKvAAL","false","Q-001409","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan HMDA reportable?","","","0.0","","a30Hu000005DZa6IAG",""
"a0gWD000002Gz4CYAS","005al00000RVcKvAAL","false","Q-001410","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan a renewal, extension or modification of a previously HMDA reportable file?","","","1.0","","a30Hu000005DZa7IAG",""
"a0gWD000002Gz4DYAS","005al00000RVcKvAAL","false","Q-001411","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan for business purposes?","","","2.0","","a30Hu000005DZa8IAG",""
"a0gWD000002Gz4EYAS","005al00000RVcKvAAL","false","Q-001412","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is the loan amount $1 Million or less?","","","3.0","","a30Hu000005DZa9IAG",""
"a0gWD000002Gz4FYAS","005al00000RVcKvAAL","false","Q-001413","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan an origination?","","","4.0","","a30Hu000005DZaAIAW",""
"a0gWD000002Gz4GYAS","005al00000RVcKvAAL","false","Q-001414","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify that this loan is CRA reportable?","","","6.0","","a30Hu000005DZaBIAW",""
"a0gWD000002Gz4HYAS","005al00000RVcKvAAL","false","Q-001415","","","","Picklist","a0XWD000002hCCm2AM","","false","true","Will this loan be used for construction of:","","","0.0","","a30Hu000005DZaCIAW",""
"a0gWD000002Gz4IYAS","005al00000RVcKvAAL","false","Q-001416","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Is the LTV ratio less than or equal to the applicable maximum supervisory LTV ratio?","","","1.0","","a30Hu000005DZaDIAW",""
"a0gWD000002Gz4JYAS","005al00000RVcKvAAL","false","Q-001417","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Has the borrower contributed capital to the project in the form of cash or unencumbered readily marketable assets (must contribute to the project) estate's appraised ""as completed"" value?","","","2.0","","a30Hu000005DZaEIAW",""
"a0gWD000002Gz4KYAS","005al00000RVcKvAAL","false","Q-001418","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The borrower contributed the amount of capital required, described above, prior to the bank advancing any funds under the credit facility?","","","3.0","","a30Hu000005DZaFIAW",""
"a0gWD000002Gz4LYAS","005al00000RVcKvAAL","false","Q-001419","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The capital contributed by the borrower, or internally generated by the project, is contractually required to remain in the project throughout the life of the project?","","","4.0","","a30Hu000005DZaGIAW",""
"a0gWD000002Gz4MYAS","005al00000RVcKvAAL","false","Q-001420","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction has been indicated as a HVCRE reportable transaction?","","","5.0","","a30Hu000005DZaHIAW",""
"a0gWD000002Gz4NYAS","005al00000RVcKvAAL","false","Q-001421","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual revenue?","","","0.0","","a30Hu000005DZaIIAW",""
"a0gWD000002Gz4OYAS","005al00000RVcKvAAL","false","Q-001422","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual expenses?","","","1.0","","a30Hu000005DZaJIAW",""
"a0gWD000002Gz4PYAS","005al00000RVcKvAAL","false","Q-001423","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do you expect to conduct international transactions?","","","2.0","","a30Hu000005DZaKIAW",""
"a0gWD000002Gz4QYAS","005al00000RVcKvAAL","false","Q-001424","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How much will your business deposit in cash on a daily basis?","","","4.0","","a30Hu000005DZaLIAW",""
"a0gWD000002Gz4RYAS","005al00000RVcKvAAL","false","Q-001425","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How long have you been in business?","","","5.0","","a30Hu000005DZaMIAW",""
"a0gWD000002Gz4SYAS","005al00000RVcKvAAL","false","Q-001426","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What amount do you intend to maintain in this account?","","","6.0","","a30Hu000005DZaNIAW",""
"a0gWD000002Gz4TYAS","005al00000RVcKvAAL","false","Q-001427","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How will you be using this account?","","","7.0","","a30Hu000005DZaOIAW",""
"a0gWD000002Gz4UYAS","005al00000RVcKvAAL","false","Q-001428","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do any of the following apply to your business?","","","8.0","","a30Hu000005DZaPIAW",""
"a0gWD000002Gz4VYAS","005al00000RVcKvAAL","false","Q-001429","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I ask you a few more questions to better understand your needs?","","","10.0","","a30Hu000005DZaQIAW",""
"a0gWD000002Gz4WYAS","005al00000RVcKvAAL","false","Q-001430","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is the loan (not secured by residential dwelling) for the purpose of improving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a30Hu000005DZaRIAW",""
"a0gWD000002Gz4XYAS","005al00000RVcKvAAL","false","Q-001431","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan IS NOT HMDA Reportable.","","","5.0","","a30Hu000005DZaSIAW",""
"a0gWD000002Gz4YYAS","005al00000RVcKvAAL","false","Q-001432","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction is NOT HVCRE reportable","","","6.0","","a30Hu000005DZaTIAW",""
"a0gWD000002Gz4ZYAS","005al00000RVcKvAAL","false","Q-001433","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify this loan is not CRA reportable?","","","5.0","","a30Hu000005DZaUIAW",""
"a0gWD000002Gz4aYAC","005al00000RVcKvAAL","false","Q-001434","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How often do you send money out of the country?","","","0.0","","a30Hu000005DZaVIAW",""
"a0gWD000002Gz4bYAC","005al00000RVcKvAAL","false","Q-001435","","","","Picklist","a0XWD000002hCCr2AM","","false","false","May I ask you a few more questions to better understand your needs?","","","4.0","","a30Hu000005DZaWIAW",""
"a0gWD000002Gz4cYAC","005al00000RVcKvAAL","false","Q-001436","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you prefer to monitor your account activity?","","","8.0","","a30Hu000005DZaXIAW",""
"a0gWD000002Gz4dYAC","005al00000RVcKvAAL","false","Q-001437","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay for purchases?","","","6.0","","a30Hu000005DZaYIAW",""
"a0gWD000002Gz4eYAC","005al00000RVcKvAAL","false","Q-001438","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay your monthly bills?","","","7.0","","a30Hu000005DZaZIAW",""
"a0gWD000002Gz4fYAC","005al00000RVcKvAAL","false","Q-001439","","","","Picklist","a0XWD000002hCCr2AM","","true","false","How often do you send money out of the country?","","","0.0","","a30Hu000005DZaaIAG",""
"a0gWD000002Gz4gYAC","005al00000RVcKvAAL","false","Q-001440","","","","Picklist","a0XWD000002hCCr2AM","","false","false","Do you typically make cash deposits?","","","2.0","","a30Hu000005DZabIAG",""
"a0gWD000002Gz4hYAC","005al00000RVcKvAAL","false","Q-001441","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How much in cash are you typically depositing?","","","3.0","","a30Hu000005DZacIAG",""
"a0gWD000002Gz4iYAC","005al00000RVcKvAAL","false","Q-001442","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically make your deposits?","","","1.0","","a30Hu000005DZadIAG",""
"a0gWD000002Gz4jYAC","005al00000RVcKvAAL","false","Q-001443","","","","Picklist","a0XWD000002hCCr2AM","","false","false","What type of automatic payments do you have coming out of your accounts?","","","5.0","","a30Hu000005DZaeIAG",""
"a0gWD000002Gz4kYAC","005al00000RVcKvAAL","false","Q-001444","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to move locally or relocate?","","","9.0","","a30Hu000005DZafIAG",""
"a0gWD000002Gz4lYAC","005al00000RVcKvAAL","false","Q-001445","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to buy or sell any real estate?","","","10.0","","a30Hu000005DZagIAG",""
"a0gWD000002Gz4mYAC","005al00000RVcKvAAL","false","Q-001446","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan reevaluate how you are planning for your retirement?","","","11.0","","a30Hu000005DZahIAG",""
"a0gWD000002Gz4nYAC","005al00000RVcKvAAL","false","Q-001447","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How often do you expect to send money overseas?","","","3.0","","a30Hu000005DZaiIAG",""
"a0gWD000002Gz4oYAC","005al00000RVcKvAAL","false","Q-001448","","","","Picklist","a0XWD000002hCDE2A2","","true","false","How much will your business deposit in cash on a daily basis?","","","5.0","","a30Hu000005DZajIAG",""
"a0gWD000002Gz4pYAC","005al00000RVcKvAAL","false","Q-001449","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Are you registered as a Money Service Business with the state in which you operate?","","","9.0","","a30Hu000005DZakIAG",""
"a0gWD000002Gz4qYAC","005al00000RVcKvAAL","false","Q-001450","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I tell you more about our Treasury Services?","","","12.0","","a30Hu000005DZalIAG",""
"a0gWD000002Gz4rYAC","005al00000RVcKvAAL","false","Q-001451","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What types of banking services do you typically use?","","","11.0","","a30Hu000005DZamIAG",""
"a0gWD000002Gz4sYAC","005al00000RVcKvAAL","false","Q-001452","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to buy or sell any real estate?","","","14.0","","a30Hu000005DZanIAG",""
"a0gWD000002Gz4tYAC","005al00000RVcKvAAL","false","Q-001453","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year, do you plan to add additional locations?","","","13.0","","a30Hu000005DZaoIAG",""
"a0gWD000002Gz4uYAC","005al00000RVcKvAAL","false","Q-001454","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to reevaluate retirement options for yourself or your employees?","","","15.0","","a30Hu000005DZapIAG",""
"a0gWD000002Gz4vYAC","005al00000RVcKvAAL","false","Q-001455","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to purchase or refinance any business associated assets?","","","16.0","","a30Hu000005DZaqIAG",""
"a0gWD000002Gz4wYAC","005al00000RVcKvAAL","false","Q-001456","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction contain a guarantee on behalf of an affiliate?","","","3.0","","a30Hu000005DZarIAG",""
"a0gWD000002Gz4xYAC","005al00000RVcKvAAL","false","Q-001457","","","","Picklist","a0XWD000002hCD22AM","","false","false","Is any borrower, co-borrower, or guarantor company directly or indirectly controlled, sponsored, or advised by our bank?","","","0.0","","a30Hu000005DZasIAG",""
"a0gWD000002Gz4yYAC","005al00000RVcKvAAL","false","Q-001458","","","","Picklist","a0XWD000002hCD22AM","","false","false","I certify that Reg W applies to this loan.","","","5.0","","a30Hu000005DZatIAG",""
"a0gWD000002Gz4zYAC","005al00000RVcKvAAL","false","Q-001459","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction intend to support the purchase of assets from an affiliate?","","","2.0","","a30Hu000005DZauIAG",""
"a0gWD000002Gz50YAC","005al00000RVcKvAAL","false","Q-001460","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction help to invest in securities issued by an affiliate?","","","1.0","","a30Hu000005DZavIAG",""
"a0gWD000002Gz51YAC","005al00000RVcKvAAL","false","Q-001461","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction utilize as collateral any securities issued by an affiliate?","","","4.0","","a30Hu000005DZawIAG",""
"a0gWD000002Gz52YAC","005al00000RVcKvAAL","false","Q-001462","","","","Text","a0XWD000002hCD22AM","","false","false","Please describe how the subject transaction is in compliance with market terms and arms length definitions as defined in Reg W.","","","6.0","","a30Hu000005DZaxIAG",""
"a0gWD000002Gz8IYAS","005al00000Q6IbCAAV","false","Q-001664","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is this loan secured by a residential dwelling including: 1-2 Family home (condominium) Manufactured housing (with or without land) Multi-family dwelling (five or more units)?","","","0.0","","a30al00000PfMCfAAN",""
"a0gWD000002Gz8JYAS","005al00000Q6IbCAAV","false","Q-001665","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a30al00000PfMCgAAN",""
"a0gWD000002Gz8KYAS","005al00000Q6IbCAAV","false","Q-001666","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is this loan purpose to purchase, improve, or refinance a dwelling?","","","2.0","","a30al00000PfMChAAN",""
"a0gWD000002Gz8LYAS","005al00000Q6IbCAAV","false","Q-001667","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is the loan (not secured by residential dwelling) for the purpose of imporving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a30al00000PfMCiAAN",""
"a0gWD000002Gz8MYAS","005al00000Q6IbCAAV","false","Q-001668","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is this loan a construction-only, bridge loan, or other temporary financing expected to be replaced with permanent financing?","","","3.0","","a30al00000PfMCjAAN",""
"a0gWD000002Gz8NYAS","005al00000Q6IbCAAV","false","Q-001669","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan IS NOT HMDA Reportable.","","","4.0","","a30al00000PfMCkAAN",""
"a0gWD000002Gz8OYAS","005al00000Q6IbCAAV","false","Q-001670","","","","Picklist","a0XWD000002hCCv2AM","","false","false","Is any borrower, co-borrower, or guarantor an executive officer, director, or principal shareholder of that bank, of a bank holding company of which the member bank is a subsidiary, and of any other subsidiary of that bank holding company?","","","1.0","","a30al00000PfMClAAN",""
"a0gWD000002Gz8PYAS","005al00000Q6IbCAAV","false","Q-001671","","","","Picklist","a0XWD000002hCCv2AM","","true","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a30al00000PfMCmAAN",""
"a0gWD000002Gz8QYAS","005al00000Q6IbCAAV","false","Q-001672","","","","Picklist","a0XWD000002hCCv2AM","","false","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a30al00000PfMCnAAN",""
"a0gWD000002Gz8RYAS","005al00000Q6IbCAAV","false","Q-001673","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","8.0","","a30al00000PfMCoAAN",""
"a0gWD000002Gz8SYAS","005al00000Q6IbCAAV","false","Q-001674","","","","Picklist","a0XWD000002hCCv2AM","","false","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","0.0","","a30al00000PfMCpAAN",""
"a0gWD000002Gz8TYAS","005al00000Q6IbCAAV","false","Q-001675","","","","Picklist","a0XWD000002hCD22AM","","false","false","Is any borrower, co-borrower, or guarantor company directly or indirectly controlled, sponsored, or advised by our bank?","","","0.0","","a30al00000PfMCqAAN",""
"a0gWD000002Gz8UYAS","005al00000Q6IbCAAV","false","Q-001676","","","","Picklist","a0XWD000002hCD22AM","","false","false","I certify that Reg W applies to this loan.","","","5.0","","a30al00000PfMCrAAN",""
"a0gWD000002Gz8VYAS","005al00000Q6IbCAAV","false","Q-001677","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan HMDA reportable?","","","0.0","","a30al00000PfMCsAAN",""
"a0gWD000002Gz8WYAS","005al00000Q6IbCAAV","false","Q-001678","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan a renewal, extension or modification of a previously HMDA reportable file?","","","1.0","","a30al00000PfMCtAAN",""
"a0gWD000002Gz8XYAS","005al00000Q6IbCAAV","false","Q-001679","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan for business purposes?","","","2.0","","a30al00000PfMCuAAN",""
"a0gWD000002Gz8YYAS","005al00000Q6IbCAAV","false","Q-001680","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is the loan amount $1 Million or less?","","","3.0","","a30al00000PfMCvAAN",""
"a0gWD000002Gz8ZYAS","005al00000Q6IbCAAV","false","Q-001681","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan an origination?","","","4.0","","a30al00000PfMCwAAN",""
"a0gWD000002Gz8aYAC","005al00000Q6IbCAAV","false","Q-001682","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify that this loan is CRA reportable?","","","6.0","","a30al00000PfMCxAAN",""
"a0gWD000002Gz8bYAC","005al00000Q6IbCAAV","false","Q-001683","","","","Picklist","a0XWD000002hCCm2AM","","false","true","Will this loan be used for construction of:","","","0.0","","a30al00000PfMCyAAN",""
"a0gWD000002Gz8cYAC","005al00000Q6IbCAAV","false","Q-001684","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Is the LTV ratio less than or equal to the applicable maximum supervisory LTV ratio?","","","1.0","","a30al00000PfMCzAAN",""
"a0gWD000002Gz8dYAC","005al00000Q6IbCAAV","false","Q-001685","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Has the borrower contributed capital to the project in the form of cash or unencumbered readily marketable assets (must contribute to the project) estate's appraised ""as completed"" value?","","","2.0","","a30al00000PfMD0AAN",""
"a0gWD000002Gz8eYAC","005al00000Q6IbCAAV","false","Q-001686","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The borrower contributed the amount of capital required, described above, prior to the bank advancing any funds under the credit facility?","","","3.0","","a30al00000PfMD1AAN",""
"a0gWD000002Gz8fYAC","005al00000Q6IbCAAV","false","Q-001687","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The capital contributed by the borrower, or internally generated by the project, is contractually required to remain in the project throughout the life of the project?","","","4.0","","a30al00000PfMD2AAN",""
"a0gWD000002Gz8gYAC","005al00000Q6IbCAAV","false","Q-001688","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction has been indicated as a HVCRE reportable transaction?","","","5.0","","a30al00000PfMD3AAN",""
"a0gWD000002Gz8hYAC","005al00000Q6IbCAAV","false","Q-001689","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual revenue?","","","0.0","","a30al00000PfMD4AAN",""
"a0gWD000002Gz8iYAC","005al00000Q6IbCAAV","false","Q-001690","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual expenses?","","","1.0","","a30al00000PfMD5AAN",""
"a0gWD000002Gz8jYAC","005al00000Q6IbCAAV","false","Q-001691","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to move locally or relocate?","","","9.0","","a30al00000PfMD6AAN",""
"a0gWD000002Gz8kYAC","005al00000Q6IbCAAV","false","Q-001692","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do you expect to conduct international transactions?","","","2.0","","a30al00000PfMD7AAN",""
"a0gWD000002Gz8lYAC","005al00000Q6IbCAAV","false","Q-001693","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to buy or sell any real estate?","","","10.0","","a30al00000PfMD8AAN",""
"a0gWD000002Gz8mYAC","005al00000Q6IbCAAV","false","Q-001694","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How much will your business deposit in cash on a daily basis?","","","4.0","","a30al00000PfMD9AAN",""
"a0gWD000002Gz8nYAC","005al00000Q6IbCAAV","false","Q-001695","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan reevaluate how you are planning for your retirement?","","","11.0","","a30al00000PfMDAAA3",""
"a0gWD000002Gz8oYAC","005al00000Q6IbCAAV","false","Q-001696","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How long have you been in business?","","","5.0","","a30al00000PfMDBAA3",""
"a0gWD000002Gz8pYAC","005al00000Q6IbCAAV","false","Q-001697","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How often do you expect to send money overseas?","","","3.0","","a30al00000PfMDCAA3",""
"a0gWD000002Gz8qYAC","005al00000Q6IbCAAV","false","Q-001698","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What amount do you intend to maintain in this account?","","","6.0","","a30al00000PfMDDAA3",""
"a0gWD000002Gz8rYAC","005al00000Q6IbCAAV","false","Q-001699","","","","Picklist","a0XWD000002hCDE2A2","","true","false","How much will your business deposit in cash on a daily basis?","","","5.0","","a30al00000PfMDEAA3",""
"a0gWD000002Gz8sYAC","005al00000Q6IbCAAV","false","Q-001700","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How will you be using this account?","","","7.0","","a30al00000PfMDFAA3",""
"a0gWD000002Gz8tYAC","005al00000Q6IbCAAV","false","Q-001701","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Are you registered as a Money Service Business with the state in which you operate?","","","9.0","","a30al00000PfMDGAA3",""
"a0gWD000002Gz8uYAC","005al00000Q6IbCAAV","false","Q-001702","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do any of the following apply to your business?","","","8.0","","a30al00000PfMDHAA3",""
"a0gWD000002Gz8vYAC","005al00000Q6IbCAAV","false","Q-001703","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I tell you more about our Treasury Services?","","","12.0","","a30al00000PfMDIAA3",""
"a0gWD000002Gz8wYAC","005al00000Q6IbCAAV","false","Q-001704","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I ask you a few more questions to better understand your needs?","","","10.0","","a30al00000PfMDJAA3",""
"a0gWD000002Gz8xYAC","005al00000Q6IbCAAV","false","Q-001705","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What types of banking services do you typically use?","","","11.0","","a30al00000PfMDKAA3",""
"a0gWD000002Gz8yYAC","005al00000Q6IbCAAV","false","Q-001706","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is the loan (not secured by residential dwelling) for the purpose of improving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","1.0","","a30al00000PfMDLAA3",""
"a0gWD000002Gz8zYAC","005al00000Q6IbCAAV","false","Q-001707","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to buy or sell any real estate?","","","14.0","","a30al00000PfMDMAA3",""
"a0gWD000002Gz90YAC","005al00000Q6IbCAAV","false","Q-001708","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan IS NOT HMDA Reportable.","","","9.0","","a30al00000PfMDNAA3",""
"a0gWD000002Gz91YAC","005al00000Q6IbCAAV","false","Q-001709","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year, do you plan to add additional locations?","","","13.0","","a30al00000PfMDOAA3",""
"a0gWD000002Gz92YAC","005al00000Q6IbCAAV","false","Q-001710","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction intend to support the purchase of assets from an affiliate?","","","2.0","","a30al00000PfMDPAA3",""
"a0gWD000002Gz93YAC","005al00000Q6IbCAAV","false","Q-001711","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to reevaluate retirement options for yourself or your employees?","","","15.0","","a30al00000PfMDQAA3",""
"a0gWD000002Gz94YAC","005al00000Q6IbCAAV","false","Q-001712","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction contain a guarantee on behalf of an affiliate?","","","3.0","","a30al00000PfMDRAA3",""
"a0gWD000002Gz95YAC","005al00000Q6IbCAAV","false","Q-001713","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to purchase or refinance any business associated assets?","","","16.0","","a30al00000PfMDSAA3",""
"a0gWD000002Gz96YAC","005al00000Q6IbCAAV","false","Q-001714","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction help to invest in securities issued by an affiliate?","","","1.0","","a30al00000PfMDTAA3",""
"a0gWD000002Gz97YAC","005al00000Q6IbCAAV","false","Q-001715","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction utilize as collateral any securities issued by an affiliate?","","","4.0","","a30al00000PfMDUAA3",""
"a0gWD000002Gz98YAC","005al00000Q6IbCAAV","false","Q-001716","","","","Text","a0XWD000002hCD22AM","","false","false","Please describe how the subject transaction is in compliance with market terms and arms length definitions as defined in Reg W.","","","6.0","","a30al00000PfMDVAA3",""
"a0gWD000002Gz99YAC","005al00000Q6IbCAAV","false","Q-001717","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction is NOT HVCRE reportable","","","6.0","","a30al00000PfMDWAA3",""
