"Id","IsDeleted","Name","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a0qWD00000GWJnmYAH","false","Product Request Narrative","a0sWD00000XpeohYAB","false","false","false","false","","false","false","false","false","false","31.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhGw1XYQS","42698626094844785","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWKXEYA5","false","Approval Details","a0sWD00000XpexDYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42698807860287825","LLC_BI__Loan__c","","",""
"a0qWD00000GWJnnYAH","false","Recommendation Summary","a0sWD00000Xpep9YAB","false","false","false","false","","false","false","false","false","false","80.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJq2YQG","42698868540185769","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWKXFYA5","false","Tasks","a0sWD00000XpeyPYAR","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42699326627613557","LLC_BI__Loan__c","","",""
"a0qWD00000GWGPYYA5","false","Collateral Valuation","a0sWD00000XpRHqYAN","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42699376658931831","LLC_BI__Collateral__c","","",""
"a0qWD00000GWJnoYAH","false","Loan Collateral Narrative","a0sWD00000XpeoXYAR","false","false","false","false","","false","false","false","false","false","58.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJrSYQW","42699405592606262","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXGYA5","false","Primary Account","a0sWD00000XpevnYAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42699441866022351","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXHYA5","false","Authorized Signers","a0sWD00000Xpep2YAB","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","a16WD000005UNhnYAG","SignersFScreenResource","","","42700081358139407","LLC_BI__Loan__c","","",""
"a0qWD00000GWJnpYAH","false","Relationship Summary Narrative","a0sWD00000XpepAYAR","false","false","false","false","","false","false","false","false","false","11.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJqlYQG","42700306780926998","LLC_BI__Loan__c","","",""
"a0qWD00000GWJnqYAH","false","Covenant Narrative","a0sWD00000XpeodYAB","false","false","false","false","","false","false","false","false","false","81.0","slide","true","true","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJJlnYQG","42700823973884492","LLC_BI__Loan__c","","",""
"a0qWD00000GWFVCYA5","false","Business Acquisition","a0sWD00000Xpb6hYAB","false","false","false","false","","true","true","false","false","false","11.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42701205957246375","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXIYA5","false","Id_Document_State_Id","a0sWD00000Xpf2HYAR","false","false","false","false","","true","true","false","false","false","15.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42701378270713111","LLC_BI__Id_Document__c","","",""
"a0qWD00000GWKXJYA5","false","Collateral Creation Screen Section","a0sWD00000XpexgYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42701407543534866","LLC_BI__Collateral__c","","",""
"a0qWD00000GWKXKYA5","false","Approval Details","a0sWD00000XpexDYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42701866939172246","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXLYA5","false","Related Exposure","a0sWD00000XpeopYAB","false","false","false","false","","false","false","false","false","false","60.0","slide","true","false","false","false","","false","","","","","a16WD000005UNlZYAW","MappedSObjectHierarchyScreenResource","","","4270197699781358","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWFqaYAH","false","Details  - Business EO Part 2 -Citizenship/Residency","a0sWD00000XpbKfYAJ","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","a16WD000005UNgVYAW","MappedSObjectScreenResource","","","42703083729219026","Contact","","",""
"a0qWD00000GWKXMYA5","false","Contact for Beneficial Owner OA","a0sWD00000XpezMYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42703170840565918","Contact","","",""
"a0qWD00000GWKXNYA5","false","Construction Details","a0sWD00000XpezlYAB","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42703307809923340","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXOYA5","false","Covenants","a0sWD00000Xpf3JYAR","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42703307930972552","Account","","",""
"a0qWD00000GWJnrYAH","false","Approval History","a0sWD00000XpeowYAB","false","false","false","false","","false","false","false","false","false","120.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJmQYQW","42703773601386227","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXPYA5","false","Collateral Summary","a0sWD00000XpepDYAR","false","false","false","false","","false","false","false","false","false","56.0","slide","true","false","false","false","","false","","","","","a16WD000005UNi8YAG","MappedSObjectHierarchyScreenResource","","","42704211310653984","LLC_BI__Loan__c","","",""
"a0qWD00000GWFqbYAH","false","Applicants","a0sWD00000XpbLzYAJ","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42704245439344521","LLC_BI__Legal_Entities__c","","",""
"a0qWD00000GWFVDYA5","false","Primary Account","a0sWD00000XpbAVYAZ","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42704719980720257","LLC_BI__Loan__c","","",""
"a0qWD00000GWFVEYA5","false","Interest Only","a0sWD00000Xpb6UYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42704908100654796","LLC_BI__Loan__c","","",""
"a0qWD00000GWJnsYAH","false","Approval History","a0sWD00000XpeodYAB","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK6XYQW","42705342241437403","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXQYA5","false","Questionnaire Admin Screen Section Lookup Section","a0sWD00000Xpey8YAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42705587078468156","nFORCE__Question__c","","",""
"a0qWD00000GWKXRYA5","false","Participations","a0sWD00000XpevtYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42706042776294555","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXSYA5","false","Review Details","a0sWD00000XpeonYAB","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UNq3YAG","MappedSObjectScreenResource","","","42706250660829045","LLC_BI__Review__c","","",""
"a0qWD00000GWJntYAH","false","Spreads Appendix","a0sWD00000XpeoiYAB","false","false","false","false","","false","false","false","false","false","200.0","slide","true","false","false","false","","false","","","","","a16WD000005UNeWYAW","MappedSObjectScreenResource","","a17WD0000BhJK4sYQG","42706536598159820","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXTYA5","false","HMDA","a0sWD00000XpewYYAR","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42707244312529384","LLC_BI__Loan__c","","",""
"a0qWD00000GWJnuYAH","false","Loan Covenants Narrative","a0sWD00000XpeoPYAR","false","false","false","false","","false","false","false","false","false","115.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK4uYQG","42708039135325957","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXUYA5","false","Related Deposits","a0sWD00000Xpep4YAB","false","false","false","false","","false","false","false","false","false","47.0","slide","true","false","false","false","","false","","","","","a16WD000005UNiTYAW","DepositFScreenResource","","","42708143394787099","LLC_BI__Loan__c","","",""
"a0qWD00000GWJnvYAH","false","Approval History","a0sWD00000XpeouYAB","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","a17WD0000BhJJldYQG","42708288462928204","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWKXVYA5","false","Collateral Valuation","a0sWD00000XpeviYAB","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","a16WD000005UOFDYA4","MappedSObjectScreenResource","","","42708439072602748","LLC_BI__Collateral__c","","",""
"a0qWD00000GWKXWYA5","false","DAO Consumer Tax Favored Account - Product Information","a0sWD00000Xpf1OYAR","false","false","false","false","","true","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UNoFYAW","MappedSObjectScreenResource","","","42708741573802134","LLC_BI__Deposit__c","","",""
"a0qWD00000GWKXXYA5","false","Covenants Summary","a0sWD00000XpepHYAR","false","false","false","false","","false","false","false","false","false","80.0","slide","true","true","false","false","","false","","","","","a16WD000005UNnlYAG","MappedSObjectHierarchyScreenResource","","","42709294655021983","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXYYA5","false","Collateral Description","a0sWD00000XpeoiYAB","false","false","false","false","","false","false","false","false","false","57.0","slide","true","false","false","false","","false","","","","","a16WD000005UNmYYAW","MappedSObjectHierarchyScreenResource","","","42709704278901926","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXZYA5","false","Collateral Search Results","a0sWD00000Xpf0QYAR","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42709832714102949","LLC_BI__Collateral__c","","",""
"a0qWD00000GWKXaYAP","false","Certifications","a0sWD00000XpevTYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42710254830000822","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXbYAP","false","Authorized Signers","a0sWD00000XpeoxYAB","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","a16WD000005UNkHYAW","SignersFScreenResource","","","42712068154168876","LLC_BI__Loan__c","","",""
"a0qWD00000GWFqcYAH","false","Draw History Summary","a0sWD00000XpbMFYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42712323861170381","LLC_BI__Budget__c","","",""
"a0qWD00000GWKXcYAP","false","Credit Actions New Package Details","a0sWD00000XpeyRYAR","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","ConfiguredSObjectScreenResource","","","42713406903728388","Credit Actions New Package Details","","",""
"a0qWD00000GWKXdYAP","false","Stage History","a0sWD00000XpeytYAB","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42713461072577080","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXeYAP","false","Third Party Reports","a0sWD00000XpevpYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42713527548098473","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXfYAP","false","Partner","a0sWD00000Xpf0SYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42713796761916064","LLC_BI__Loan__c","","",""
"a0qWD00000GWJnwYAH","false","Relationship Summary Narrative","a0sWD00000XpepNYAR","false","false","false","false","","false","false","false","false","false","11.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJobYQG","42714575820685695","LLC_BI__Loan__c","","",""
"a0qWD00000GWJnxYAH","false","Relationship Summary Narrative","a0sWD00000XpeopYAB","false","false","false","false","","false","false","false","false","false","11.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK5JYQW","42714685533236662","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWKXgYAP","false","Treasury","a0sWD00000XpewEYAR","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","","ReferenceFilteredHierarchyScreenResource","","","42715153351577429","Account","","",""
"a0qWD00000GWJnyYAH","false","Policy/Underwriting Exceptions","a0sWD00000XpepOYAR","false","false","false","false","","false","false","false","false","false","90.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK6vYQG","42715426944958794","LLC_BI__Loan__c","","",""
"a0qWD00000GWFdLYAX","false","Rates and APY","a0sWD00000XpbERYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005UOGSYA4","MappedSObjectHierarchyScreenResource","","","42715893230945559","LLC_BI__Deposit__c","","",""
"a0qWD00000GWJnzYAH","false","Financial Analysis","a0sWD00000XpepJYAR","false","false","false","false","","false","false","false","false","false","70.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK5SYQW","42716299526154461","LLC_BI__Loan__c","","",""
"a0qWD00000GWJo0YAH","false","Collateral Narrative","a0sWD00000Xpep9YAB","false","false","false","false","","false","false","false","false","false","41.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJnBYQW","42716565979065311","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWKXhYAP","false","Covenant Summary","a0sWD00000XpesfYAB","false","false","false","false","","false","false","false","false","false","70.0","slide","true","false","false","false","","false","","","","","a16WD000005UNmEYAW","MappedSObjectHierarchyScreenResource","","","42716650608188817","LLC_BI__Review__c","","",""
"a0qWD00000GWJo1YAH","false","Background Analysis","a0sWD00000XpepUYAR","false","false","false","false","","false","false","false","false","false","60.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJprYQG","42717487217872898","LLC_BI__Loan__c","","",""
"a0qWD00000GWFn9YAH","false","Pricing Details","a0sWD00000XpbLKYAZ","false","false","false","false","","true","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42717590930258375","LLC_BI__Loan__c","","",""
"a0qWD00000GWJo2YAH","false","Loan Pricing Narrative","a0sWD00000XpepDYAR","false","false","false","false","","false","false","false","false","false","25.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJnHYQW","42717814196489254","LLC_BI__Loan__c","","",""
"a0qWD00000GWJo3YAH","false","Borrower Structure Narrative","a0sWD00000XpeowYAB","false","false","false","false","","false","false","false","false","false","45.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK6rYQG","42718470155991970","LLC_BI__Loan__c","","",""
"a0qWD00000GWFqdYAH","false","Add Analyzed Account","a0sWD00000XpbKBYAZ","false","false","false","false","","false","true","false","false","false","4.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42719103663981335","LLC_BI__Analyzed_Account__c","","",""
"a0qWD00000GWKXiYAP","false","Participations","a0sWD00000XpeolYAB","false","false","false","false","","false","false","false","false","false","120.0","slide","true","true","false","false","","false","","","","","a16WD000005UNsIYAW","MappedSObjectHierarchyScreenResource","","","4271949971284044","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXjYAP","false","Add Debt","a0sWD00000Xpf4CYAR","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42719687935158017","LLC_BI__Debt__c","","",""
"a0qWD00000GWGPZYA5","false","Collateral Valuation","a0sWD00000XpRI6YAN","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42719981069742436","LLC_BI__Collateral__c","","",""
"a0qWD00000GWJo4YAH","false","Approval History Narrative","a0sWD00000XpeolYAB","false","false","false","false","","false","false","false","false","false","41.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK6EYQW","42720247197291431","LLC_BI__Loan__c","","",""
"a0qWD00000GWJo5YAH","false","Background Analysis","a0sWD00000XpepVYAR","false","false","false","false","","false","false","false","false","false","60.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJlgYQG","42721073906797451","LLC_BI__Loan__c","","",""
"a0qWD00000GWJo6YAH","false","Policy/Underwriting Exceptions","a0sWD00000Xpep4YAB","false","false","false","false","","false","false","false","false","false","90.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJpbYQG","42721196352704431","LLC_BI__Loan__c","","",""
"a0qWD00000GWFqeYAH","false","Rate Structure Details Fixed","a0sWD00000XpbKOYAZ","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42721620155334185","LLC_BI__Pricing_Rate_Component__c","","",""
"a0qWD00000GWKXkYAP","false","Pricing","a0sWD00000Xpf2ZYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UNsYYAW","MappedSObjectScreenResource","","","42721658498605166","LLC_BI__Loan__c","","",""
"a0qWD00000GWJo7YAH","false","Loan Collateral Narrative","a0sWD00000XpepKYAR","false","false","false","false","","false","false","false","false","false","58.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJrdYQG","42721896472209386","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXlYAP","false","Associated Accounts","a0sWD00000XpeyyYAB","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","2.0","","","","MappedSObjectHierarchyScreenResource","","","42722011434695917","LLC_BI__Treasury_Service__c","","",""
"a0qWD00000GWKXmYAP","false","AR SS","a0sWD00000Xpf3AYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","a0qWD00000GWKLdYAP","","ConfiguredSObjectScreenResource","","","42722343785236202","LLC_BI__Loan__c","","",""
"a0qWD00000GWFdMYAX","false","Application Details","a0sWD00000XpbEdYAJ","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UOGPYA4","MappedSObjectScreenResource","","","42722620725102670","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXnYAP","false","Product Packages","a0sWD00000Xpf3UYAR","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42722724596617408","Account","","",""
"a0qWD00000GWJo8YAH","false","Relationship Summary Narrative","a0sWD00000Xpep7YAB","false","false","false","false","","false","false","false","false","false","21.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK6RYQW","42723327976988945","LLC_BI__Review__c","","",""
"a0qWD00000GWJo9YAH","false","Loan Collateral Narrative","a0sWD00000XpepSYAR","false","false","false","false","","false","false","false","false","false","58.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJmZYQW","42723511321499907","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXoYAP","false","Small Business Fee Screen","a0sWD00000Xpf8oYAB","false","false","false","false","","true","false","false","false","false","100.0","slide","true","false","false","false","","true","","","","","a16WD000005UNiKYAW","MappedSObjectScreenResource","","","42723571924850112","LLC_BI__Fee__c","","",""
"a0qWD00000GWFqfYAH","false","Add Income","a0sWD00000XpbLpYAJ","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","4272402514198693","LLC_BI__Income__c","","",""
"a0qWD00000GWGPaYAP","false","Collateral Valuation","a0sWD00000XpRI3YAN","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42724201043734643","LLC_BI__Collateral__c","","",""
"a0qWD00000GWJoAYAX","false","Loan Collateral Narrative","a0sWD00000XpeoUYAR","false","false","false","false","","false","false","false","false","false","58.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJmJYQW","42724868326473266","LLC_BI__Loan__c","","",""
"a0qWD00000GWJoBYAX","false","Product Request Narrative","a0sWD00000XpeopYAB","false","false","false","false","","false","false","false","false","false","31.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK7OYQW","42725193739891315","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWKXpYAP","false","Collateral Search Results","a0sWD00000XpeviYAB","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42726336534944934","LLC_BI__Collateral__c","","",""
"a0qWD00000GWJoCYAX","false","Financial Analysis","a0sWD00000XpepBYAR","false","false","false","false","","false","false","false","false","false","70.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJnXYQW","42726369718670565","LLC_BI__Loan__c","","",""
"a0qWD00000GWKXqYAP","false","Collateral Summary","a0sWD00000XpeojYAB","false","false","false","false","","false","false","false","false","false","56.0","slide","true","false","false","false","","false","","","","","a16WD000005UNrcYAG","MappedSObjectHierarchyScreenResource","","","42727160208423360","LLC_BI__Loan__c","","",""
"a0qWD00000GWJc6YAH","false","Document Details","a0sWD00000XpfVMYAZ","false","false","false","false","","false","true","false","false","false","0.01","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42727211754998435","LLC_BI__Document_Placeholder__c","","",""
"a0qWD00000GWKXrYAP","false","Product Package Details","a0sWD00000XpeozYAB","false","false","false","false","","false","false","false","false","false","20.0","slide","true","true","false","false","","false","","","","","a16WD000005UNqkYAG","MappedSObjectScreenResource","","","42727274160645508","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWKXsYAP","false","Add Asset","a0sWD00000Xpf16YAB","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42727307670261011","nRetail__Asset__c","","",""
"a0qWD00000GWFVFYA5","false","RL Personal Contact (Individual Other Involved)","a0sWD00000Xpb9NYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42727313453761109","Contact","","",""
"a0qWD00000GWKXtYAP","false","Collateral Summary","a0sWD00000XpepVYAR","false","false","false","false","","false","false","false","false","false","56.0","slide","true","false","false","false","","false","","","","","a16WD000005UNmwYAG","MappedSObjectHierarchyScreenResource","","","42727633297709931","LLC_BI__Loan__c","","",""
"a0qWD00000GWJoDYAX","false","Collateral Narrative","a0sWD00000Xpep6YAB","false","false","false","false","","false","false","false","false","false","41.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJppYQG","42727699869888433","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWFqgYAH","false","Applicant Details","a0sWD00000XpbM6YAJ","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","true","false","","true","","","","","","MappedSObjectScreenResource","","","42728246216454440","Contact","","",""
"a0qWD00000GWKXuYAP","false","Collateral Summary","a0sWD00000XpepHYAR","false","false","false","false","","false","false","false","false","false","70.0","slide","true","true","false","false","","false","","","","","a16WD000005UNlSYAW","MappedSObjectHierarchyScreenResource","","","42730041160087551","LLC_BI__Loan__c","","",""
"a0qWD00000GWFqhYAH","false","Details","a0sWD00000XpbNJYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","4273014772823349","Contact","","",""
"a0qWD00000GWFqiYAH","false","Secured SBL Eligibility Business","a0sWD00000XpbNCYAZ","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42730317530165989","Account","","",""
"a0qWD00000GWFVGYA5","false","UI Related Pledged Collateral Schedule","a0sWD00000XpbC5YAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42730345274820468","LLC_BI__Loan_Collateral2__c","","",""
"a0qWD00000GWKXvYAP","false","Asset Schedule","a0sWD00000Xpf3tYAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42730545657262948","nRetail__Asset__c","","",""
"a0qWD00000GWFdNYAX","false","DEP Primary Identification - Driver License","a0sWD00000XpbE7YAJ","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Driver License/""}}{{ENDIF}}","false","false","false","false","false","2000.0","slide","true","false","false","false","","true","","","","a0qWD00000GWFZbYAP","a16WD000005UNotYAG","MappedSObjectScreenResource","","","42730713263945171","Contact","","",""
"a0qWD00000GWKXwYAP","false","Relationship Summary","a0sWD00000XpepFYAR","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a16WD000005UNgtYAG","MappedSObjectHierarchyScreenResource","","","4273083596611338","LLC_BI__Review__c","","",""
"a0qWD00000GWFdOYAX","false","DEP Primary Identification - Driver License","a0sWD00000XpbDrYAJ","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Driver License/""}}{{ENDIF}}","false","false","false","false","false","2000.0","slide","true","false","false","false","","true","","","","a0qWD00000GWFbgYAH","a16WD000005UNotYAG","MappedSObjectScreenResource","","","42730874292575573","Contact","","",""
"a0qWD00000GWJoEYAX","false","Collateral Narrative","a0sWD00000XpeogYAB","false","false","false","false","","false","false","false","false","false","41.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJJq0YQG","42731043593521002","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWJoFYAX","false","Rate Structure","a0sWD00000XpepKYAR","false","false","false","false","","false","false","false","false","false","11.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","a17WD0000BhJK71YQG","42731120419815910","LLC_BI__Loan__c","","",""
"a0qWD00000GWJoGYAX","false","Product Request Narrative","a0sWD00000XpeoTYAR","false","false","false","false","","false","false","false","false","false","31.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJK4zYQG","42731143331428995","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWKXxYAP","false","Execution Date","a0sWD00000XpeyhYAB","false","false","false","false","","true","true","false","false","false","17.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42731195373220482","LLC_BI__Loan__c","","",""
