"Id","OwnerId","IsDeleted","Name","nFORCE__Alternate_Label__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Hidden__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c","nFORCE__Is_Editable__c","nFORCE__Address_Part__c","nFORCE__Is_Header__c","nFORCE__Is_Important__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Is_Active__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Autocomplete_Attribute_Value__c","AutorabitExtId__c"
"a3TKU0000008cKE2AY","0058c00000BxeO9AAJ","false","FC-007054","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3THo000000Y6ASMA0","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKF2AY","0058c00000BxeO9AAJ","false","FC-007055","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3THo000000Y6ATMA0","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKG2AY","0058c00000BxeO9AAJ","false","FC-007056","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3THo000000Y6AUMA0","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKH2AY","0058c00000BxeO9AAJ","false","FC-007057","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3THo000000Y6AVMA0","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKI2AY","0058c00000BxeO9AAJ","false","FC-007058","City","","","","MailingCity","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3THo000000Y6AWMA0","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKJ2AY","0058c00000BxeO9AAJ","false","FC-007059","State","","","","MailingState","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3THo000000Y6AXMA0","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKK2AY","0058c00000BxeO9AAJ","false","FC-007060","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3THo000000Y6AYMA0","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKL2AY","0058c00000BxeO9AAJ","false","FC-007061","Legal Business Name","","","","Name","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000Y6AZMA0","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKM2AY","0058c00000BxeO9AAJ","false","FC-007062","Tax Identification Number (TIN)","","","XX-XXXXXXX","LLC_BI__Tax_Identification_Number__c","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your TIN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6AaMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKN2AY","0058c00000BxeO9AAJ","false","FC-007063","What industry does your business belong to?","","","","Industry","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000Y6AbMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKO2AY","0058c00000BxeO9AAJ","false","FC-007064","Number of employees","","","","NumberOfEmployees","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000Y6AcMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKP2AY","0058c00000BxeO9AAJ","false","FC-007065","Legal Entity Type","","","","Type","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000Y6AdMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKQ2AY","0058c00000BxeO9AAJ","false","FC-007066","Shipping Address","","","","ShippingStreet","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000Y6AeMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKR2AY","0058c00000BxeO9AAJ","false","FC-007067","City","","","","ShippingCity","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000Y6AfMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKS2AY","0058c00000BxeO9AAJ","false","FC-007068","State","","","","ShippingState","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","2.0","","","false","","a3THo000000Y6AgMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKT2AY","0058c00000BxeO9AAJ","false","FC-007069","ZIP","","","","ShippingPostalCode","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","2.0","","","false","","a3THo000000Y6AhMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKU2AY","0058c00000BxeO9AAJ","false","FC-007070","Billing Address","","","","BillingStreet","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000Y6AiMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKV2AY","0058c00000BxeO9AAJ","false","FC-007071","City","","","","BillingCity","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000Y6AjMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKW2AY","0058c00000BxeO9AAJ","false","FC-007072","State","","","","BillingState","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","2.0","","","false","","a3THo000000Y6AkMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKX2AY","0058c00000BxeO9AAJ","false","FC-007073","ZIP","","","","BillingPostalCode","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","2.0","","","false","","a3THo000000Y6AlMAK","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKY2AY","0058c00000BxeO9AAJ","false","FC-007074","Social Security Number (SSN)","","","XXX-XX-XXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EKU0000004oea2AA","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6AmMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKZ2AY","0058c00000BxeO9AAJ","false","FC-007075","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000Y6AnMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKa2AI","0058c00000BxeO9AAJ","false","FC-007076","Residential Address","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000Y6AoMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKb2AI","0058c00000BxeO9AAJ","false","FC-007077","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000Y6ApMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKc2AI","0058c00000BxeO9AAJ","false","FC-007078","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004oea2AA","2.0","","","false","","a3THo000000Y6AqMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKd2AI","0058c00000BxeO9AAJ","false","FC-007079","State","","","","MailingState","","false","","","false","false","false","","a2EKU0000004oea2AA","2.0","","","false","","a3THo000000Y6ArMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKe2AI","0058c00000BxeO9AAJ","false","FC-007080","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004oea2AA","2.0","","","false","","a3THo000000Y6AuMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKf2AI","0058c00000BxeO9AAJ","false","FC-007081","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000Y6AvMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKg2AI","0058c00000BxeO9AAJ","false","FC-007082","City","","","","MailingCity","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000Y6AwMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKh2AI","0058c00000BxeO9AAJ","false","FC-007083","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EKU0000004oea2AA","2.0","","","false","","a3THo000000Y6AxMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKi2AI","0058c00000BxeO9AAJ","false","FC-007084","Social Security Number (SSN)","","","XXX-XX-XXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EKU0000004oef2AA","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6AyMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKj2AI","0058c00000BxeO9AAJ","false","FC-007085","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EKU0000004oef2AA","","","","false","","a3THo000000Y6AzMAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKk2AI","0058c00000BxeO9AAJ","false","FC-007086","Residential Address","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004oef2AA","","","","false","","a3THo000000Y6B0MAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKl2AI","0058c00000BxeO9AAJ","false","FC-007087","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004oef2AA","","","","false","","a3THo000000Y6B1MAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKm2AI","0058c00000BxeO9AAJ","false","FC-007088","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004oef2AA","2.0","","","false","","a3THo000000Y6B2MAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKn2AI","0058c00000BxeO9AAJ","false","FC-007089","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004oef2AA","2.0","","","false","","a3THo000000Y6B3MAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKo2AI","0058c00000BxeO9AAJ","false","FC-007090","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EKU0000004oef2AA","","","","false","","a3THo000000Y6B4MAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKp2AI","0058c00000BxeO9AAJ","false","FC-007091","City","","","","MailingCity","","false","","","false","false","false","","a2EKU0000004oef2AA","","","","false","","a3THo000000Y6B5MAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKq2AI","0058c00000BxeO9AAJ","false","FC-007092","State","","","","MailingState","","false","","","false","false","false","","a2EKU0000004oef2AA","2.0","","","false","","a3THo000000Y6B6MAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKr2AI","0058c00000BxeO9AAJ","false","FC-007093","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EKU0000004oef2AA","2.0","","","false","","a3THo000000Y6B7MAK","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKs2AI","0058c00000BxeO9AAJ","false","FC-007094","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3THo000000zAusMAE","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKt2AI","0058c00000BxeO9AAJ","false","FC-007095","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3THo000000zAutMAE","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKu2AI","0058c00000BxeO9AAJ","false","FC-007096","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3THo000000zAuuMAE","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKv2AI","0058c00000BxeO9AAJ","false","FC-007097","","","","","LLC_BI__Tiers__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3THo000000zAuvMAE","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cKw2AI","0058c00000BxeO9AAJ","false","FC-007098","","","","","LLC_BI__Price__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3THo000000zAuwMAE","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIa2AI","0058c00000BxeO9AAJ","false","FC-006952","Legal Business Name","","","","Name","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3THo000000zAuyMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIb2AI","0058c00000BxeO9AAJ","false","FC-006953","Tax Identification Number (TIN)","","","XX-XXXXXXX","LLC_BI__Tax_Identification_Number__c","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your TIN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000zAuzMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIc2AI","0058c00000BxeO9AAJ","false","FC-006954","What industry does your business belong to?","","","","Industry","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3THo000000zAv0MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cId2AI","0058c00000BxeO9AAJ","false","FC-006955","Number of employees","","","","NumberOfEmployees","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3THo000000zAv1MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIe2AI","0058c00000BxeO9AAJ","false","FC-006956","Legal Entity Type","","","","Type","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3THo000000zAv2MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIf2AI","0058c00000BxeO9AAJ","false","FC-006957","Shipping Address","","","","ShippingStreet","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3THo000000zAv3MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIg2AI","0058c00000BxeO9AAJ","false","FC-006958","City","","","","ShippingCity","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3THo000000zAv4MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIh2AI","0058c00000BxeO9AAJ","false","FC-006959","State","","","","ShippingState","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","2.0","","","false","","a3THo000000zAv5MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIi2AI","0058c00000BxeO9AAJ","false","FC-006960","ZIP","","","","ShippingPostalCode","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","2.0","","","false","","a3THo000000zAv6MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIj2AI","0058c00000BxeO9AAJ","false","FC-006961","Billing Address","","","","BillingStreet","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3THo000000zAv7MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIk2AI","0058c00000BxeO9AAJ","false","FC-006962","City","","","","BillingCity","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3THo000000zAv8MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIl2AI","0058c00000BxeO9AAJ","false","FC-006963","State","","","","BillingState","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","2.0","","","false","","a3THo000000zAv9MAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIm2AI","0058c00000BxeO9AAJ","false","FC-006964","ZIP","","","","BillingPostalCode","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","2.0","","","false","","a3THo000000zAvAMAU","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIn2AI","0058c00000BxeO9AAJ","false","FC-006965","Social Security Number (SSN)","","","XXX-XX-XXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000zAvBMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIo2AI","0058c00000BxeO9AAJ","false","FC-006966","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3THo000000zAvCMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIp2AI","0058c00000BxeO9AAJ","false","FC-006967","Residential Address","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3THo000000zAvDMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIq2AI","0058c00000BxeO9AAJ","false","FC-006968","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3THo000000zAvEMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIr2AI","0058c00000BxeO9AAJ","false","FC-006969","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","2.0","","","false","","a3THo000000zAvFMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIs2AI","0058c00000BxeO9AAJ","false","FC-006970","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","2.0","","","false","","a3THo000000zAvGMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIt2AI","0058c00000BxeO9AAJ","false","FC-006971","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3THo000000zAvHMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIu2AI","0058c00000BxeO9AAJ","false","FC-006972","City","","","","MailingCity","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3THo000000zAvIMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIv2AI","0058c00000BxeO9AAJ","false","FC-006973","State","","","","MailingState","","false","","","false","false","false","","a2EKU0000004oeK2AQ","2.0","","","false","","a3THo000000zAvJMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIw2AI","0058c00000BxeO9AAJ","false","FC-006974","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EKU0000004oeK2AQ","2.0","","","false","","a3THo000000zAvKMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIx2AI","0058c00000BxeO9AAJ","false","FC-006975","Social Security Number (SSN)","","","XXX-XX-XXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000zAvLMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIy2AI","0058c00000BxeO9AAJ","false","FC-006976","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3THo000000zAvMMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cIz2AI","0058c00000BxeO9AAJ","false","FC-006977","Residential Address","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3THo000000zAvNMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ02AI","0058c00000BxeO9AAJ","false","FC-006978","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3THo000000zAvOMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ12AI","0058c00000BxeO9AAJ","false","FC-006979","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3THo000000zAvPMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ22AI","0058c00000BxeO9AAJ","false","FC-006980","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3THo000000zAvQMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ32AI","0058c00000BxeO9AAJ","false","FC-006981","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3THo000000zAvRMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ42AI","0058c00000BxeO9AAJ","false","FC-006982","City","","","","MailingCity","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3THo000000zAvSMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ52AI","0058c00000BxeO9AAJ","false","FC-006983","State","","","","MailingState","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3THo000000zAvTMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ62AI","0058c00000BxeO9AAJ","false","FC-006984","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3THo000000zAvUMAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ72AI","0058c00000BxeO9AAJ","false","FC-006985","Legal Business Name","","","","Name","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000zAvVMAU","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ82AI","0058c00000BxeO9AAJ","false","FC-006986","Tax Identification Number (TIN)","","","XX-XXXXXXX","LLC_BI__Tax_Identification_Number__c","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your TIN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000zAvWMAU","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJ92AI","0058c00000BxeO9AAJ","false","FC-006987","What industry does your business belong to?","","","","Industry","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000zAvXMAU","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJA2AY","0058c00000BxeO9AAJ","false","FC-006988","Number of employees","","","","NumberOfEmployees","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000zAvYMAU","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJB2AY","0058c00000BxeO9AAJ","false","FC-006989","Legal Entity Type","","","","Type","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000zAvZMAU","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJC2AY","0058c00000BxeO9AAJ","false","FC-006990","Shipping Address","","","","ShippingStreet","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000zAvaMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJD2AY","0058c00000BxeO9AAJ","false","FC-006991","City","","","","ShippingCity","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000zAvbMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJE2AY","0058c00000BxeO9AAJ","false","FC-006992","State","","","","ShippingState","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","2.0","","","false","","a3THo000000zAvcMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJF2AY","0058c00000BxeO9AAJ","false","FC-006993","ZIP","","","","ShippingPostalCode","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","2.0","","","false","","a3THo000000zAvdMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJG2AY","0058c00000BxeO9AAJ","false","FC-006994","Billing Address","","","","BillingStreet","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000zAveMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJH2AY","0058c00000BxeO9AAJ","false","FC-006995","City","","","","BillingCity","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","","","","false","","a3THo000000zAvfMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJI2AY","0058c00000BxeO9AAJ","false","FC-006996","State","","","","BillingState","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","2.0","","","false","","a3THo000000zAvgMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJJ2AY","0058c00000BxeO9AAJ","false","FC-006997","ZIP","","","","BillingPostalCode","","false","","","false","false","false","","a2EKU0000004oeZ2AQ","2.0","","","false","","a3THo000000zAvhMAE","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJK2AY","0058c00000BxeO9AAJ","false","FC-006998","Social Security Number (SSN)","","","XXX-XX-XXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EKU0000004oea2AA","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000zAviMAE","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJL2AY","0058c00000BxeO9AAJ","false","FC-006999","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000zAvjMAE","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJM2AY","0058c00000BxeO9AAJ","false","FC-007000","Residential Address","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000zAvkMAE","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJN2AY","0058c00000BxeO9AAJ","false","FC-007001","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000zAvlMAE","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJO2AY","0058c00000BxeO9AAJ","false","FC-007002","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004oea2AA","2.0","","","false","","a3THo000000zAvmMAE","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJP2AY","0058c00000BxeO9AAJ","false","FC-007003","State","","","","MailingState","","false","","","false","false","false","","a2EKU0000004oea2AA","2.0","","","false","","a3THo000000zAvnMAE","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJQ2AY","0058c00000BxeO9AAJ","false","FC-007004","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004oea2AA","2.0","","","false","","a3THo000000zAvqMAE","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cJR2AY","0058c00000BxeO9AAJ","false","FC-007005","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EKU0000004oea2AA","","","","false","","a3THo000000zAvrMAE","Contact","false","","false","false","","","false","false","false","","",""
