"Id","IsDeleted","Name","nFORCE__Screen__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Section_Resource__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Parent_Screen_Section__c","nFORCE__Number_of_Columns__c","Custom_Code_in_Screen_Section__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Validation_Service__c","AutorabitExtId__c"
"a2FKU0000004vn72AA","false","Debt Schedule","a2GKU0000004WDC2A2","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","85001600720268024","LLC_BI__Debt__c","false","false","","","","","false","false","","a2FKa000000SDe0MAG"
"a2FKU0000004vvV2AQ","false","Risk Rating","a2GKU0000004WB32AM","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","85471620937672159","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDmbMAG"
"a2FKU0000004vpg2AA","false","HMDA","a2GKU0000004WCU2A2","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","85611663700625422","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDgdMAG"
"a2FKU0000004vnN2AQ","false","Decision_Overview","a2GKU0000004WDC2A2","false","false","true","true","false","70.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","85831600720268026","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDeGMAW"
"a2FKU0000004vow2AA","false","Entity Compliance","a2GKU0000004WCO2A2","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","86031663700625413","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDfrMAG"
"a2FKU0000004vof2AA","false","Enhanced Fee Loan Aggregate Summary","a2GKU0000004WAY2A2","false","false","false","true","false","2.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","86141619447515162","LLC_BI__Fee_Loan_Aggregate__c","false","false","","","","","false","false","","a2FKa000000SDfYMAW"
"a2FKU0000004vjX2AQ","false","Adverse Actions","a2GKU0000004WBE2A2","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","86411620937672163","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDaJMAW"
"a2FKU0000004vto2AA","false","Other","a2GKU0000004W9y2AE","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","86481585604341050","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDkpMAG"
"a2FKU0000004vrA2AQ","false","Loan Team Members","a2GKU0000004WCY2A2","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","87161663700625425","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDi7MAG"
"a2FKU0000004vwG2AQ","false","SBL Personal Info - Locked","a2GKU0000004WCb2AM","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","87601666029075357","Contact","false","false","{{IF=""A OR B""}} {{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""1""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" IS=""Pass""}}{{ENDIF}}","a2FKU0000004vw32AA","","","false","false","","a2FKa000000SDnMMAW"
"a2FKU0000004vwp2AA","false","Stage History","a2GKU0000004W9u2AE","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","87991585604341051","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDnyMAG"
"a2FKU0000004vpt2AA","false","Income Schedule","a2GKU0000004WDC2A2","false","false","true","true","false","20.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","89291600720268025","LLC_BI__Income__c","false","false","","","","","false","false","","a2FKa000000SDgqMAG"
"a2FKU0000004vte2AA","false","Online Income Information","a2GKU0000004WCe2AM","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","89781666029075347","LLC_BI__Income__c","false","false","","","","","false","false","","a2FKa000000SDkfMAG"
"a2FKU0000004vvN2AQ","false","Rental Expense","a2GKU0000004WCf2AM","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","89921666029075348","LLC_BI__Debt__c","false","false","","","","","false","false","","a2FKa000000SDmTMAW"
"a2FKU0000004vi62AA","false","Editable Fields","a2GKU0000004WAM2A2","false","false","true","true","false","","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","90351585604341048","LLC_BI__Loan__c","false","false","","","","","false","false","","a2F8c00000434mxEAA"
"a2FKU0000004vpJ2AQ","false","Exposure Exclusion Disable","a2GKU0000004W932AE","false","false","true","false","false","3.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","90391562008947393","LLC_BI__Excluded_Exposure__c","false","false","","","2.0","","false","false","","a2FKa000000SDgGMAW"
"a2FKU0000004vqd2AA","false","Loan Details","a2GKU0000004WBK2A2","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","90831620937672167","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhaMAG"
"a2FKU0000004vom2AA","false","Enhanced Fees Management","a2GKU0000004WB72AM","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","90841620937672154","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDfgMAG"
"a2FKU0000004vxF2AQ","false","Treasury Service Details","a2GKU0000004W9H2AU","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","91051567002571888","LLC_BI__Treasury_Service__c","false","false","","","","","false","false","","a2FKa000000SDoOMAW"
"a2FKU0000004vuy2AA","false","Rate Structure","a2GKU0000004WBW2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","91631620937672171","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDm4MAG"
"a2FKU0000004voK2AQ","false","Draw Overview Summary","a2GKU0000004WAt2AM","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","91941619447515180","LLC_BI__Budget__c","false","false","","","","","false","false","","a2FKa000000SDfDMAW"
"a2FKU0000004vvu2AA","false","SBL Contact Info","a2GKU0000004WCb2AM","false","false","false","false","false","20.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","92541666029075335","Contact","false","false","{{IF=""A AND B""}} {{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","a2FKU0000004vw32AA","","","false","false","","a2FKa000000SDn0MAG"
"a2FKU0000004vuQ2AQ","false","Pricing","a2GKU0000004WBD2A2","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","93141620937672163","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDlUMAW"
"a2FKU0000004voH2AQ","false","Draw History Summary","a2GKU0000004WAu2AM","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","93381619447515180","LLC_BI__Budget__c","false","false","","","","","false","false","","a2FKa000000SDfAMAW"
"a2FKU0000004vj82AA","false","Add Income","a2GKU0000004WCT2A2","false","false","true","true","false","50.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","93661663700625422","LLC_BI__Income__c","false","false","","","","","false","false","","a2FKa000000SDZtMAO"
"a2FKU0000004vji2AA","false","Analytics & Site Visit","a2GKU0000004WHu2AM","false","false","false","false","false","","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","93884","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDaUMAW"
"a2FKU0000004vvD2AQ","false","Referral","a2GKU0000004WA22AM","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","94211585604341051","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDmJMAW"
"a2FKU0000004vlk2AA","false","Budget Summary","a2GKU0000004WAs2AM","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","94361619447515180","LLC_BI__Budget__c","false","false","","","","","false","false","","a2FKa000000SDcWMAW"
"a2FKU0000004vla2AA","false","Borrowing Structure","a2GKU0000004WAo2AM","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","94391619447515163","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDcMMAW"
"a2FKU0000004vod2AA","false","Employment Information","a2GKU0000004WCe2AM","false","false","false","false","false","5.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","94781666029075354","LLC_BI__Income__c","false","false","{{IF=""A OR B""}}
{{COND=""A"" FIELD=""LLC_BI__Income__c.LLC_BI__Income_Type__c"" IS=""Gross Annual Income""}}
{{COND=""B"" FIELD=""LLC_BI__Income__c.LLC_BI__Income_Type__c"" IS=""Other Income""}}
{{ENDIF}}","a2FKU0000004vte2AA","","","false","false","","a2FKa000000SDfWMAW"
"a2FKU0000004vov2AA","false","Entity Compliance","a2GKU0000004WBP2A2","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","95101620937672169","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDfqMAG"
"a2FKU0000004vuD2AQ","false","Payment Structure Details","a2GKU0000004WBU2A2","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","95421620937672159","LLC_BI__Pricing_Payment_Component__c","false","false","","","","","false","false","","a2FKa000000SDlEMAW"
"a2FKU0000004vtH2AQ","false","Memos","a2GKU0000004WAP2A2","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","95551585604341048","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDkGMAW"
"a2FKU0000004vqq2AA","false","Loan Information","a2GKU0000004W9y2AE","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","95801585604341049","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhnMAG"
"a2FKU0000004vxQ2AQ","false","UI Collateral Record Schedule","a2GKU0000004W9E2AU","false","false","false","false","false","","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","95831563816286644","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","a2FKa000000SDoZMAW"
"a2FKU0000004vpi2AA","false","HMDA","a2GKU0000004WDD2A2","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","95851600720268027","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDgfMAG"
"a2FKU0000004vid2AA","false","Add Asset","a2GKU0000004WCT2A2","false","false","true","true","false","40.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","96081663700625421","nRetail__Asset__c","false","false","","","","","false","false","","a2FKa000000SDZOMA4"
"a2FKU0000004vkY2AQ","false","Approval Details","a2GKU0000004W9i2AE","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","96161585604341049","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbKMAW"
"a2FKU0000004vi42AA","false","Compliance Info","a2GKU0000004WAF2A2","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","96621585604341048","LLC_BI__Loan__c","false","false","","","","","false","false","","a2F8c00000434mvEAA"
"a2FKU0000004vlF2AQ","false","Balance Details","a2GKU0000004WBG2A2","false","false","false","true","false","3.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","96681620937672164","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDc1MAG"
"a2FKU0000004vjV2AQ","false","Adverse Actions","a2GKU0000004W9n2AE","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","97131585604341049","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDaHMAW"
"a2FKU0000004vkd2AA","false","Approval History","a2GKU0000004WAl2AM","false","false","true","true","false","2.0","slide","true","false","false","true","","true","","MappedSObjectScreenResource","a2JKU0000005krj2AA","97391619447515177","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbPMAW"
"a2FKU0000004vjJ2AQ","false","Add Non Standard Fee","a2GKU0000004WCR2A2","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","97781663700625418","LLC_BI__Fee__c","false","false","","","","","false","false","","a2FKa000000SDa4MAG"
"a2FKU0000004vuO2AQ","false","Pricing","a2GKU0000004WA12AM","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","98921585604341051","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDlSMAW"
"a2FKU0000004vvQ2AQ","false","Review","a2GKU0000004WHx2AM","false","false","true","true","false","","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","990","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDmWMAW"
"a2FKU0000004vw52AA","false","SBL Mailing Address","a2GKU0000004WCb2AM","false","false","false","false","false","40.0","slide","false","false","false","false","","true","","MappedSObjectScreenResource","","991416413481798642","Contact","false","false","{{IF=""A AND B AND C""}}{{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{COND=""B"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""C"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","a2FKU0000004vw32AA","","","false","false","","a2FKa000000SDnBMAW"
"a2FKU0000004vpV2AQ","false","Fees Summary","a2GKU0000004W8w2AE","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","99401560278867307","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDgSMAW"
"a2FKU0000004vkc2AA","false","Approval History","a2GKU0000004W9z2AE","false","false","true","true","false","2.0","slide","true","false","false","true","","true","","MappedSObjectScreenResource","a2JKU0000005krj2AA","99761585604341050","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbOMAW"
"a2FKU0000004vwl2AA","false","SnapshotLBXSS","a2GKU0000004WFb2AM","false","false","false","false","false","","slide","true","false","false","false","","false","","ComparableScreenResource","","TSSnapshotDetailsLBX","LLC_BI__Treasury_Service__c","false","false","","","","","false","false","","a2FKa000000SDnuMAG"
"a2FKU0000004vwm2AA","false","SnapshotWireManSS","a2GKU0000004WFc2AM","false","false","false","false","false","","slide","true","false","false","false","","false","","ComparableScreenResource","","TSSnapshotDetailsWireMan","LLC_BI__Treasury_Service__c","false","false","","","","","false","false","","a2FKa000000SDnvMAG"
"a2FKU0000004vni2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F4S0000008dPpUAI","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDebMAG"
"a2FKU0000004voS2AQ","false","EPCOC","a2GKU0000004WCs2AM","false","false","true","true","false","12.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2F4S0000008dXXUAY","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDfLMAW"
"a2FKU0000004vnj2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F4W000008jquDUAQ","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDecMAG"
"a2FKU0000004vnk2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F4W000009H0JvUAK","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDedMAG"
"a2FKU0000004vnp2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F5e000000556QEAQ","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeiMAG"
"a2FKU0000004vnq2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F5e00000055LQEAY","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDejMAG"
"a2FKU0000004vnm2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F5g0000000FyOEAU","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDefMAG"
"a2FKU0000004vnl2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F5g0000000GCxEAM","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeeMAG"
"a2FKU0000004vnn2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F5i0000008Yo8EAE","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDegMAG"
"a2FKU0000004vno2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F5i0000008Z4wEAE","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDehMAG"
"a2FKU0000004vnr2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F5i0000008Z50EAE","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDekMAG"
"a2FKU0000004vnf2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F8c000001rvfLEAQ","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeYMAW"
"a2FKU0000004vng2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F8c000001rvw9EAA","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeZMAW"
"a2FKU0000004vnh2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2F8c000001rvwDEAQ","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeaMAG"
"a2FKU0000004vnb2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2FDn000000H8vgMAC","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeUMAW"
"a2FKU0000004vna2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2FDn000000H9CUMA0","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeTMAW"
"a2FKU0000004vnZ2AQ","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2FDn000000H9CYMA0","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeSMAW"
"a2FKU0000004vnc2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2FHo000003C9zOMAS","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeVMAW"
"a2FKU0000004vnd2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2FHo000003CAGCMA4","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeWMAW"
"a2FKU0000004vne2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2FHo000003CAGGMA4","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDeXMAW"
"a2FKU0000004vmD2AQ","false","Collateral Summary","a2GKU0000004WBa2AM","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","a2FHo000003XBXpMAO","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDd1MAG"
"a2FKU0000004vm72AA","false","Collateral Details","a2GKU0000004WBb2AM","false","false","false","false","false","10.0","slide","true","false","false","true","","false","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBXqMAO","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDcvMAG"
"a2FKU0000004vns2AA","false","Deposits","a2GKU0000004WAC2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","GrandchildScreenResource","","a2FHo000003XBY3MAO","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDelMAG"
"a2FKU0000004viI2AQ","false","Account Debt","a2GKU0000004WCF2A2","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBjeMAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDZ3MAO"
"a2FKU0000004viL2AQ","false","Account Info","a2GKU0000004WCE2A2","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBjfMAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDZ6MAO"
"a2FKU0000004viU2AQ","false","Activities","a2GKU0000004WBh2AM","false","false","false","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBjkMAG","Account","false","false","","","","","false","false","","a2FKa000000SDZFMA4"
"a2FKU0000004vjb2AA","false","Agent's Agreement and Certifications","a2GKU0000004WC12AM","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBjmMAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDaNMAW"
"a2FKU0000004vkV2AQ","false","Application Information","a2GKU0000004WBy2AM","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBjnMAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbHMAW"
"a2FKU0000004vkb2AA","false","Approval History","a2GKU0000004WBg2AM","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBjqMAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbNMAW"
"a2FKU0000004vlo2AA","false","Business Acquisition","a2GKU0000004WCC2A2","false","false","true","true","false","11.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBk2MAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDcaMAG"
"a2FKU0000004vlq2AA","false","Business Contacts","a2GKU0000004WBi2AM","false","false","false","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBk3MAG","Account","false","false","","","","","false","false","","a2FKa000000SDccMAG"
"a2FKU0000004vlr2AA","false","Business Type","a2GKU0000004WCA2A2","false","false","true","true","false","9.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBk4MAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDcdMAG"
"a2FKU0000004vm42AA","false","Change of Ownership","a2GKU0000004WBz2AM","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBk5MAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDcqMAG"
"a2FKU0000004vm82AA","false","Collateral Owned","a2GKU0000004WBj2AM","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBkBMAW","Account","false","false","","","","","false","false","","a2FKa000000SDcwMAG"
"a2FKU0000004vmI2AQ","false","Conflict of Interest","a2GKU0000004WC62AM","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBkEMAW","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDd6MAG"
"a2FKU0000004vmS2AQ","false","Construction Details","a2GKU0000004WBf2AM","false","false","false","true","false","2.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","a2FHo000003XBkFMAW","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDdGMAW"
"a2FKU0000004vmh2AA","false","Covenants","a2GKU0000004WBk2AM","false","false","false","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBkHMAW","Account","false","false","","","","","false","false","","a2FKa000000SDdVMAW"
"a2FKU0000004vnu2AA","false","Deposits","a2GKU0000004WBl2AM","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","ReferenceFilteredHierarchyScreenResource","","a2FHo000003XBkKMAW","Account","false","false","","","","","false","false","","a2FKa000000SDenMAG"
"a2FKU0000004voZ2AQ","false","Eligibility","a2GKU0000004WC92AM","false","false","true","true","false","8.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBkLMAW","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDfSMAW"
"a2FKU0000004vp62AA","false","Execution Date","a2GKU0000004WCG2A2","false","false","true","true","false","17.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBkNMAW","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDg1MAG"
"a2FKU0000004vpF2AQ","false","Exposure","a2GKU0000004WBn2AM","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBkOMAW","Account","false","false","","","","","false","false","","a2FKa000000SDgCMAW"
"a2FKU0000004vpz2AA","false","Injections","a2GKU0000004WCI2A2","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","a2FHo000003XBkVMAW","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDgwMAG"
"a2FKU0000004vq92AA","false","Lender's Agreement and Certifications","a2GKU0000004WC12AM","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","a2FHo000003XBkWMAW","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDh6MAG"
"a2FKU0000004vqo2AA","false","Loan Information","a2GKU0000004WBg2AM","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","a2FHo000003XBkbMAG","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhlMAG"
