"Id","IsDeleted","Name","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","AutorabitExtId__c","nFORCE__Screen_View__c","nFORCE__Widget__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a0qWD00000GTAgNYAX","false","Stage History","a0sWD00000XoBpMYAV","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42932013357634150","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT9nEYAT","false","Collateral Narrative","a0sWD00000XoBiQYAV","false","false","false","false","","false","false","false","false","false","41.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42932346573703484","LLC_BI__Product_Package__c","","","","","",""
"a0qWE00000W9imdYAB","false","Related Exposure","a0sWE000002tqeQYAQ","false","false","false","false","","false","false","false","false","false","46.0","slide","true","false","false","false","","false","","","","","RelatedLoanListFScreenResource","","42932479638379640","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgPYAX","false","Structure Info","a0sWD00000XoBoPYAV","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42933285781479438","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgY4YAL","false","Stage and Status","a0sWD00000Xo7dzYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","42933404502434201","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgQYAX","false","Change of Ownership","a0sWD00000XoBrxYAF","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42933427165972167","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imeYAB","false","Product Package Details Narrative","a0sWE000002tqfnYAA","false","false","false","false","","false","false","false","false","false","31.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42933520956776183","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTAgRYAX","false","Income Schedule","a0sWD00000XoBpNYAV","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42934760193464968","LLC_BI__Income__c","","","","","",""
"a0qWD00000GTAgSYAX","false","Applicant Details","a0sWD00000XoBo7YAF","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","true","false","","true","","","","","MappedSObjectScreenResource","","42935292869932628","Contact","","","","","",""
"a0qWE00000W9imfYAB","false","Covenant Narrative","a0sWE000002tqebYAA","false","false","false","false","","false","false","false","false","false","81.0","slide","true","true","true","false","","true","","","","","SObjectScreenResource","","42935488464274581","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imgYAB","false","Fees","a0sWE000002tqeSYAQ","false","false","false","false","","false","false","false","false","false","27.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42935713826795141","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgkhYAD","false","Add to Maintenance Order","a0sWD00000Xo7jBYAR","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42935727552304145","LLC_BI__Requirement__c","","","","","",""
"a0qWE00000W9imhYAB","false","Loan Renewals","a0sWE000002tqfWYAQ","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","","","LoanRenewalFScreenResource","","42935817403959346","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSLXqYAP","false","UI Configuration Builder","a0sWD00000XoCLGYA3","false","false","false","false","","false","true","false","false","false","100.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42936578035218319","nFORCE__Group__c","","","","","",""
"a0qWE00000W9imiYAB","false","Loan Summary Narrative","a0sWE000002tqeZYAQ","false","false","false","false","","false","false","false","false","false","21.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42936588836700323","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgkiYAD","false","Booked Facilities","a0sWD00000Xo7jUYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42937243322140215","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgVYAX","false","Loan Information","a0sWD00000XoBosYAF","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","42937360556132203","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imjYAB","false","Global Analysis","a0sWE000002tqfoYAA","false","false","false","false","","false","false","false","false","false","250.0","slide","false","false","true","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42937431823522750","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgWYAX","false","Memos","a0sWD00000XoBtVYAV","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42937516922705255","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imkYAB","false","Approval History","a0sWE000002tqf6YAA","false","false","false","false","","false","false","false","false","false","120.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42937633703768848","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imlYAB","false","Recommendation Summary","a0sWE000002tqetYAA","false","false","false","false","","false","false","false","false","false","80.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42937884503672239","LLC_BI__Product_Package__c","","","","","",""
"a0qWD00000GSgkjYAD","false","UI Config Builder - Add a New Screen Section","a0sWD00000Xo7jzYAB","false","false","false","false","","true","true","false","false","false","600.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42938252300420525","nFORCE__Screen_Section__c","","","","","",""
"a0qWE00000W9immYAB","false","Financial Analysis","a0sWE000002tqf6YAA","false","false","false","false","","false","false","false","false","false","70.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42938431090302604","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imnYAB","false","Collateral Search Results","a0sWE000002tqf0YAA","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42938520474019178","LLC_BI__Collateral__c","","","","","",""
"a0qWD00000GSLXrYAP","false","Entity Involvement New Business","a0sWD00000XoCLBYA3","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42938851504277188","Account","","","","","",""
"a0qWD00000GSgVBYA1","false","Mobile","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1625.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgUcYAL","MappedSObjectScreenResource","","42938951357932420","Contact","","","","","",""
"a0qWE00000W9imoYAB","false","Product Request","a0sWE000002tqetYAA","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42938954206438413","LLC_BI__Product_Package__c","","","","","",""
"a0qWD00000GSgkkYAD","false","Debt Schedule","a0sWD00000Xo7m5YAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42938992628976136","LLC_BI__Debt__c","","","","","",""
"a0qWD00000GTAgYYAX","false","PPP E-Consent","a0sWD00000XoBx9YAF","false","false","false","false","","false","false","false","false","false","80.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","4293929300129301232","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT9PWYA1","false","Credit Check","a0sWD00000XoCHqYAN","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42940536536990284","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9impYAB","false","Borrower Structure","a0sWE000002tqewYAA","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","","InvolvementsFScreenResource","","42941095888209939","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgY5YAL","false","Stage and Status","a0sWD00000Xo7eEYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42941366452721398","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imqYAB","false","Debt Schedule","a0sWE000002tqeXYAQ","false","false","false","false","","false","true","false","false","false","2000.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42941672119061217","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imrYAB","false","Collateral Narrative","a0sWE000002tqeNYAQ","false","false","false","false","","false","false","false","false","false","41.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42941971103324877","LLC_BI__Product_Package__c","","","","","",""
"a0qWE00000W9imsYAB","false","Collateral Valuation","a0sWE000002tqeiYAA","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42942024594527494","LLC_BI__Collateral__c","","","","","",""
"a0qWE00000W9imtYAB","false","Bulk Pledge Details","a0sWE000002tqfXYAQ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","CustomSObjectListScreenResource","","42942025434103690","LLC_BI__Loan_Collateral2__c","","","","","",""
"a0qWD00000GTAgaYAH","false","Questionnaire Admin Screen Section Lookup Section","a0sWD00000XoBoQYAV","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42942205516465072","nFORCE__Question__c","","","","","",""
"a0qWD00000GTAgbYAH","false","test bene owner","a0sWD00000XoBrDYAV","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","GrandchildScreenResource","","42942216170092017","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imuYAB","false","Fees","a0sWE000002tqepYAA","false","false","false","false","","false","false","false","false","false","27.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42942779794954384","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imvYAB","false","Participation Narrative","a0sWE000002tqfVYAQ","false","false","false","false","","false","false","false","false","false","121.0","slide","true","false","true","false","","true","","","","","SObjectScreenResource","","42942805047505018","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgdYAH","false","Loan Details","a0sWD00000XoBsYYAV","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","42942940958859230","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgNKYA1","false","DEP Personal Contact (Individual Additional Owner)","a0sWD00000Xo7ZYYAZ","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectListScreenResource","","42942944861560129","Contact","","","","","",""
"a0qWD00000GTAgeYAH","false","Business Acquisition","a0sWD00000XoBnhYAF","false","false","false","false","","true","true","false","false","false","11.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42943039982816461","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgfYAH","false","Deposits","a0sWD00000XoBoVYAV","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","ReferenceFilteredHierarchyScreenResource","","42943228827292514","Account","","","","","",""
"a0qWE00000W9imwYAB","false","Rate Structure","a0sWE000002tqfRYAQ","false","false","false","false","","false","false","false","false","false","11.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","42943796553186419","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAggYAH","false","Account Info","a0sWD00000XoBmxYAF","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","42943905887030450","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAghYAH","false","Overview","a0sWD00000XoBuHYAV","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","42944432417028807","Account","","","","","",""
"a0qWE00000W9imxYAB","false","Fees","a0sWE000002tqfDYAQ","false","false","false","false","","false","false","false","false","false","27.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42944664161051070","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgklYAD","false","Copy Loan","a0sWD00000Xo7jxYAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42945299036468299","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgkmYAD","false","Property Location","a0sWD00000Xo7kGYAR","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42945510542805521","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9imyYAB","false","Collateral Description","a0sWE000002tqeIYAQ","false","false","false","false","","false","false","false","false","false","57.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","4294556071177858","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT9VPYA1","false","Collateral Valuation","a0sWD00000XoCK7YAN","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42945973177137743","LLC_BI__Collateral__c","","","","","",""
"a0qWE00000W9imzYAB","false","Fees","a0sWE000002tqfFYAQ","false","false","false","false","","false","false","false","false","false","27.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42946233535348952","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAglYAH","false","Treasury","a0sWD00000XoBmcYAF","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","ReferenceFilteredHierarchyScreenResource","","42946462929428767","Account","","","","","",""
"a0qWD00000GSgY6YAL","false","Structure Info","a0sWD00000Xo7eJYAR","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42946758870935695","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgmYAH","false","Collateral","a0sWD00000XoBrKYAV","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42947146393044833","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgnYAH","false","Collateral Value","a0sWD00000XoBo4YAF","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","42947166141364357","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9in0YAB","false","Recommendation Summary","a0sWE000002tqflYAA","false","false","false","false","","false","false","false","false","false","80.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42947693248535142","LLC_BI__Product_Package__c","","","","","",""
"a0qWE00000W9in1YAB","false","Loan Team Narrative","a0sWE000002tqeaYAA","false","false","false","false","","false","false","false","false","false","91.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42947747524617324","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgoYAH","false","Beneficiary","a0sWD00000XoBoTYAV","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","42947895366262313","LLC_BI__Beneficiary__c","","","","","",""
"a0qWD00000GTAgpYAH","false","Type of Business","a0sWD00000XoBpnYAF","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42948109216623459","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHQYAZ","false","Relationship Summary","a0sWE000002tqfOYAQ","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42948385970556445","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHRYAZ","false","Payment Structure","a0sWE000002tqfqYAA","false","false","false","false","","false","false","false","false","false","12.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","42948538139080594","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT9PXYA1","false","Id_Document_State_Id","a0sWD00000Xo5uOYAR","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42948589771903293","LLC_BI__Id_Document__c","","","","","",""
"a0qWE00000W9iHSYAZ","false","Rate Structure","a0sWE000002tqfMYAQ","false","false","false","false","","false","false","false","false","false","12.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","42949245710782800","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgrYAH","false","Participations","a0sWD00000XoBq4YAF","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","42949616768550371","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHTYAZ","false","Covenant Narrative","a0sWE000002tqffYAA","false","false","false","false","","false","false","false","false","false","81.0","slide","true","true","true","false","","true","","","","","SObjectScreenResource","","42949628924363009","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgY7YAL","false","Acceptance","a0sWD00000Xo7drYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","42949765654880287","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgsYAH","false","Applicant Details","a0sWD00000XoBvOYAV","false","false","false","false","","true","true","false","false","false","25.0","slide","true","false","true","false","","true","","","","","MappedSObjectScreenResource","","42949845856751006","Account","","","","","",""
"a0qWE00000W9iHUYAZ","false","Borrower Structure Narrative","a0sWE000002tqeaYAA","false","false","false","false","","false","false","false","false","false","32.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42950162769048756","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgT0YAL","false","Online Income Information","a0sWD00000Xo7cCYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42951341567006027","LLC_BI__Income__c","","","","","",""
"a0qWD00000GSgknYAD","false","Action Taken","a0sWD00000Xo7k7YAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42951585604341050","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgT1YAL","false","Add Debt","a0sWD00000Xo7cGYAR","false","false","false","false","","true","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42951786447749042","LLC_BI__Debt__c","","","","","",""
"a0qWE00000W9iHVYAZ","false","Collateral Summary","a0sWE000002tqfWYAQ","false","false","false","false","","false","false","false","false","false","56.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42951833979955626","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAguYAH","false","Fees","a0sWD00000XoBpGYAV","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","42952686065704788","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHWYAZ","false","Relationship Summary","a0sWE000002tqeZYAQ","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42952741137785367","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHXYAZ","false","Relationship Summary","a0sWE000002tqeTYAQ","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42952922931293452","LLC_BI__Product_Package__c","","","","","",""
"a0qWD00000GTAgxYAH","false","Risk Rating Reviews","a0sWD00000XoBt6YAF","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","42952944128518448","Account","","","","","",""
"a0qWD00000GSgNLYA1","false","Approved Details - Product Specific","a0sWD00000Xo7kBYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","false","false","false","false","","false","","","","","MappedSObjectScreenResource","","42953148570452023","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAgyYAH","false","Budget Summary","a0sWD00000XoBmrYAF","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42953149729375627","LLC_BI__Budget__c","","","","","",""
"a0qWD00000GTAgzYAH","false","Add Asset","a0sWD00000XoBpNYAV","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42953296778784497","nRetail__Asset__c","","","","","",""
"a0qWD00000GTAh0YAH","false","Primary Account","a0sWD00000XoBrUYAV","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42953775569480278","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAh1YAH","false","Opportunities","a0sWD00000XoBsMYAV","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42953844398924030","Account","","","","","",""
"a0qWE00000W9iHYYAZ","false","Related Deposits","a0sWE000002tqfSYAQ","false","false","false","false","","false","false","false","false","false","47.0","slide","true","false","false","false","","false","","","","","DepositFScreenResource","","42953876682374078","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgkoYAD","false","Add Debt","a0sWD00000Xo7kpYAB","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42953950420117635","LLC_BI__Debt__c","","","","","",""
"a0qWE00000W9iHZYAZ","false","Collateral Summary","a0sWE000002tqeUYAQ","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42953975351251620","LLC_BI__Product_Package__c","","","","","",""
"a0qWE00000W9iHaYAJ","false","Approval History","a0sWE000002tqeQYAQ","false","false","false","false","","false","false","false","false","false","120.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42954009723671845","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHbYAJ","false","Collateral Search Results","a0sWE000002tqfhYAA","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42954137051418988","LLC_BI__Collateral__c","","","","","",""
"a0qWE00000W9iHcYAJ","false","Spreads Appendix","a0sWE000002tqemYAA","false","false","false","false","","false","false","false","false","false","170.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42954476421650902","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgkpYAD","false","Underwriting_Overview","a0sWD00000Xo7lRYAR","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42954601595892611","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHdYAJ","false","Pledge Details","a0sWE000002tqfdYAA","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","true","","true","","","","","MappedSObjectScreenResource","","42954666193102875","LLC_BI__Loan_Collateral2__c","","","","","",""
"a0qWE00000W9iHeYAJ","false","Approval History","a0sWE000002tqeIYAQ","false","false","false","false","","false","false","false","false","false","120.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42955190365307384","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHfYAJ","false","Borrower Structure Narrative","a0sWE000002tqfoYAA","false","false","false","false","","false","false","false","false","false","45.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42955378952984046","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHgYAJ","false","Loan Pricing Narrative","a0sWE000002tqeuYAA","false","false","false","false","","false","false","false","false","false","25.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42955479844100812","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAh4YAH","false","Loan Team Members","a0sWD00000XoBsUYAV","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42955692638350263","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHhYAJ","false","Relationship Summary Narrative","a0sWE000002tqeoYAA","false","false","false","false","","false","false","false","false","false","21.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","42955734524168959","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTAh5YAH","false","Personal Info - Locked","a0sWD00000XoBtSYAV","false","false","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","900.0","slide","true","false","false","false","","false","","","","a0qWD00000GTAWBYA5","MappedSObjectScreenResource","","42956104356690565","Contact","","","","","",""
"a0qWE00000W9iHiYAJ","false","Product Package Details","a0sWE000002tqegYAA","false","false","false","false","","false","false","false","false","false","20.0","slide","true","true","false","false","","false","","","","","MappedSObjectScreenResource","","42956385440484517","LLC_BI__Product_Package__c","","","","","",""
"a0qWE00000W9iHjYAJ","false","Spreads Appendix","a0sWE000002tqfaYAA","false","false","false","false","","false","false","false","false","false","200.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","42956921037338595","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTAh7YAH","false","Connection for Beneficial Owner OA","a0sWD00000XoBoEYAV","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42957139079132818","LLC_BI__Connection__c","","","","","",""
"a0qWD00000GTAh8YAH","false","Action Taken","a0sWD00000XoBn1YAF","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","42957503247285575","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHkYAJ","false","Lender Recommendation","a0sWE000002tqeWYAQ","false","false","false","false","","false","false","false","false","false","160.0","slide","true","true","false","false","","true","","","","","SObjectScreenResource","","42957849246349727","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GSgfeYAD","false","Section - All","a0sWD00000Xo7jIYAR","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42958240500522795","","","","","","",""
"a0qWD00000GSgkqYAD","false","Enhanced Fees Management","a0sWD00000Xo7k4YAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","42959339373236524","LLC_BI__Loan__c","","","","","",""
"a0qWE00000W9iHlYAJ","false","Financial Analysis","a0sWE000002tqefYAA","false","false","false","false","","false","false","false","false","false","70.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","42959660640930376","LLC_BI__Loan__c","","","","","",""
