"Id","OwnerId","IsDeleted","Name","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Show_Link_To_Context_Object__c","nFORCE__lookupKey__c","AutorabitExtId__c"
"a0sWD00000XoBqtYAF","005al00000RVcKvAAL","false","Titled Default Pledged Collateral Edit Screen","false","false","true","42617227847727072","a0sWD00000XoBqtYAF"
"a0sWD00000XnsdsYAB","005al00000Q6IbCAAV","false","Collateral-Possessory-Mutual Fund","false","false","true","42639155007632757","a0sWD00000XnsdsYAB"
"a0sWD00000Xnse9YAB","005al00000RVcKvAAL","false","Collateral-Possessory-Securities","false","false","true","42653954664465365","a0sWD00000Xnse9YAB"
"a0sWE000002XbShYAK","005al00000RVcKvAAL","false","Default Collateral Edit Screen","false","false","true","42690584729983846",""
"a0sWE000002XbSiYAK","005al00000RVcKvAAL","false","UCC Collateral Screen","false","false","true","4269058472998384642",""
"a0sWE000002XbSjYAK","005al00000RVcKvAAL","false","Collateral-Heavy Equipment-Tractor-904","false","false","true","426905847299838487",""
"a0sWE000002XbSkYAK","005al00000RVcKvAAL","false","Collateral-Small Equipment-Data Collector-903","false","false","true","42690584729983849",""
"a0sWD00000Xnse2YAB","005al00000RVcKvAAL","false","Collateral-Titled-Pleasure Boat","false","false","true","42703575356168779","a0sWD00000Xnse2YAB"
"a0sWD00000XoBs3YAF","005al00000RVcKvAAL","false","Default Pledged Collateral Edit Screen","false","false","true","42742750444485483","a0sWD00000XoBs3YAF"
"a0sWD00000XnsdvYAB","005al00000Q6IbCAAV","false","Collateral-Possessory-Irrevocable Letter of Credit","false","false","true","42801016480660056","a0sWD00000XnsdvYAB"
"a0sWD00000XoBstYAF","005al00000RVcKvAAL","false","UCC Default Pledged Collateral Edit Screen","false","false","true","42823550212584926","a0sWD00000XoBstYAF"
"a0sWD00000XoBtAYAV","005al00000RVcKvAAL","false","Possessory Default Pledged Collateral Edit Screen","false","false","true","42855467987240797","a0sWD00000XoBtAYAV"
"a0sWD00000XnsdxYAB","005al00000RVcKvAAL","false","Collateral-Titled-Trailer","false","false","true","42860084203432194","a0sWD00000XnsdxYAB"
"a0sWD00000XnseCYAR","005al00000RVcKvAAL","false","Collateral-Possessory-Other Possessory","false","false","true","42868736103271902","a0sWD00000XnseCYAR"
"a0sWD00000XoCL3YAN","005al00000RVcKvAAL","false","Default Pledged Collateral Edit Screen","false","false","true","42871665770611153","a0sWD00000XoCL3YAN"
"a0sWD00000Xnse0YAB","005al00000RVcKvAAL","false","Collateral-Real Estate","false","false","true","42875581032868363","a0sWD00000Xnse0YAB"
"a0sWD00000Xnse5YAB","005al00000Q6IbCAAV","false","Collateral-Possessory-Term Life","false","false","true","42902788784356696","a0sWD00000Xnse5YAB"
"a0sWD00000XnseGYAR","005al00000RVcKvAAL","false","Collateral-Titled-Motor Vehicle","false","false","true","42913737407936953","a0sWD00000XnseGYAR"
"a0sWD00000Xnse6YAB","005al00000RVcKvAAL","false","Collateral-UCC","false","false","true","42966783217336788","a0sWD00000Xnse6YAB"
"a0sWE000002XbSlYAK","005al00000RVcKvAAL","false","Default Pledged Collateral Edit Screen","false","false","true","42995953725879554",""
"a0sWD00000XoBuuYAF","005al00000RVcKvAAL","false","Test-47098","false","false","true","47098","a0sWD00000XoBuuYAF"
"a0sWE000002XbSmYAK","005al00000RVcKvAAL","false","Real Estate Screen","false","false","true","a0aam00000JSbkvAAD",""
"a0sWE000002XbSnYAK","005al00000RVcKvAAL","false","Titled-Aircraft-206","false","false","true","a0aam00000JSbkwAAD",""
"a0sWE000002XbSoYAK","005al00000RVcKvAAL","false","Titled-Mobile Home-210","false","false","true","a0aam00000JSbkxAAD",""
"a0sWE000002XbSpYAK","005al00000RVcKvAAL","false","Titled-Other Titled-300","false","false","true","a0aam00000JSbkyAAD",""
"a0sWE000002XbSqYAK","005al00000RVcKvAAL","false","Titled Pleasure Boat/Ship","false","false","true","a0aam00000JSbkzAAD",""
"a0sWE000002XbSrYAK","005al00000RVcKvAAL","false","Titled-Trailer-410","false","false","true","a0aam00000JSbl0AAD",""
"a0sWE000002XbSsYAK","005al00000RVcKvAAL","false","Farming Accessories-Combine","false","false","true","a0aam00000JSbl1AAD",""
"a0sWE000002XbStYAK","005al00000RVcKvAAL","false","Farming Accessories-Roller","false","false","true","a0aam00000JSbl2AAD",""
"a0sWE000002XbSuYAK","005al00000RVcKvAAL","false","Collateral-Titled-Motor Vehicle-215","false","false","true","a0aam00000JSbmEAAT",""
