"Id","OwnerId","IsDeleted","Name","LLC_BI__Category__c","LLC_BI__lookupKey__c"
"a3Ybn0000004xLTEAY","005bn000003k2JdAAI","","Taxes Paid","Accounting Grid (Income Statement)","Taxes_Paid_ACCTGRD"
"a3Ybn0000004xFnEAI","005bn000003k2JdAAI","","Term Interest","Accounting Grid (Cash Accounting)","Term_Interest_ACCTGRD"
"a3Ybn0000004xFoEAI","005bn000003k2JdAAI","","Term Principal Payment","Accounting Grid (Cash Accounting)","Term_Principal_Payment_ACCTGRD"
"a3Ybn0000004xIuEAI","005bn000003k2JdAAI","","Time Deposits","Accounting Grid (Balance Sheet)","Time_Deposits_ACCTGRD"
"a3Ybn0000004xMrEAI","005bn000003k2JdAAI","","Total Capital & Leasing Expenses","NOI Statement","Total Capital and Leasing Expenses"
"a3Ybn0000004xEQEAY","005bn000003k2JdAAI","","Total Adjustments - NWR Cost Basis","Accounting Grid (AG Owner Operator)","TotalAdjustments_NetWorth_CostBasis_ACCTGRD"
"a3Ybn0000004xMiEAI","005bn000003k2JdAAI","","Total Accounts Payable","Accounting Grid (Balance Sheet)","Total_Accounts_Payable_ACCTGRD"
"a3Ybn0000004xLBEAY","005bn000003k2JdAAI","","Total Accrual Debt Service","Accounting Grid (AG Accrual Income Statement)","Total_Accrual_Debt_Service_ACCTGRD"
"a3Ybn0000004xKlEAI","005bn000003k2JdAAI","","Total Assets","Accounting Grid (Balance Sheet)","Total_Assets_ACCTGRD"
"a3Ybn0000004xDwEAI","005bn000003k2JdAAI","","Total Assets Growth","Accounting Grid (Ratios/Stats)","Total_Assets_Growth_ACCTGRD"
"a3Ybn0000004xJdEAI","005bn000003k2JdAAI","","Total Assets to Net Sales","Accounting Grid (Ratios/Stats)","Total_Assets_to_Net_Sales_ACCTGRD"
"a3Ybn0000004xFsEAI","005bn000003k2JdAAI","","Total Cash Outflows","Accounting Grid (Cash Accounting)","Total_Cash_ Outflows_ACCTGRD"
"a3Ybn0000004xFtEAI","005bn000003k2JdAAI","","Total Cash Inflows","Accounting Grid (Cash Accounting)","Total_Cash_Inflows_ACCTGRD"
"a3Ybn0000004xMZEAY","005bn000003k2JdAAI","","Total Cash and Equivalents","Accounting Grid (Balance Sheet)","Total_Cash_and_Equiv_ACCTGRD"
"a3Ybn0000004xMMEAY","005bn000003k2JdAAI","","Total Change in Net Worth","Accounting Grid (Other)","Total_Change_in_Net_Worth_ACCTGRD"
"a3Ybn0000004xMLEAY","005bn000003k2JdAAI","","Total Changes in Equity Accounts","Accounting Grid (Other)","Total_Changes_in_Equity_Accounts_ACCTGRD"
"a3Ybn0000004xMKEAY","005bn000003k2JdAAI","","Total Changes in Retained Earnings","Accounting Grid (Other)","Total_Changes_in_Retained_Earnings_ACCTGRD"
"a3Ybn0000004xKwEAI","005bn000003k2JdAAI","","Total Cost of Sales/Revenue","Accounting Grid (Income Statement)","Total_Cost_of_SalesRevenue_ACCTGRD"
"a3Ybn0000004xKhEAI","005bn000003k2JdAAI","","Total Current Assets","Accounting Grid (Balance Sheet)","Total_Current_Assets_ACCTGRD"
"a3Ybn0000004xKnEAI","005bn000003k2JdAAI","","Total Current Liabilities","Accounting Grid (Balance Sheet)","Total_Current_Liabilities_ACCTGRD"
"a3Ybn0000004xM1EAI","005bn000003k2JdAAI","","Total Debt Service","Accounting Grid (Individual)","Total_Debt_Service_ACCTGRD"
"a3Ybn0000004xKsEAI","005bn000003k2JdAAI","","Total Equity","Accounting Grid (Balance Sheet)","Total_Equity_ACCTGRD"
"a3Ybn0000004xMEEAY","005bn000003k2JdAAI","","Total Extraordinary Income","Accounting Grid (Income Statement)","Total_Extraordinary_Income_ACCTGRD"
"a3Ybn0000004xMgEAI","005bn000003k2JdAAI","","Total Gross Intangibles","Accounting Grid (Balance Sheet)","Total_Gross_Intangibles_ACCTGRD"
"a3Ybn0000004xL3EAI","005bn000003k2JdAAI","","Total Gross Revenue","Accounting Grid (AG Owner Operator)","Total_Gross_Revenue_ACCTGRD"
"a3Ybn0000004xKjEAI","005bn000003k2JdAAI","","Total Intermediate Assets","Accounting Grid (AG Owner Operator)","Total_Intermediate_Assets_ACCTGRD"
"a3Ybn0000004xKpEAI","005bn000003k2JdAAI","","Total Intermediate Liabs","Accounting Grid (AG Owner Operator)","Total_Intermediate_Liabs_ACCTGRD"
"a3Ybn0000004xMbEAI","005bn000003k2JdAAI","","Total Inventory","Accounting Grid (Balance Sheet)","Total_Inventory_ACCTGRD"
"a3Ybn0000004xLsEAI","005bn000003k2JdAAI","","Total K1 Deductions","Accounting Grid (Other)","Total_K1_Deductions_ACCTGRD"
"a3Ybn0000004xLrEAI","005bn000003k2JdAAI","","Total K1 Income Loss","Accounting Grid (Other)","Total_K1_Income_Loss_ACCTGRD"
"a3Ybn0000004xMuEAI","005bn000003k2JdAAI","","Total K-1 Self Employment","Accounting Grid (Other)","Total_K1_Self_Employment_ACCTGRD"
"a3Ybn0000004xKrEAI","005bn000003k2JdAAI","","Total Liabilities","Accounting Grid (Balance Sheet)","Total_Liabilities_ACCTGRD"
"a3Ybn0000004xDrEAI","005bn000003k2JdAAI","","Total Liabilities Growth","Accounting Grid (Ratios/Stats)","Total_Liabilities_Growth_ACCTGRD"
"a3Ybn0000004xKkEAI","005bn000003k2JdAAI","","Total Long Term Assets","Accounting Grid (AG Owner Operator)","Total_Long_Term_Assets_ACCTGRD"
"a3Ybn0000004xKqEAI","005bn000003k2JdAAI","","Total Long Term Liabs","Accounting Grid (AG Owner Operator)","Total_Long_Term_Liabs_ACCTGRD"
"a3Ybn0000004xLnEAI","005bn000003k2JdAAI","","Total M1 Group 1","Accounting Grid (Other)","Total_M1_Group_1_ACCTGRD"
"a3Ybn0000004xLoEAI","005bn000003k2JdAAI","","Total M1 Group 2","Accounting Grid (Other)","Total_M1_Group_2_ACCTGRD"
"a3Ybn0000004xLpEAI","005bn000003k2JdAAI","","Total M2 Group 1","Accounting Grid (Other)","Total_M2_Group_1_ACCTGRD"
"a3Ybn0000004xLqEAI","005bn000003k2JdAAI","","Total M2 Group 2","Accounting Grid (Other)","Total_M2_Group_2_ACCTGRD"
"a3Ybn0000004xMYEAY","005bn000003k2JdAAI","","Total Minority Interest","Accounting Grid (Income Statement)","Total_Minority_Interest_ACCTGRD"
"a3Ybn0000004xEVEAY","005bn000003k2JdAAI","","Total Net Worth Adjustments - Market Basis","Accounting Grid (AG Owner Operator)","Total_NetWorth_Adjustments_MarketBasis_ACCTGRD"
"a3Ybn0000004xKuEAI","005bn000003k2JdAAI","","Total Net Sales/Revenue","Accounting Grid (Income Statement)","Total_Net_SalesRevenue_ACCTGRD"
"a3Ybn0000004xKiEAI","005bn000003k2JdAAI","","Total Non-Current Assets","Accounting Grid (Balance Sheet)","Total_NonCurrent_Assets_ACCTGRD"
"a3Ybn0000004xKoEAI","005bn000003k2JdAAI","","Total Non-Current Liabilities","Accounting Grid (Balance Sheet)","Total_NonCurrent_Liabilities_ACCTGRD"
"a3Ybn0000004xKxEAI","005bn000003k2JdAAI","","Total Operating Expenses","Accounting Grid (Income Statement)","Total_Operating_Expenses_ACCTGRD"
"a3Ybn0000004xL5EAI","005bn000003k2JdAAI","","Total Operating Expenses - Accrual IS","Accounting Grid (AG Owner Operator)","Total_Operating_Expenses_Accrual_IncomeStatement_ACCTGRD"
"a3Ybn0000004xMcEAI","005bn000003k2JdAAI","","Total Other Current Assets","Accounting Grid (Balance Sheet)","Total_Other_Current_Assets_ACCTGRD"
"a3Ybn0000004xMkEAI","005bn000003k2JdAAI","","Total Other Current Liabilities","Accounting Grid (Balance Sheet)","Total_Other_Current_Liabs_ACCTGRD"
"a3Ybn0000004xMXEAY","005bn000003k2JdAAI","","Total Other Expense","Accounting Grid (Income Statement)","Total_Other_Expense_ACCTGRD"
"a3Ybn0000004xMWEAY","005bn000003k2JdAAI","","Total Other Income","Accounting Grid (Income Statement)","Total_Other_Income_ACCTGRD"
"a3Ybn0000004xKzEAI","005bn000003k2JdAAI","","Total Other Income and Expenses","Accounting Grid (Income Statement)","Total_Other_Income_and_Expenses_ACCTGRD"
"a3Ybn0000004xMfEAI","005bn000003k2JdAAI","","Total Other Non Current Assets","Accounting Grid (Balance Sheet)","Total_Other_NC_Assets_ACCTGRD"
"a3Ybn0000004xMmEAI","005bn000003k2JdAAI","","Total PGI Commercial","Accounting Grid (Other)","Total_PGI_Commercial"
"a3Ybn0000004xLSEAY","005bn000003k2JdAAI","","Total Provision for Taxes","Accounting Grid (Income Statement)","Total_Provision_for_Taxes_ACCTGRD"
"a3Ybn0000004xMjEAI","005bn000003k2JdAAI","","Total Short Term Notes","Accounting Grid (Balance Sheet)","Total_ST_Notes_ACCTGRD"
"a3Ybn0000004xJwEAI","005bn000003k2JdAAI","","Transportation Equipment","Accounting Grid (Balance Sheet)","Transportation_Equipment_ACCTGRD"
"a3Ybn0000004xHUEAY","005bn000003k2JdAAI","","Treasury Stock","Accounting Grid (Balance Sheet)","Treasury_Stock_ACCTGRD"
"a3Ybn0000004xH3EAI","005bn000003k2JdAAI","","UCA CFC (PP CPLTD)","Accounting Grid (Ratios/Stats)","UCA_CFC_PP_CPLTD_ACCTGRD"
"a3Ybn0000004xI5EAI","005bn000003k2JdAAI","","UCA Cash Flow Coverage","Accounting Grid (Ratios/Stats)","UCA_Cash_Flow_Coverage_ACCTGRD"
"a3Ybn0000004xLPEAY","005bn000003k2JdAAI","","Unexplained Difference","Accounting Grid (Other)","Unexplained_Difference_ACCTGRD"
"a3Ybn0000004xKUEAY","005bn000003k2JdAAI","","Utilities","NOI Statement","Utilities"
"a3Ybn0000004xL4EAI","005bn000003k2JdAAI","","Value of Farm Production","Accounting Grid (AG Owner Operator)","Value_of_Farm_Production_ACCTGRD"
"a3Ybn0000004xHxEAI","005bn000003k2JdAAI","","Wages/Salaries Payable","Accounting Grid (Balance Sheet)","WagesSalaries_Payable_ACCTGRD"
"a3Ybn0000004xHiEAI","005bn000003k2JdAAI","","Work in Process","Accounting Grid (Balance Sheet)","Work_in_Process_ACCTGRD"
"a3Ybn0000004xDZEAY","005bn000003k2JdAAI","","Working Capital","Accounting Grid (Ratios/Stats)","Working_Capital_ACCTGRD"
"a3Ybn0000004xDeEAI","005bn000003k2JdAAI","","Accounting Tag Not Required","Non Accounting","accounting_tag_not_required"
"a3Ybn0000004xJoEAI","005bn000003k2JdAAI","","Accumulated Amortization","RMA Benchmarking","accumulated_amortization"
"a3Ybn0000004xCuEAI","005bn000003k2JdAAI","","Accumulated Depreciation","RMA Benchmarking","accumulated_depreciation"
"a3Ybn0000004xK2EAI","005bn000003k2JdAAI","","Amortization","RMA Benchmarking","amortization"
"a3Ybn0000004xKREAY","005bn000003k2JdAAI","","Buildings","RMA Benchmarking","buildings"
"a3Ybn0000004xJWEAY","005bn000003k2JdAAI","","Cap Rate","NOI Statement","cap_rate"
"a3Ybn0000004xGkEAI","005bn000003k2JdAAI","","Cash","RMA Benchmarking","cash"
"a3Ybn0000004xJFEAY","005bn000003k2JdAAI","","Cash Flow After Debt Service","NOI Statement","cash_flow_after_debt_service"
"a3Ybn0000004xHuEAI","005bn000003k2JdAAI","","Cost of Sales","RMA Benchmarking","cost_of_sales"
"a3Ybn0000004xCxEAI","005bn000003k2JdAAI","","Current Portion of Long Term Debt","RMA Benchmarking","current_portion_of_long_term_debt"
"a3Ybn0000004xJGEAY","005bn000003k2JdAAI","","Debt Service","NOI Statement","debt_service"
"a3Ybn0000004xHDEAY","005bn000003k2JdAAI","","Deferred Taxes","RMA Benchmarking","deferred_taxes"
"a3Ybn0000004xHtEAI","005bn000003k2JdAAI","","Depreciation","RMA Benchmarking","depreciation"
"a3Ybn0000004xJHEAY","005bn000003k2JdAAI","","Debt Service Coverage Ratio","NOI Statement","dscr"
"a3Ybn0000004xMpEAI","005bn000003k2JdAAI","","Effective Gross Income","NOI Statement","effective_gross_income"
"a3Ybn0000004xJXEAY","005bn000003k2JdAAI","","Estimated Value","NOI Statement","estimated_value"
"a3Ybn0000004xN4EAI","005bn000003k2JdAAI","","Gross Hotel Revenue","NOI Statement","gross_hotel_revenue"
"a3Ybn0000004xMlEAI","005bn000003k2JdAAI","","Gross Revenue","NOI Statement","gross_revenue"
"a3Ybn0000004xG3EAI","005bn000003k2JdAAI","","Income Taxes","RMA Benchmarking","income_taxes"
"a3Ybn0000004xHKEAY","005bn000003k2JdAAI","","Income Taxes Payable","RMA Benchmarking","income_taxes_payable"
"a3Ybn0000004xIUEAY","005bn000003k2JdAAI","","Intangibles (gross)","RMA Benchmarking","intangibles_gross"
"a3Ybn0000004xCoEAI","005bn000003k2JdAAI","","Intangibles (net)","RMA Benchmarking","intangibles_net"
"a3Ybn0000004xIZEAY","005bn000003k2JdAAI","","Interest Expense","RMA Benchmarking","interest_expense"
"a3Ybn0000004xGtEAI","005bn000003k2JdAAI","","Inventory","RMA Benchmarking","inventory"
"a3Ybn0000004xGzEAI","005bn000003k2JdAAI","","Land","RMA Benchmarking","land"
"a3Ybn0000004xDHEAY","005bn000003k2JdAAI","","Long Term Debt","RMA Benchmarking","long_term_debt"
"a3Ybn0000004xJZEAY","005bn000003k2JdAAI","","Loan to Value","NOI Statement","ltv"
"a3Ybn0000004xKVEAY","005bn000003k2JdAAI","","Management Fees","NOI Statement","management_fees"
"a3Ybn0000004xGmEAI","005bn000003k2JdAAI","","Marketable Securities","RMA Benchmarking","marketable_securities"
"a3Ybn0000004xJbEAI","005bn000003k2JdAAI","","Max Annual Payment Given Policy DSCR","NOI Statement","max_annual_payment_given_policy_dscr"
"a3Ybn0000004xJaEAI","005bn000003k2JdAAI","","Max Loan Policy DSCR","NOI Statement","max_loan_policy_dscr"
"a3Ybn0000004xN1EAI","005bn000003k2JdAAI","","Max Loan Policy LTV","NOI Statement","max_loan_policy_ltv"
"a3Ybn0000004xMsEAI","005bn000003k2JdAAI","","Net Operating Income","NOI Statement","noi"
"a3Ybn0000004xH5EAI","005bn000003k2JdAAI","","Notes Payable - Short Term","RMA Benchmarking","notes_payable_short_term"
"a3Ybn0000004xN3EAI","005bn000003k2JdAAI","","Occupancy Percentage","NOI Statement","occupancy_percentage"
"a3Ybn0000004xJjEAI","005bn000003k2JdAAI","","Officers', Directors', Owners' Compensation","RMA Benchmarking","officers_directors_owners_compensation"
"a3Ybn0000004xJ0EAI","005bn000003k2JdAAI","","CRE Operating Expenses","NOI Statement","operating_expenses"
"a3Ybn0000004xGoEAI","005bn000003k2JdAAI","","Other Current Assets","RMA Benchmarking","other_current_assets"
"a3Ybn0000004xDFEAY","005bn000003k2JdAAI","","Other Current Liabilities","RMA Benchmarking","other_current_liabilities"
"a3Ybn0000004xDNEAY","005bn000003k2JdAAI","","Other Equity","RMA Benchmarking","other_equity"
"a3Ybn0000004xEEEAY","005bn000003k2JdAAI","","Other Income","NOI Statement","other_income"
"a3Ybn0000004xGVEAY","005bn000003k2JdAAI","","Other Income and Expense","RMA Benchmarking","other_income_and_expense"
"a3Ybn0000004xIiEAI","005bn000003k2JdAAI","","Other Liquid Assets","RMA Benchmarking","other_liquid_assets"
"a3Ybn0000004xCnEAI","005bn000003k2JdAAI","","Other Non-Current Assets","RMA Benchmarking","other_non_current_assets"
"a3Ybn0000004xDKEAY","005bn000003k2JdAAI","","Other Non-current Liabilities","RMA Benchmarking","other_non_current_liabilities"
"a3Ybn0000004xG2EAI","005bn000003k2JdAAI","","Other Operating Expenses","RMA Benchmarking","other_operating_expenses"
"a3Ybn0000004xHSEAY","005bn000003k2JdAAI","","Paid-in Capital","RMA Benchmarking","paid_in_capital"
"a3Ybn0000004xIzEAI","005bn000003k2JdAAI","","Potential Gross Income","NOI Statement","potential_gross_income"
"a3Ybn0000004xCrEAI","005bn000003k2JdAAI","","Property, Plant, & Equipment","RMA Benchmarking","property_plant_equipment"
"a3Ybn0000004xKWEAY","005bn000003k2JdAAI","","Rental Income","NOI Statement","rental_income"
"a3Ybn0000004xJDEAY","005bn000003k2JdAAI","","Replacement Reserves","NOI Statement","replacement reserves"
"a3Ybn0000004xHWEAY","005bn000003k2JdAAI","","Retained Earnings","RMA Benchmarking","retained_earnings"
"a3Ybn0000004xN2EAI","005bn000003k2JdAAI","","REVPAR","NOI Statement","revpar"
"a3Ybn0000004xKZEAY","005bn000003k2JdAAI","","Room Revenue","NOI Statement","room_revenue"
"a3Ybn0000004xHAEAY","005bn000003k2JdAAI","","Sales (net)","RMA Benchmarking","sales_net"
"a3Ybn0000004xEFEAY","005bn000003k2JdAAI","","Square Footage","NOI Statement","square footage"
"a3Ybn0000004xKYEAY","005bn000003k2JdAAI","","Total Available Rooms","NOI Statement","total_available_rooms"
"a3Ybn0000004xN5EAI","005bn000003k2JdAAI","","Total Departmental Expenses","NOI Statement","total_departmental_expenses"
"a3Ybn0000004xMqEAI","005bn000003k2JdAAI","","Total Operating Expenses","NOI Statement","total_operating_expenses"
"a3Ybn0000004xKXEAY","005bn000003k2JdAAI","","Total Vacancy Amount","NOI Statement","total_vacancy_amount"
"a3Ybn0000004xDEEAY","005bn000003k2JdAAI","","Trade Payables","RMA Benchmarking","trade_payables"
"a3Ybn0000004xGnEAI","005bn000003k2JdAAI","","Trade Receivables (net)","RMA Benchmarking","trade_receivables_net"
"a3Ybn0000004xMnEAI","005bn000003k2JdAAI","","Vacancy Amount","NOI Statement","vacancy"
"a3Ybn0000004xIyEAI","005bn000003k2JdAAI","","Vacancy Rate","NOI Statement","vacancy_rate"
