"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","nFORCE__Address_Part__c","nFORCE__Alternate_Label__c","nFORCE__Autocomplete_Attribute_Value__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Is_Editable__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Header__c","nFORCE__Is_Hidden__c","nFORCE__Is_Important__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c"
"a0SWD000001lzsZ2AQ","005al00000RVcKvAAL","false","FC-002130","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Employer Identification Number (EIN)","","","","","","LLC_BI__Tax_Identification_Number__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDl6YAG","1.0","","","false","","42472564272756073","Account"
"a0SWD000001lzwY2AQ","005al00000RVcKvAAL","false","FC-002377","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","LLC_BI__Stage__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","","a0qWD00000GSgXwYAL","","false","","42477918162078543","LLC_BI__Loan__c"
"a0SWD000001lzsa2AA","005al00000RVcKvAAL","false","FC-002131","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_Is_Existing_Customer__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDmnYAG","","","","false","","42481523342647172","Contact"
"a0SWD000001lzyH2AQ","005al00000RVcKvAAL","false","FC-002484","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","LLC_BI__Reg_O_Loan__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003RDzjYAG","","a0qWD00000GT9VXYA1","","false","","42483214359257826","LLC_BI__Loan__c"
"a0SWD000001lzsb2AA","005al00000RVcKvAAL","false","FC-002132","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Do you rent or own at your current address?","","","","","","cm_Rent_or_Own_Current_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkFYAW","","","","false","","42484443270016481","Contact"
"a0SWD000001lzsc2AA","005al00000RVcKvAAL","false","FC-002133","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_Passport_Number__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkLYAW","2.0","","","false","","42489099032261627","Contact"
"a0SWD000001lzwZ2AQ","005al00000RVcKvAAL","false","FC-002378","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","Most_Recent_Approval_Date__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","","a0qWD00000GSgbUYAT","","false","","42495218474638721","LLC_BI__Product_Package__c"
"a0SWD000001lzsd2AA","005al00000RVcKvAAL","false","FC-002134","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","What industry is your business? (ie: Photography)","","","","","","Naics_lookup_cm__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","","","","false","","42495671498959677","Account"
"a0SWD000001lzse2AA","005al00000RVcKvAAL","false","FC-002135","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_Is_Existing_Customer__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDlBYAW","","","","false","","42497079715605269","Contact"
"a0SWD000001lzim2AA","005al00000RVcKvAAL","false","FC-001523","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","Pa1test2","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSgMcYAL","","false","","42497648988732725","LLC_BI__Loan__c"
"a0SWD000001lzwa2AA","005al00000RVcKvAAL","false","FC-002379","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","LLC_BI__Lead_Detail__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003RDnpYAG","","a0qWD00000GSgVwYAL","","false","","42503059012319677","LLC_BI__Loan__c"
"a0SWD000001lzwb2AA","005al00000RVcKvAAL","false","FC-002380","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","LLC_BI__LeadSource__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003RDnpYAG","","a0qWD00000GSgVwYAL","","false","","42503269858586287","LLC_BI__Loan__c"
"a0SWD000001lzsf2AA","005al00000RVcKvAAL","false","FC-002136","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Number of employees","","","","","","NumberOfEmployees","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","","","","false","","42504945345575070","Account"
"a0SWD000001lzsg2AA","005al00000RVcKvAAL","false","FC-002137","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cs_Personal_or_Business_Account_ACH_Int__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkRYAW","2.0","","","false","","42505016652479823","LLC_BI__Deposit__c"
"a0SWD000001lzqF2AQ","005al00000RVcKvAAL","false","FC-001986","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","Title","","","","","","LLC_BI__Official_Title__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSgS5YAL","","false","","42514541898358303","LLC_BI__Connection__c"
"a0SWD000001lzsh2AA","005al00000RVcKvAAL","false","FC-002138","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","What industry does your business belong to?","","","","","","Industry","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","","","","false","","42517627447877330","Account"
"a0SWD000001lzsi2AA","005al00000RVcKvAAL","false","FC-002139","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_Driver_License_Issue_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDmnYAG","2.0","","","false","","42529993265302356","Contact"
"a0SWD000001lzsj2AA","005al00000RVcKvAAL","false","FC-002140","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cs_Title_of_Account_ACH_Int__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkRYAW","2.0","","","false","","4253221988277282","LLC_BI__Deposit__c"
"a0SWD000001lzsk2AA","005al00000RVcKvAAL","false","FC-002141","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Employer Identification Number (EIN)","","","","","XXXXXXXXX. Click here to view data -->","LLC_BI__Tax_Identification_Number__c","","","Number must be either 11 characters exactly or 9 characters exactly.  It may be left blank for sole props.","true","(^ddddddddddd$)|(^ddddddddd$)|(^s*$)","If your business is registered, input your Employer Identification Number (EIN) here without hyphens, up to 11 digits.  If you are not yet registered, please enter your social security number without hyphens.","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","1.0","","If registered business put your tax id here, if you are not registered, input your social security number.","true","Why do we need this?","42537585601716489","Account"
"a0SWD000001lzsl2AA","005al00000RVcKvAAL","false","FC-002142","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","ZIP","","","","","","ShippingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","2.0","","","false","","42538146184896753","Account"
"a0SWD000001lzyI2AQ","005al00000RVcKvAAL","false","FC-002485","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","LLC_BI__Risk_Grade__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","","a0qWD00000GSggFYAT","","false","","42548186805845381","LLC_BI__Loan__c"
"a0SWD000001lzqG2AQ","005al00000RVcKvAAL","false","FC-001987","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSgTAYA1","","false","","42549330748657148","LLC_BI__Legal_Entities__c"
"a0SWD000001lzsm2AA","005al00000RVcKvAAL","false","FC-002143","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","Counter_Offer_Due_Date__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","","a0qWD00000GSgSsYAL","","false","","42552580097549414","LLC_BI__Adverse_Action__c"
"a0SWD000001lzsn2AA","005al00000RVcKvAAL","false","FC-002144","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","Role_cm__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkLYAW","","","","false","","42567035753904353","LLC_BI__Connection__c"
"a0SWD000001lzin2AA","005al00000RVcKvAAL","false","FC-001524","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{artifact}}","","","LLC_BI__Loan__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDa5YAG","","","","false","","42568104031576553432","LLC_BI__Income__c"
"a0SWD000001lzio2AA","005al00000RVcKvAAL","false","FC-001525","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{artifact}}","","","LLC_BI__Loan__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDX3YAO","","","","false","","425681040315765534342","LLC_BI__Income__c"
"a0SWD000001lzip2AA","005al00000RVcKvAAL","false","FC-001526","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{individual}}","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDa5YAG","","","","false","","4256810403157655399","LLC_BI__Income__c"
"a0SWD000001lziq2AA","005al00000RVcKvAAL","false","FC-001527","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{individual}}","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDX3YAO","","","","false","","42568104031576553994","LLC_BI__Income__c"
"a0SWD000001lzir2AA","005al00000RVcKvAAL","false","FC-001528","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{Contact}}","","","LLC_BI__Contact__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDa5YAG","","","","false","","4256810403157656","LLC_BI__Income__c"
"a0SWD000001lzis2AA","005al00000RVcKvAAL","false","FC-001529","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{Contact}}","","","LLC_BI__Contact__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDX3YAO","","","","false","","42568104031576563","LLC_BI__Income__c"
"a0SWD000001lzqH2AQ","005al00000RVcKvAAL","false","FC-001988","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","{{business}}","","","AccountId","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDlAYAW","","a0qWD00000GSgRjYAL","","false","","42582067504594066","Contact"
"a0SWD000001lzso2AA","005al00000RVcKvAAL","false","FC-002145","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkeYAG","3.0","","","false","","42583525205943233","Beneficial_Owner__c"
"a0SWD000001lzqI2AQ","005al00000RVcKvAAL","false","FC-001989","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","{{individual}}","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDlOYAW","","a0qWD00000GSgT0YAL","","false","","42585970225656628","LLC_BI__Income__c"
"a0SWD000001lzqJ2AQ","005al00000RVcKvAAL","false","FC-001990","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","{{individual}}","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDk1YAG","","a0qWD00000GSgUBYA1","","false","","425859702256566289","LLC_BI__Income__c"
"a0SWD000001lzsp2AA","005al00000RVcKvAAL","false","FC-002146","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","LLC_BI__Primary_ID_Issuing_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkFYAW","2.0","","","false","","42588810995194742","Contact"
"a0SWD000001lzyJ2AQ","005al00000RVcKvAAL","false","FC-002486","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","cm_Total_Individual_Lending_Authority__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","","a0qWD00000GSggIYAT","","false","","42589010800450544","User"
"a0SWD000001lzsq2AA","005al00000RVcKvAAL","false","FC-002147","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Are you applying with a co-applicant?","","","","","","cm_Applying_with_Co_Applicant__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkXYAW","","","","false","","42597135945796500","LLC_BI__Loan__c"
"a0SWD000001lzsr2AA","005al00000RVcKvAAL","false","FC-002148","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","Authorized Signer","","","Role_cm__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDm3YAG","","","","false","","42608544094714007","LLC_BI__Connection__c"
"a0SWD000001lzss2AA","005al00000RVcKvAAL","false","FC-002149","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","County","","","","","","LLC_BI__Home_Address_County__c","","","","false","","","false","false","false","false","false","false","false","false","true","","a0mWD000003RDkLYAW","2.0","","","false","","42620506494852145","Contact"
"a0SWD000001lzyK2AQ","005al00000RVcKvAAL","false","FC-002487","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","Reg_W_Reportable__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003RDzjYAG","","a0qWD00000GT9VXYA1","","false","","42625413750496509","LLC_BI__Loan__c"
"a0SWD000001lzst2AA","005al00000RVcKvAAL","false","FC-002150","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Industry","","","","","","cm_Industry_Code__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","","","","false","","42627099070015477","Account"
"a0SWD000001lzsu2AA","005al00000RVcKvAAL","false","FC-002151","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_First_Name__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkeYAG","2.0","","","false","","42629740806555146","Beneficial_Owner__c"
"a0SWD000001lzqK2AQ","005al00000RVcKvAAL","false","FC-001991","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","Is your physical address the same as mailing address?","","","","","","Business_Mailing_Address_Same_as_Physica__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSgSRYA1","","false","","42635601628945905","Account"
"a0SWD000001lzsv2AA","005al00000RVcKvAAL","false","FC-002152","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{individual}}","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDluYAG","","","","false","","42637822171094640","LLC_BI__Debt__c"
"a0SWD000001lzit2AA","005al00000RVcKvAAL","false","FC-001530","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSgiBYAT","","false","","42637841636131814","LLC_BI__Legal_Entities__c"
"a0SWD000001lzsw2AA","005al00000RVcKvAAL","false","FC-002153","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Primary ID Number","","","","","","LLC_BI__Drivers_License__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDl6YAG","2.0","","","false","","42644119176463326","Contact"
"a0SWD000001lzsx2AA","005al00000RVcKvAAL","false","FC-002154","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{artifact}}","","","LLC_BI__Loan__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDluYAG","","","","false","","42646979018491392","LLC_BI__Debt__c"
"a0SWD000001lzsy2AA","005al00000RVcKvAAL","false","FC-002155","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkeYAG","3.0","","","false","","42650505632268636","Beneficial_Owner__c"
"a0SWD000001lzsz2AA","005al00000RVcKvAAL","false","FC-002156","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","State","","","","","","BillingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","2.0","","","false","","42650537195122711","Account"
"a0SWD000001lzwc2AA","005al00000RVcKvAAL","false","FC-002381","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","Approval_Date__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","","a0qWD00000GSgbUYAT","","false","","42655605087810289","LLC_BI__Product_Package__c"
"a0SWD000001lzt02AA","005al00000RVcKvAAL","false","FC-002157","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_Passport_Issuing_Country__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDmnYAG","2.0","","","false","","42656029738596131","Contact"
"a0SWD000001lzt12AA","005al00000RVcKvAAL","false","FC-002158","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","Monthly Rent- Reported via Online App","","","Name","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDluYAG","","","","false","","42656729142164268","LLC_BI__Debt__c"
"a0SWD000001lzt22AA","005al00000RVcKvAAL","false","FC-002159","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","{{individual}}","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDluYAG","","","","false","","42661603130192871","LLC_BI__Debt__c"
"a0SWD000001lzt32AA","005al00000RVcKvAAL","false","FC-002160","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","LLC_BI__Primary_ID_Expiration_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkFYAW","2.0","","","false","","42678231697637680","Contact"
"a0SWD000001lzt42AA","005al00000RVcKvAAL","false","FC-002161","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Business Name","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","","","","false","","42681911745122320","Account"
"a0SWD000001lzt52AA","005al00000RVcKvAAL","false","FC-002162","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","LLC_BI__Identity_Verification_Status__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003RDmnYAG","","","","false","","42692540146307409","Contact"
"a0SWD000001lzt62AA","005al00000RVcKvAAL","false","FC-002163","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Mailing Address","","","","","","ShippingStreet","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDloYAG","","","","false","","42693006913581569","Account"
"a0SWD000001lzt72AA","005al00000RVcKvAAL","false","FC-002164","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","Mailing State","","","","","","Mailing_State_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDlBYAW","","","","false","","42697245429312957","Contact"
"a0SWD000001lziu2AA","005al00000RVcKvAAL","false","FC-001531","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSgjMYAT","","false","","42705669834393192","LLC_BI__Legal_Entities__c"
"a0SWD000001lziv2AA","005al00000RVcKvAAL","false","FC-001532","2026-04-07T19:02:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSgLvYAL","","false","","42715121286267891","LLC_BI__Legal_Entities__c"
"a0SWD000001lzt82AA","005al00000RVcKvAAL","false","FC-002165","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","005al00000RVcKvAAL","2026-08-06T08:31:24.000Z","","","","","","","","","","cm_State_ID_Issue_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkLYAW","2.0","","","false","","42721464494191276","Contact"
"a0SWD000001lzyL2AQ","005al00000RVcKvAAL","false","FC-002488","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","LLC_BI__Loan_Detail__c","","","","false","","","false","false","false","false","false","true","false","true","false","","","","a0qWD00000GSggFYAT","","false","","42736577501972393","LLC_BI__Loan__c"
"a0SWD000001lzyM2AQ","005al00000RVcKvAAL","false","FC-002489","2026-04-07T19:02:55.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","005al00000RVcKvAAL","2026-08-12T08:40:54.000Z","","","","","","","","","","LLC_BI__HMDA_Reportable__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003RDzjYAG","","a0qWD00000GT9VXYA1","","false","","42739477055824755","LLC_BI__Loan__c"
