"Id","IsDeleted","Name","LastViewedDate","LastReferencedDate","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","AutorabitExtId__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a0qWD00000GTAgsYAH","false","Applicant Details","","","a0sWD00000XoBvOYAV","false","false","false","false","","true","true","false","false","false","25.0","slide","true","false","true","false","","true","","","","","a16WD000005UI1qYAG","MappedSObjectScreenResource","","","42949845856751006","Account","","","",""
"a0qWD00000GSgknYAD","false","Action Taken","","","a0sWD00000Xo7k7YAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42951585604341050","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkoYAD","false","Add Debt","","","a0sWD00000Xo7kpYAB","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42953950420117635","LLC_BI__Debt__c","","","",""
"a0qWD00000GSgkpYAD","false","Underwriting_Overview","","","a0sWD00000Xo7lRYAR","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42954601595892611","LLC_BI__Loan__c","","","",""
"a0qWD00000GTAh5YAH","false","Personal Info - Locked","","","a0sWD00000XoBtSYAV","false","false","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","900.0","slide","true","false","false","false","","false","","","","a0qWD00000GTAWBYA5","a16WD000005UI1FYAW","MappedSObjectScreenResource","","","42956104356690565","Contact","","","",""
"a0qWD00000GSgkqYAD","false","Enhanced Fees Management","","","a0sWD00000Xo7k4YAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UIe1YAG","MappedSObjectHierarchyScreenResource","","","42959339373236524","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkrYAD","false","Product Package Exposure Exclusion Disable","","","a0sWD00000Xo7k0YAB","false","false","false","false","","false","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42965914109707846","LLC_BI__Excluded_Exposure__c","","","",""
"a0qWD00000GSgT2YAL","false","Collateral Summary","","","a0sWD00000Xo7cQYAR","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UI0QYAW","MappedSObjectHierarchyScreenResource","","","42967902307462665","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgksYAD","false","Third Party Management","","","a0sWD00000Xo7juYAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UIe6YAG","MappedSObjectHierarchyScreenResource","","","42969190375597378","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgVCYA1","false","Personal Info - Locked","","","a0sWD00000Xo7crYAB","false","false","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1635.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgUhYAL","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42972711385014730","Contact","","","",""
"a0qWD00000GSgktYAD","false","UI Config Builder - Add a New Route","","","a0sWD00000Xo7jzYAB","false","false","false","false","","true","true","false","false","false","200.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42973591549033661","nFORCE__Route__c","","","",""
"a0qWD00000GSLY1YAP","false","DEP Primary Identification- Driver License","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Driver License/""}}{{ENDIF}}","false","false","false","false","false","1400.0","slide","true","false","false","false","","true","","","","a0qWD00000GTAUxYAP","a16WD000005UI9HYAW","MappedSObjectScreenResource","","","42979426795959135","Contact","","","",""
"a0qWD00000GSgkuYAD","false","System Properties","","","a0sWD00000Xo7lEYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005UIe9YAG","CustomSettingsListScreenResource","","","42982998390932528","nFORCE__System_Properties__c","","","",""
"a0qWD00000GSgkvYAD","false","Application Details","","","a0sWD00000Xo7lDYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42984145605524153","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgNPYA1","false","Relationship Add Debt","","","a0sWD00000Xo7l0YAB","false","false","false","false","","true","false","false","false","false","1.0","slide","true","false","false","false","","true","","2.0","","","","MappedSObjectScreenResource","","","42987966774596763","LLC_BI__Debt__c","","","",""
"a0qWD00000GSgkwYAD","false","Product Package Exposure Exclusion Enable","","","a0sWD00000Xo7k0YAB","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42991579135072105","LLC_BI__Excluded_Exposure__c","","","",""
"a0qWD00000GSLXsYAP","false","Bulk Edit","","","a0sWD00000XoCJ6YAN","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42992159264746960","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkxYAD","false","Account Proforma Options","","","a0sWD00000Xo7kFYAR","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42993158429096995","Account","","","",""
"a0qWD00000GT9PZYA1","false","Personal Information","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""A AND B/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1250.0","slide","true","false","false","false","","true","","","","a0qWD00000GTAftYAH","a16WD000005UI84YAG","MappedSObjectScreenResource","","","42994438676503994","Contact","","","",""
"a0qWD00000GSgT6YAL","false","Pricing","","","a0sWD00000Xo7cTYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UI8RYAW","MappedSObjectScreenResource","","","42995063743289917","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkyYAD","false","Asset Schedule","","","a0sWD00000Xo7lRYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42995770780407934","nRetail__Asset__c","","","",""
"a0qWD00000GSgl0YAD","false","Applicant Details","","","a0sWD00000Xo7lKYAR","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","true","false","","true","","","","","","MappedSObjectScreenResource","","","42996427351647446","Contact","","","",""
"a0qWD00000GSgT7YAL","false","DEP Business Mailing Address","","","a0sWD00000Xo7cNYAR","false","false","false","false","{{IF=/""A/""}}
{{COND=/""A/"" FIELD=/""Account.Business_Mailing_Address_Same_as_Physica__c/"" IS=/""No/""}}
{{ENDIF}}","true","false","false","false","false","45.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgSRYA1","a16WD000005UI0hYAG","MappedSObjectScreenResource","","","42996889976689548","Account","","","",""
"a0qWD00000GT8ZJYA1","false","Personal Info - Locked","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","900.0","slide","true","false","false","false","","false","","","","a0qWD00000GTAftYAH","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42997378937782244","Contact","","","",""
"a0qWD00000GSgVDYA1","false","Traditional Contributions","","","a0sWD00000Xo7deYAB","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42997735144796764","LLC_BI__Deposit__c","","","",""
"a0qWD00000GSgl1YAD","false","Loan Compliance Information Section","","","a0sWD00000Xo7kvYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42998410044192082","LLC_BI__Product_Package__c","","","",""
"a0qWD00000GT8ZNYA1","false","Manual Underwriting","","","a0sWD00000XoBw9YAF","false","false","false","false","","true","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UID2YAO","MappedSObjectScreenResource","","","43031640791248106","LLC_BI__Loan__c","","","",""
"a0qWE00000W9iPqYAJ","false","Add Income","","","a0sWE000002tqcjYAA","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","43231560278867255","LLC_BI__Income__c","","","",""
"a0qWD00000GSgl2YAD","false","Participations","","","a0sWD00000Xo7kZYAR","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005UIeIYAW","MappedSObjectHierarchyScreenResource","","","43521619447515173","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggQYAT","false","Loan Compliances (HMDA Effective-2018)","","","a0sWD00000Xo7lTYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","44101619447515179","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgl3YAD","false","Third Party Management","","","a0sWD00000Xo7leYAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UIe5YAG","MappedSObjectHierarchyScreenResource","","","44351620937672155","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgT9YAL","false","Approver 2 Details","","","a0sWD00000Xo7d4YAB","false","false","false","false","","true","false","false","false","false","30.0","slide","true","false","false","false","","true","","","","","a16WD000005UIDHYA4","MappedSObjectScreenResource","","","44951663700625424","LLC_BI__Loan__c","","","",""
"a0qWE00000W9iPrYAJ","false","Memos","","","a0sWE000002tqcoYAA","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","45191585604341051","LLC_BI__Loan__c","","","",""
