"Id","IsDeleted","Name","LastViewedDate","LastReferencedDate","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","AutorabitExtId__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a0qWD00000GSgUwYAL","false","Personal Information","","","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""A AND B/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1690.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgUcYAL","a16WD000005UI84YAG","MappedSObjectScreenResource","","","42698500571509118","Contact","","","",""
"a0qWD00000GSgjoYAD","false","Details  - Business EO Part 2 -Citizenship/Residency","","","a0sWD00000Xo7jfYAB","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","a16WD000005UI0tYAG","MappedSObjectScreenResource","","","42703083729219026","Contact","","","",""
"a0qWD00000GSgjpYAD","false","Applicants","","","a0sWD00000Xo7kzYAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42704245439344521","LLC_BI__Legal_Entities__c","","","",""
"a0qWD00000GSgjqYAD","false","Draw History Summary","","","a0sWD00000Xo7lFYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42712323861170381","LLC_BI__Budget__c","","","",""
"a0qWD00000GSgUxYAL","false","Rates and APY","","","a0sWD00000Xo7dRYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005UIaqYAG","MappedSObjectHierarchyScreenResource","","","42715893230945559","LLC_BI__Deposit__c","","","",""
"a0qWD00000GSgjrYAD","false","Add Analyzed Account","","","a0sWD00000Xo7jBYAR","false","false","false","false","","false","true","false","false","false","4.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42719103663981335","LLC_BI__Analyzed_Account__c","","","",""
"a0qWD00000GSgjsYAD","false","Rate Structure Details Fixed","","","a0sWD00000Xo7jOYAR","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42721620155334185","LLC_BI__Pricing_Rate_Component__c","","","",""
"a0qWD00000GSgUyYAL","false","Application Details","","","a0sWD00000Xo7ddYAB","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UIanYAG","MappedSObjectScreenResource","","","42722620725102670","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgjtYAD","false","Add Income","","","a0sWD00000Xo7kpYAB","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","4272402514198693","LLC_BI__Income__c","","","",""
"a0qWD00000GSgjuYAD","false","Applicant Details","","","a0sWD00000Xo7l6YAB","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","true","false","","true","","","","","","MappedSObjectScreenResource","","","42728246216454440","Contact","","","",""
"a0qWD00000GSgjwYAD","false","Secured SBL Eligibility Business","","","a0sWD00000Xo7mCYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42730317530165989","Account","","","",""
"a0qWD00000GSgUzYAL","false","DEP Primary Identification - Driver License","","","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Driver License/""}}{{ENDIF}}","false","false","false","false","false","2000.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgRDYA1","a16WD000005UI9HYAW","MappedSObjectScreenResource","","","42730713263945171","Contact","","","",""
"a0qWD00000GSgV0YAL","false","DEP Primary Identification - Driver License","","","a0sWD00000Xo7crYAB","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Driver License/""}}{{ENDIF}}","false","false","false","false","false","2000.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgTIYA1","a16WD000005UI9HYAW","MappedSObjectScreenResource","","","42730874292575573","Contact","","","",""
"a0qWD00000GSgMuYAL","false","Applicant Details","","","a0sWD00000Xo7Z7YAJ","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","true","false","","true","","","","","","MappedSObjectScreenResource","","","42736002867927777","Account","","","",""
"a0qWD00000GSgjxYAD","false","Add Authorized User","","","a0sWD00000Xo7jBYAR","false","false","false","false","","false","true","false","false","false","3.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42736865211576868","LLC_BI__Authorized_User__c","","","",""
"a0qWD00000GSgjyYAD","false","Budget Details","","","a0sWD00000Xo7lVYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005VA8KYAW","MappedSObjectScreenResource","","","42737262622630319","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9PLYA1","false","Contact Info - Existing Customer","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","825.0","slide","true","false","false","false","","false","","","","a0qWD00000GTAftYAH","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42738782603706761","Contact","","","",""
"a0qWD00000GSgjzYAD","false","Bulk Edit Booked","","","a0sWD00000Xo7l9YAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42742107329027340","LLC_BI__Loan__c","","","",""
"a0qWD00000GSLXeYAP","false","All Loan Facilities","","","a0sWD00000XoCJ4YAN","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42745891967457759","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgk0YAD","false","Loan Compliances (HMDA Effective-2017)","","","a0sWD00000Xo7jkYAB","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42750869020719701","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9PMYA1","false","Entity Involvement for Others Involved MRF","","","a0sWD00000XoCHfYAN","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42758597890462551","LLC_BI__Legal_Entities__c","","","",""
"a0qWD00000GSgShYAL","false","DEP Business Info- Sole Props","","","a0sWD00000Xo7cNYAR","false","false","false","false","{{IF=/""A/""}}
{{COND=/""A/"" FIELD=/""Account.Type/"" IS=/""Sole Proprietorship - Business/""}}
{{ENDIF}}","true","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgSxYAL","","MappedSObjectScreenResource","","","42762845247736982","Account","","","",""
"a0qWD00000GSgMxYAL","false","Team Members","","","a0sWD00000Xo7VgYAJ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42765723717857930","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgk1YAD","false","Loan Compliances (HMDA Effective-2018)","","","a0sWD00000Xo7lZYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42769490542780298","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgk3YAD","false","Entity Compliance","","","a0sWD00000Xo7lIYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42770210918329890","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgk4YAD","false","Copy Loan","","","a0sWD00000Xo7lYYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42771581358767618","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgk5YAD","false","Default Loan Facility Creation Fields","","","a0sWD00000Xo7mKYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42776459977520560","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgk6YAD","false","Details- business eo","","","a0sWD00000Xo7jfYAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005UI42YAG","MappedSObjectScreenResource","","","42776490295674158","Contact","","","",""
"a0qWD00000GSgV1YAL","false","Authorized Signers","","","a0sWD00000Xo7dZYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","GrandchildScreenResource","","","42777059981042152","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgk7YAD","false","Product Package Total Exposure Summary","","","a0sWD00000Xo7k0YAB","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","true","","6.0","","","","MappedSObjectScreenResource","","","42777889548352619","LLC_BI__Product_Package__c","","","",""
"a0qWD00000GSgV2YAL","false","DEP Primary Identification - State ID","","","a0sWD00000Xo7crYAB","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""State ID/""}}{{ENDIF}}","false","false","false","false","false","2200.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgTIYA1","a16WD000005UI9HYAW","MappedSObjectScreenResource","","","42779831868827679","Contact","","","",""
"a0qWD00000GSgk8YAD","false","Decision_Overview","","","a0sWD00000Xo7m5YAB","false","false","false","false","","true","true","false","false","false","7.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42792170939295486","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgk9YAD","false","Underwriting_Overview","","","a0sWD00000Xo7jtYAB","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42794792125497229","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgN2YAL","false","Applicants","","","a0sWD00000Xo7Z7YAJ","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42795918269083899","LLC_BI__Legal_Entities__c","","","",""
"a0qWD00000GSgN3YAL","false","Application Details","","","a0sWD00000Xo7YLYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42796924069615646","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkAYAT","false","Loan Information","","","a0sWD00000Xo7kGYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42801463920777890","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgV3YAL","false","Current Edit","","","a0sWD00000Xo7jMYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42804928206142805","LLC_BI__Covenant2__c","","","",""
"a0qWD00000GSgkBYAT","false","Payment Structure Details","","","a0sWD00000Xo7jNYAR","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42805755083993993","LLC_BI__Pricing_Payment_Component__c","","","",""
"a0qWD00000GSgV4YAL","false","DEP Primary Identification - State ID","","","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""State ID/""}}{{ENDIF}}","false","false","false","false","false","2200.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgTIYA1","a16WD000005UI9HYAW","MappedSObjectScreenResource","","","42807904716291767","Contact","","","",""
"a0qWD00000GSgV5YAL","false","Contact Info - Existing Customer - Business Application","","","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1600.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgUcYAL","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42810964535220080","Contact","","","",""
"a0qWD00000GT9PPYA1","false","Personal Information","","","a0sWD00000XoBtSYAV","false","false","false","false","{{IF=/""A AND B/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1250.0","slide","true","false","false","false","","true","","","","a0qWD00000GTAWBYA5","a16WD000005UI84YAG","MappedSObjectScreenResource","","","42815071009142214","Contact","","","",""
"a0qWD00000GSgkCYAT","false","Details - biz connected","","","a0sWD00000Xo7jrYAB","false","false","false","false","","true","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42817683450087382","Account","","","",""
"a0qWD00000GSgkDYAT","false","Add Asset","","","a0sWD00000Xo7lRYAR","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42817964623608171","nRetail__Asset__c","","","",""
"a0qWD00000GSgV6YAL","false","Credit Authorization","","","a0sWD00000Xo7dSYAR","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UIazYAG","MappedSObjectHierarchyScreenResource","","","42819501775300447","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkEYAT","false","UI Config Builder - Add a New Route Group","","","a0sWD00000Xo7jzYAB","false","false","false","false","","true","true","false","false","false","300.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42821053932478183","nFORCE__Route_Group__c","","","",""
"a0qWD00000GSgN6YAL","false","Income Schedule","","","a0sWD00000Xo7WBYAZ","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42822852880111798","LLC_BI__Income__c","","","",""
"a0qWD00000GSgkFYAT","false","Change Memo","","","a0sWD00000Xo7kyYAB","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42823474164449150","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggPYAT","false","Payment Structure","","","a0sWD00000Xo7lvYAB","false","false","false","false","","false","false","false","false","false","5.0","slide","true","false","false","false","","false","","","","","a16WD000005UIeDYAW","MappedSObjectHierarchyScreenResource","","","42823686482479073","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkGYAT","false","Budget Summary","","","a0sWD00000Xo7jhYAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42826999317847749","LLC_BI__Budget__c","","","",""
"a0qWD00000GSgkHYAT","false","Add Income","","","a0sWD00000Xo7m5YAB","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42828266122509061","LLC_BI__Income__c","","","",""
"a0qWD00000GSgV7YAL","false","Contact for Beneficial Owner OA","","","a0sWD00000Xo7dVYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42828315086100781","Contact","","","",""
"a0qWD00000GTAcEYAX","false","DEP Personal Contact (Individual)1","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","true","false","false","false","false","1000.0","slide","true","false","false","false","","true","","","","a0qWD00000GTAftYAH","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42829731024289699","Contact","","","",""
"a0qWD00000GSgkIYAT","false","UI Collateral Summary","","","a0sWD00000Xo7jjYAB","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42834708531386047","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkJYAT","false","Opportunities","","","a0sWD00000Xo7krYAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UIeCYAW","MappedSObjectHierarchyScreenResource","","","42835077107707148","Account","","","",""
"a0qWD00000GSgkKYAT","false","Authorized Users","","","a0sWD00000Xo7jBYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42837539421587700","LLC_BI__Treasury_Service__c","","","",""
"a0qWD00000GTAcPYAX","false","Personal Info - Editable","","","a0sWD00000XoBtSYAV","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","true","false","false","false","false","1000.0","slide","true","false","false","false","","true","","","","a0qWD00000GTAWBYA5","a16WD000005UI3nYAG","MappedSObjectScreenResource","","","42837927679268257","Contact","","","",""
"a0qWD00000GSgV8YAL","false","Approval Summary","","","a0sWD00000Xo7dYYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005UIauYAG","MappedSObjectHierarchyScreenResource","","","42845377647464447","LLC_BI__Deposit__c","","","",""
"a0qWD00000GT9PRYA1","false","DEP Primary Identification - Additional Owner - Passport","","","a0sWD00000XoBtSYAV","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Passport/""}}{{ENDIF}}","false","false","false","false","false","1500.0","slide","true","false","false","false","","true","","","","a0qWD00000GTAXQYA5","a16WD000005UIBlYAO","MappedSObjectScreenResource","","","42849184311130959","Contact","","","",""
"a0qWD00000GSgkLYAT","false","UI Config Builder - Add a New Screen","","","a0sWD00000Xo7jzYAB","false","false","false","false","","true","true","false","false","false","500.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42852900255190671","nFORCE__Screen__c","","","",""
"a0qWD00000GSgkMYAT","false","Action Taken","","","a0sWD00000Xo7kGYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42852905404439403","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkNYAT","false","Exposure Exclusion Disable","","","a0sWD00000Xo7l0YAB","false","false","false","false","","true","false","false","false","false","3.0","slide","true","false","false","false","","true","","2.0","","","","MappedSObjectScreenResource","","","42853583186223876","LLC_BI__Excluded_Exposure__c","","","",""
"a0qWD00000GSgkOYAT","false","SBL Eligibility Loan","","","a0sWD00000Xo7mLYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42859493244126397","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkQYAT","false","Details","","","a0sWD00000Xo7k1YAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42874055674188661","Account","","","",""
"a0qWD00000GT9PTYA1","false","Contact Info","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","800.0","slide","true","false","false","false","","false","","","","a0qWD00000GTAftYAH","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42874323416476794","Contact","","","",""
"a0qWD00000GSgkRYAT","false","Add Income","","","a0sWD00000Xo7jtYAB","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42875295924706750","LLC_BI__Income__c","","","",""
"a0qWD00000GSgkSYAT","false","Add Sub-Loan","","","a0sWD00000Xo7l2YAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42876136720055815","LLC_BI__Loan__c","","","",""
"a0qWD00000GTAdMYAX","false","Mailing Address - Locked","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""(A OR B) AND C/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{COND=/""C/"" FIELD=/""Contact.cm_Mailing_Same_as_Physical__c/"" IS=/""No/""}}{{ENDIF}}","false","false","false","false","false","1200.0","slide","true","false","false","false","","false","","","","a0qWD00000GTAcEYAX","a16WD000005UI84YAG","MappedSObjectScreenResource","","","42876227488752121","Contact","","","",""
"a0qWD00000GSgkTYAT","false","UI Related Pledged Collateral Schedule","","","a0sWD00000Xo7jjYAB","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42882367374519413","LLC_BI__Loan_Collateral2__c","","","",""
"a0qWD00000GSgkUYAT","false","Loan Details","","","a0sWD00000Xo7kwYAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42885238446218305","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgkVYAT","false","Row Edit Booked","","","a0sWD00000Xo7k8YAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42885865260304020","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9PUYA1","false","Co-Applicants","","","a0sWD00000XoBsAYAV","false","false","false","false","","false","false","false","false","false","1700.0","slide","true","false","false","false","","true","","","","","a16WD000005UI5kYAG","MappedSObjectScreenResource","","","42886861714804733","LLC_BI__Deposit__c","","","",""
"a0qWD00000GSgkWYAT","false","Beneficial Ownership Summary","","","a0sWD00000Xo7l4YAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UIe4YAG","MappedSObjectHierarchyScreenResource","","","42890954982924385","Account","","","",""
"a0qWD00000GSgV9YAL","false","Roth Contributions","","","a0sWD00000Xo7dPYAR","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UIapYAG","MappedSObjectHierarchyScreenResource","","","42896141758555140","LLC_BI__Deposit__c","","","",""
"a0qWD00000GSgVAYA1","false","Personal Info - Locked","","","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1635.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgUcYAL","a16WD000005UI40YAG","MappedSObjectScreenResource","","","42897787529029949","Contact","","","",""
"a0qWD00000GSgkYYAT","false","Does Not Require Approval","","","a0sWD00000Xo7lHYAR","false","false","false","false","","false","true","false","false","false","3.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42905596483472085","LLC_BI__Credit_Memo_Modifcation__c","","","",""
"a0qWD00000GSgkZYAT","false","Application Details","","","a0sWD00000Xo7l6YAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42906821118834308","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgSxYAL","false","Dep- Business Entity Typ","","","a0sWD00000Xo7cNYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UI0KYAW","MappedSObjectScreenResource","","","42908954744327789","Account","","","",""
