"Id","IsDeleted","Name","OwnerId","nFORCE__Address_Part__c","nFORCE__Alternate_Label__c","nFORCE__Autocomplete_Attribute_Value__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Is_Editable__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Header__c","nFORCE__Is_Hidden__c","nFORCE__Is_Important__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c"
"a0SWD000001lzm62AA","false","FC-001729","005al00000RVcKvAAL","","ZIP","","","","","","ShippingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","2.0","","","false","","a3T8c000002MxwKEAS","Account"
"a0SWD000001lzm72AA","false","FC-001730","005al00000RVcKvAAL","","Billing Address","","","","","","BillingStreet","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3T8c000002MxwLEAS","Account"
"a0SWD000001lzm82AA","false","FC-001731","005al00000RVcKvAAL","","City","","","","","","BillingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3T8c000002MxwMEAS","Account"
"a0SWD000001lzm92AA","false","FC-001732","005al00000RVcKvAAL","","State","","","","","","BillingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","2.0","","","false","","a3T8c000002MxwNEAS","Account"
"a0SWD000001lzmA2AQ","false","FC-001733","005al00000RVcKvAAL","","ZIP","","","","","","BillingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","2.0","","","false","","a3T8c000002MxwOEAS","Account"
"a0SWD000001lzmB2AQ","false","FC-001734","005al00000RVcKvAAL","","Social Security Number (SSN)","","","","","XXX-XX-XXXX","LLC_BI__SS__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3T8c000002MxwPEAS","Contact"
"a0SWD000001lzmC2AQ","false","FC-001735","005al00000RVcKvAAL","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3T8c000002MxwQEAS","Contact"
"a0SWD000001lzmD2AQ","false","FC-001736","005al00000RVcKvAAL","","Residential Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3T8c000002MxwREAS","Contact"
"a0SWD000001lzmE2AQ","false","FC-001737","005al00000RVcKvAAL","","City","","","","","","LLC_BI__Home_City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3T8c000002MxwSEAS","Contact"
"a0SWD000001lzmF2AQ","false","FC-001738","005al00000RVcKvAAL","","State","","","","","","LLC_BI__Home_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","2.0","","","false","","a3T8c000002MxwTEAS","Contact"
"a0SWD000001lzmG2AQ","false","FC-001739","005al00000RVcKvAAL","","ZIP","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","2.0","","","false","","a3T8c000002MxwUEAS","Contact"
"a0SWD000001lzmH2AQ","false","FC-001740","005al00000RVcKvAAL","","Mailing Address","","","","","","MailingAddress","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3T8c000002MxwVEAS","Contact"
"a0SWD000001lzmI2AQ","false","FC-001741","005al00000RVcKvAAL","","City","","","","","","MailingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3T8c000002MxwWEAS","Contact"
"a0SWD000001lzmJ2AQ","false","FC-001742","005al00000RVcKvAAL","","State","","","","","","MailingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","2.0","","","false","","a3T8c000002MxwXEAS","Contact"
"a0SWD000001lzmK2AQ","false","FC-001743","005al00000RVcKvAAL","","ZIP","","","","","","MailingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","2.0","","","false","","a3T8c000002MxwYEAS","Contact"
"a0SWD000001lzmL2AQ","false","FC-001744","005al00000RVcKvAAL","","Social Security Number (SSN)","","","","","XXX-XX-XXXX","LLC_BI__SS__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3T8c000002MxwZEAS","Contact"
"a0SWD000001lzmM2AQ","false","FC-001745","005al00000RVcKvAAL","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3T8c000002MxwaEAC","Contact"
"a0SWD000001lzmN2AQ","false","FC-001746","005al00000RVcKvAAL","","Residential Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3T8c000002MxwbEAC","Contact"
"a0SWD000001lzmO2AQ","false","FC-001747","005al00000RVcKvAAL","","City","","","","","","LLC_BI__Home_City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3T8c000002MxwcEAC","Contact"
"a0SWD000001lzmP2AQ","false","FC-001748","005al00000RVcKvAAL","","State","","","","","","LLC_BI__Home_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","2.0","","","false","","a3T8c000002MxwdEAC","Contact"
"a0SWD000001lzmQ2AQ","false","FC-001749","005al00000RVcKvAAL","","ZIP","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","2.0","","","false","","a3T8c000002MxweEAC","Contact"
"a0SWD000001lzmR2AQ","false","FC-001750","005al00000RVcKvAAL","","Mailing Address","","","","","","MailingAddress","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3T8c000002MxwfEAC","Contact"
"a0SWD000001lzmS2AQ","false","FC-001751","005al00000RVcKvAAL","","City","","","","","","MailingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3T8c000002MxwgEAC","Contact"
"a0SWD000001lzmT2AQ","false","FC-001752","005al00000RVcKvAAL","","State","","","","","","MailingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","2.0","","","false","","a3T8c000002MxwhEAC","Contact"
"a0SWD000001lzmU2AQ","false","FC-001753","005al00000RVcKvAAL","","ZIP","","","","","","MailingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","2.0","","","false","","a3T8c000002MxwiEAC","Contact"
"a0SWD000001lzmV2AQ","false","FC-001754","005al00000RVcKvAAL","","","","","","","","nFORCE__Field_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000GSggLYAT","","false","","a3TDn000000H4geMAC","nFORCE__Field_Configuration__c"
"a0SWD000001lzmW2AQ","false","FC-001755","005al00000RVcKvAAL","","","","","","","","nFORCE__Field_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000GSggLYAT","","false","","a3TDn000000H4gfMAC","nFORCE__Field_Configuration__c"
"a0SWD000001lzmX2AQ","false","FC-001756","005al00000RVcKvAAL","","","","","","","","nFORCE__Field_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000GSggLYAT","","false","","a3TDn000000H4ggMAC","nFORCE__Field_Configuration__c"
"a0SWD000001lzmY2AQ","false","FC-001757","005al00000RVcKvAAL","","","","","","","","LLC_BI__Tiers__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSggMYAT","","false","","a3TDn000000H4ghMAC","LLC_BI__Bill_Point__c"
"a0SWD000001lzmZ2AQ","false","FC-001758","005al00000RVcKvAAL","","","","","","","","LLC_BI__Price__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSggMYAT","","false","","a3TDn000000H4giMAC","LLC_BI__Bill_Point__c"
"a0SWD000001lzma2AA","false","FC-001759","005al00000RVcKvAAL","","","","","","","","nFORCE__Field_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000GSggLYAT","","false","","a3THo000000Y69wMAC","nFORCE__Field_Configuration__c"
"a0SWD000001lzmb2AA","false","FC-001760","005al00000RVcKvAAL","","","","","","","","nFORCE__Field_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000GSggLYAT","","false","","a3THo000000Y69xMAC","nFORCE__Field_Configuration__c"
"a0SWD000001lzmc2AA","false","FC-001761","005al00000RVcKvAAL","","","","","","","","nFORCE__Field_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000GSggLYAT","","false","","a3THo000000Y69yMAC","nFORCE__Field_Configuration__c"
"a0SWD000001lzmd2AA","false","FC-001762","005al00000RVcKvAAL","","","","","","","","LLC_BI__Tiers__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSggMYAT","","false","","a3THo000000Y69zMAC","LLC_BI__Bill_Point__c"
"a0SWD000001lzme2AA","false","FC-001763","005al00000RVcKvAAL","","","","","","","","LLC_BI__Price__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000GSggMYAT","","false","","a3THo000000Y6A0MAK","LLC_BI__Bill_Point__c"
"a0SWD000001lzmf2AA","false","FC-001764","005al00000RVcKvAAL","","Legal Business Name","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","","","","false","","a3THo000000Y6A2MAK","Account"
"a0SWD000001lzmg2AA","false","FC-001765","005al00000RVcKvAAL","","Tax Identification Number (TIN)","","","","","XX-XXXXXXX","LLC_BI__Tax_Identification_Number__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","1.0","","As a federally regulated bank, we are required to know our customers. We use your TIN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6A3MAK","Account"
"a0SWD000001lzmh2AA","false","FC-001766","005al00000RVcKvAAL","","What industry does your business belong to?","","","","","","Industry","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","","","","false","","a3THo000000Y6A4MAK","Account"
"a0SWD000001lzmi2AA","false","FC-001767","005al00000RVcKvAAL","","Number of employees","","","","","","NumberOfEmployees","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","","","","false","","a3THo000000Y6A5MAK","Account"
"a0SWD000001lzmj2AA","false","FC-001768","005al00000RVcKvAAL","","Legal Entity Type","","","","","","Type","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","","","","false","","a3THo000000Y6A6MAK","Account"
"a0SWD000001lzmk2AA","false","FC-001769","005al00000RVcKvAAL","","Shipping Address","","","","","","ShippingStreet","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","","","","false","","a3THo000000Y6A7MAK","Account"
"a0SWD000001lzml2AA","false","FC-001770","005al00000RVcKvAAL","","City","","","","","","ShippingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","","","","false","","a3THo000000Y6A8MAK","Account"
"a0SWD000001lzmm2AA","false","FC-001771","005al00000RVcKvAAL","","State","","","","","","ShippingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","2.0","","","false","","a3THo000000Y6A9MAK","Account"
"a0SWD000001lzmn2AA","false","FC-001772","005al00000RVcKvAAL","","ZIP","","","","","","ShippingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","2.0","","","false","","a3THo000000Y6AAMA0","Account"
"a0SWD000001lzmo2AA","false","FC-001773","005al00000RVcKvAAL","","Billing Address","","","","","","BillingStreet","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","","","","false","","a3THo000000Y6ABMA0","Account"
"a0SWD000001lzmp2AA","false","FC-001774","005al00000RVcKvAAL","","City","","","","","","BillingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","","","","false","","a3THo000000Y6ACMA0","Account"
"a0SWD000001lzmq2AA","false","FC-001775","005al00000RVcKvAAL","","State","","","","","","BillingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","2.0","","","false","","a3THo000000Y6ADMA0","Account"
"a0SWD000001lzmr2AA","false","FC-001776","005al00000RVcKvAAL","","ZIP","","","","","","BillingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXlYAO","2.0","","","false","","a3THo000000Y6AEMA0","Account"
"a0SWD000001lzms2AA","false","FC-001777","005al00000RVcKvAAL","","Social Security Number (SSN)","","","","","XXX-XX-XXXX","LLC_BI__SS__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6AFMA0","Contact"
"a0SWD000001lzmt2AA","false","FC-001778","005al00000RVcKvAAL","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","","","","false","","a3THo000000Y6AGMA0","Contact"
"a0SWD000001lzmu2AA","false","FC-001779","005al00000RVcKvAAL","","Residential Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","","","","false","","a3THo000000Y6AHMA0","Contact"
"a0SWD000001lzmv2AA","false","FC-001780","005al00000RVcKvAAL","","City","","","","","","LLC_BI__Home_City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","","","","false","","a3THo000000Y6AIMA0","Contact"
"a0SWD000001lzmw2AA","false","FC-001781","005al00000RVcKvAAL","","State","","","","","","LLC_BI__Home_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","2.0","","","false","","a3THo000000Y6AJMA0","Contact"
"a0SWD000001lzmx2AA","false","FC-001782","005al00000RVcKvAAL","","ZIP","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","2.0","","","false","","a3THo000000Y6AKMA0","Contact"
"a0SWD000001lzmy2AA","false","FC-001783","005al00000RVcKvAAL","","Mailing Address","","","","","","MailingAddress","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","","","","false","","a3THo000000Y6ALMA0","Contact"
"a0SWD000001lzmz2AA","false","FC-001784","005al00000RVcKvAAL","","City","","","","","","MailingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","","","","false","","a3THo000000Y6AMMA0","Contact"
"a0SWD000001lzn02AA","false","FC-001785","005al00000RVcKvAAL","","State","","","","","","MailingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","2.0","","","false","","a3THo000000Y6ANMA0","Contact"
"a0SWD000001lzn12AA","false","FC-001786","005al00000RVcKvAAL","","ZIP","","","","","","MailingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDTdYAO","2.0","","","false","","a3THo000000Y6AOMA0","Contact"
"a0SWD000001lzn22AA","false","FC-001787","005al00000RVcKvAAL","","Social Security Number (SSN)","","","","","XXX-XX-XXXX","LLC_BI__SS__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6APMA0","Contact"
"a0SWD000001lzn32AA","false","FC-001788","005al00000RVcKvAAL","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","","","","false","","a3THo000000Y6AQMA0","Contact"
"a0SWD000001lzn42AA","false","FC-001789","005al00000RVcKvAAL","","Residential Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","","","","false","","a3THo000000Y6ARMA0","Contact"
"a0SWD000001lzn52AA","false","FC-001790","005al00000RVcKvAAL","","City","","","","","","LLC_BI__Home_City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","","","","false","","a3THo000000Y6ASMA0","Contact"
"a0SWD000001lzn62AA","false","FC-001791","005al00000RVcKvAAL","","State","","","","","","LLC_BI__Home_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","2.0","","","false","","a3THo000000Y6ATMA0","Contact"
"a0SWD000001lzn72AA","false","FC-001792","005al00000RVcKvAAL","","ZIP","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","2.0","","","false","","a3THo000000Y6AUMA0","Contact"
"a0SWD000001lzn82AA","false","FC-001793","005al00000RVcKvAAL","","Mailing Address","","","","","","MailingAddress","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","","","","false","","a3THo000000Y6AVMA0","Contact"
"a0SWD000001lzn92AA","false","FC-001794","005al00000RVcKvAAL","","City","","","","","","MailingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","","","","false","","a3THo000000Y6AWMA0","Contact"
"a0SWD000001lznA2AQ","false","FC-001795","005al00000RVcKvAAL","","State","","","","","","MailingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","2.0","","","false","","a3THo000000Y6AXMA0","Contact"
"a0SWD000001lznB2AQ","false","FC-001796","005al00000RVcKvAAL","","ZIP","","","","","","MailingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDYaYAO","2.0","","","false","","a3THo000000Y6AYMA0","Contact"
"a0SWD000001lznC2AQ","false","FC-001797","005al00000RVcKvAAL","","Legal Business Name","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3THo000000Y6AZMA0","Account"
"a0SWD000001lznD2AQ","false","FC-001798","005al00000RVcKvAAL","","Tax Identification Number (TIN)","","","","","XX-XXXXXXX","LLC_BI__Tax_Identification_Number__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","1.0","","As a federally regulated bank, we are required to know our customers. We use your TIN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6AaMAK","Account"
"a0SWD000001lznE2AQ","false","FC-001799","005al00000RVcKvAAL","","What industry does your business belong to?","","","","","","Industry","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3THo000000Y6AbMAK","Account"
"a0SWD000001lznF2AQ","false","FC-001800","005al00000RVcKvAAL","","Number of employees","","","","","","NumberOfEmployees","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3THo000000Y6AcMAK","Account"
"a0SWD000001lznG2AQ","false","FC-001801","005al00000RVcKvAAL","","Legal Entity Type","","","","","","Type","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3THo000000Y6AdMAK","Account"
"a0SWD000001lznH2AQ","false","FC-001802","005al00000RVcKvAAL","","Shipping Address","","","","","","ShippingStreet","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3THo000000Y6AeMAK","Account"
"a0SWD000001lznI2AQ","false","FC-001803","005al00000RVcKvAAL","","City","","","","","","ShippingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3THo000000Y6AfMAK","Account"
"a0SWD000001lznJ2AQ","false","FC-001804","005al00000RVcKvAAL","","State","","","","","","ShippingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","2.0","","","false","","a3THo000000Y6AgMAK","Account"
"a0SWD000001lznK2AQ","false","FC-001805","005al00000RVcKvAAL","","ZIP","","","","","","ShippingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","2.0","","","false","","a3THo000000Y6AhMAK","Account"
"a0SWD000001lznL2AQ","false","FC-001806","005al00000RVcKvAAL","","Billing Address","","","","","","BillingStreet","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3THo000000Y6AiMAK","Account"
"a0SWD000001lznM2AQ","false","FC-001807","005al00000RVcKvAAL","","City","","","","","","BillingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","","","","false","","a3THo000000Y6AjMAK","Account"
"a0SWD000001lznN2AQ","false","FC-001808","005al00000RVcKvAAL","","State","","","","","","BillingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","2.0","","","false","","a3THo000000Y6AkMAK","Account"
"a0SWD000001lznO2AQ","false","FC-001809","005al00000RVcKvAAL","","ZIP","","","","","","BillingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDUCYA4","2.0","","","false","","a3THo000000Y6AlMAK","Account"
"a0SWD000001lznP2AQ","false","FC-001810","005al00000RVcKvAAL","","Social Security Number (SSN)","","","","","XXX-XX-XXXX","LLC_BI__SS__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6AmMAK","Contact"
"a0SWD000001lznQ2AQ","false","FC-001811","005al00000RVcKvAAL","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3THo000000Y6AnMAK","Contact"
"a0SWD000001lznR2AQ","false","FC-001812","005al00000RVcKvAAL","","Residential Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3THo000000Y6AoMAK","Contact"
"a0SWD000001lznS2AQ","false","FC-001813","005al00000RVcKvAAL","","City","","","","","","LLC_BI__Home_City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3THo000000Y6ApMAK","Contact"
"a0SWD000001lznT2AQ","false","FC-001814","005al00000RVcKvAAL","","State","","","","","","LLC_BI__Home_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","2.0","","","false","","a3THo000000Y6AqMAK","Contact"
"a0SWD000001lznU2AQ","false","FC-001815","005al00000RVcKvAAL","","State","","","","","","MailingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","2.0","","","false","","a3THo000000Y6ArMAK","Contact"
"a0SWD000001lznV2AQ","false","FC-001816","005al00000RVcKvAAL","","ZIP","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","2.0","","","false","","a3THo000000Y6AuMAK","Contact"
"a0SWD000001lznW2AQ","false","FC-001817","005al00000RVcKvAAL","","Mailing Address","","","","","","MailingAddress","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3THo000000Y6AvMAK","Contact"
"a0SWD000001lznX2AQ","false","FC-001818","005al00000RVcKvAAL","","City","","","","","","MailingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","","","","false","","a3THo000000Y6AwMAK","Contact"
"a0SWD000001lznY2AQ","false","FC-001819","005al00000RVcKvAAL","","ZIP","","","","","","MailingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDX9YAO","2.0","","","false","","a3THo000000Y6AxMAK","Contact"
"a0SWD000001lznZ2AQ","false","FC-001820","005al00000RVcKvAAL","","Social Security Number (SSN)","","","","","XXX-XX-XXXX","LLC_BI__SS__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3THo000000Y6AyMAK","Contact"
"a0SWD000001lzna2AA","false","FC-001821","005al00000RVcKvAAL","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3THo000000Y6AzMAK","Contact"
"a0SWD000001lznb2AA","false","FC-001822","005al00000RVcKvAAL","","Residential Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3THo000000Y6B0MAK","Contact"
"a0SWD000001lznc2AA","false","FC-001823","005al00000RVcKvAAL","","City","","","","","","LLC_BI__Home_City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3THo000000Y6B1MAK","Contact"
"a0SWD000001lznd2AA","false","FC-001824","005al00000RVcKvAAL","","State","","","","","","LLC_BI__Home_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","2.0","","","false","","a3THo000000Y6B2MAK","Contact"
"a0SWD000001lzne2AA","false","FC-001825","005al00000RVcKvAAL","","ZIP","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","2.0","","","false","","a3THo000000Y6B3MAK","Contact"
"a0SWD000001lznf2AA","false","FC-001826","005al00000RVcKvAAL","","Mailing Address","","","","","","MailingAddress","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3THo000000Y6B4MAK","Contact"
"a0SWD000001lzng2AA","false","FC-001827","005al00000RVcKvAAL","","City","","","","","","MailingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","","","","false","","a3THo000000Y6B5MAK","Contact"
"a0SWD000001lznh2AA","false","FC-001828","005al00000RVcKvAAL","","State","","","","","","MailingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","2.0","","","false","","a3THo000000Y6B6MAK","Contact"
"a0SWD000001lzni2AA","false","FC-001829","005al00000RVcKvAAL","","ZIP","","","","","","MailingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDXDYA4","2.0","","","false","","a3THo000000Y6B7MAK","Contact"
