"Custom_Code_in_Screen_Section__c","Id","IsDeleted","Name","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c"
"","a0qWD00000GSgctYAD","false","EPCOC","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7haYAB","MappedSObjectScreenResource","","","a2F75000000086REAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgcuYAD","false","Account Info","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hbYAB","MappedSObjectScreenResource","","","a2F75000000086WEAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgcvYAD","false","EWCP","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hcYAB","MappedSObjectScreenResource","","","a2F75000000086bEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgcwYAD","false","Special Programs","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hdYAB","MappedSObjectScreenResource","","","a2F75000000086lEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgcxYAD","false","Project Information","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000086qEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgcyYAD","false","Construction","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F750000000870EAA","LLC_BI__Loan__c"
"","a0qWD00000GSgczYAD","false","Machinery and Equipment","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F750000000875EAA","LLC_BI__Loan__c"
"","a0qWD00000GSgd0YAD","false","Leasehold Improvements","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000087AEAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgd1YAD","false","Furniture and Fixtures","false","false","false","false","","false","true","false","false","false","50.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000087BEAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgd2YAD","false","Payoff SBA Loan","false","false","false","false","","false","true","false","false","false","60.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000087FEAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgd3YAD","false","Pay Notes Payable","false","false","false","false","","false","true","false","false","false","70.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000087PEAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgd4YAD","false","Pay Accounts Payable","false","false","false","false","","false","true","false","false","false","80.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000087ZEAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgd5YAD","false","Other","false","false","false","false","","false","true","false","false","false","100.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000087aEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgd6YAD","false","Guaranty Fees","false","false","false","false","","false","true","false","false","false","90.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000087eEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgd7YAD","false","Additional Information","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hAYAR","MappedSObjectScreenResource","","","a2F75000000087fEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgd8YAD","false","Totals","false","false","false","false","","false","true","false","false","false","110.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000087jEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgd9YAD","false","Character Determination","false","false","false","false","","false","true","false","false","false","120.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7heYAB","MappedSObjectScreenResource","","","a2F75000000088vEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgdAYAT","false","Pricing & Payment Details","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hAYAR","MappedSObjectScreenResource","","","a2F7500000008AgEAI","LLC_BI__Loan__c"
"","a0qWD00000GSgdBYAT","false","Application Information","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hAYAR","MappedSObjectScreenResource","","","a2F7500000008AqEAI","LLC_BI__Loan__c"
"","a0qWD00000GSgdCYAT","false","Finerv Onboarding","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hfYAB","MappedSObjectScreenResource","","","a2F7500000008qHEAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgdDYAT","false","Fiserv Onboarding","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hgYAB","MappedSObjectScreenResource","","","a2F7500000008qbEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgdEYAT","false","Construction","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","true","","true","","","","","a0sWD00000Xo7glYAB","MappedSObjectScreenResource","","","a2F7500000008qlEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgdFYAT","false","Boarding","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hhYAB","MappedSObjectScreenResource","","","a2F7500000008qvEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgdGYAT","false","Post-Closing QA","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hhYAB","MappedSObjectScreenResource","","","a2F7500000008r0EAA","LLC_BI__Loan__c"
"","a0qWD00000GSgdHYAT","false","Acceptance","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hiYAB","MappedSObjectScreenResource","","","a2F7500000009A3EAI","LLC_BI__Loan__c"
"","a0qWD00000GSgdIYAT","false","Acceptance","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hjYAB","MappedSObjectScreenResource","","","a2F7500000009B1EAI","LLC_BI__Loan__c"
"","a0qWD00000GSgdJYAT","false","Final Review","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hkYAB","MappedSObjectScreenResource","","","a2F7500000009LQEAY","LLC_BI__Loan__c"
"","a0qWD00000GSgdKYAT","false","Stressed Loan Modification","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hLYAR","MappedSObjectScreenResource","","","a2F7500000009TyEAI","LLC_BI__Loan__c"
"","a0qWD00000GSgdLYAT","false","Stressed Loan Modification","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hKYAR","MappedSObjectScreenResource","","","a2F7500000009U3EAI","LLC_BI__Loan__c"
"","a0qWD00000GSgdMYAT","false","Post-Closing QA","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hlYAB","MappedSObjectScreenResource","","","a2F7500000009qvEAA","LLC_BI__Loan__c"
"","a0qWD00000GSgdNYAT","false","Boarding","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hlYAB","MappedSObjectScreenResource","","","a2F7500000009sPEAQ","LLC_BI__Loan__c"
"","a0qWD00000GSgdOYAT","false","Servicing","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hmYAB","MappedSObjectScreenResource","","","a2F750000000A38EAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdPYAT","false","Servicing","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hnYAB","MappedSObjectScreenResource","","","a2F750000000A3NEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdQYAT","false","Stage and Status","false","false","false","false","","false","true","false","false","false","11.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7edYAB","MappedSObjectScreenResource","","","a2F750000000B8mEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdRYAT","false","Stage and Status","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7gSYAR","MappedSObjectScreenResource","","","a2F750000000BMbEAM","LLC_BI__Loan__c"
"","a0qWD00000GSgdSYAT","false","Stage and Status","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7goYAB","MappedSObjectScreenResource","","","a2F750000000BMcEAM","LLC_BI__Loan__c"
"","a0qWD00000GSgdTYAT","false","Stage and Status","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7enYAB","MappedSObjectScreenResource","","","a2F750000000BMgEAM","LLC_BI__Product_Package__c"
"","a0qWD00000GSgdUYAT","false","Referral","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hoYAB","MappedSObjectScreenResource","","","a2F750000000BblEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdVYAT","false","Compliance Info","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hpYAB","MappedSObjectScreenResource","","","a2F750000000BbqEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdWYAT","false","Structure Info","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hpYAB","MappedSObjectScreenResource","","","a2F750000000BbvEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdXYAT","false","Seller/Partner Debt","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","10.0","","","a0sWD00000Xo7hqYAB","MappedSObjectHierarchyScreenResource","","","a2F750000000Bc0EAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdYYAT","false","SAG","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hrYAB","MappedSObjectScreenResource","","","a2F750000000Bc5EAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdZYAT","false","Modification Reason","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hsYAB","MappedSObjectScreenResource","","","a2F750000000BcAEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdaYAD","false","Modifications","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hsYAB","MappedSObjectScreenResource","","","a2F750000000BcFEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdbYAD","false","Stressed Loan Modification","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hsYAB","MappedSObjectScreenResource","","","a2F750000000BcKEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdcYAD","false","Post-Closing Change Memo","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7hsYAB","MappedSObjectScreenResource","","","a2F750000000BcPEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgddYAD","false","Final Review","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7htYAB","MappedSObjectScreenResource","","","a2F750000000BcUEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdeYAD","false","Acceptance","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7huYAB","MappedSObjectScreenResource","","","a2F750000000BcZEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdfYAD","false","Due Diligence","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hvYAB","MappedSObjectScreenResource","","","a2F750000000BceEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdgYAD","false","Insurance Review - To Be Completed By Insurance Specialist","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7e1YAB","MappedSObjectScreenResource","","","a2F750000000BcjEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdhYAD","false","Loan Summary","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hwYAB","MappedSObjectScreenResource","","","a2F750000000BckEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdiYAD","false","Borrower Summary","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hwYAB","MappedSObjectScreenResource","","","a2F750000000BcoEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdjYAD","false","Deal Summary","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hwYAB","MappedSObjectScreenResource","","","a2F750000000BctEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdkYAD","false","Closing Review","false","false","false","false","","false","true","false","false","false","31.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hxYAB","MappedSObjectScreenResource","","","a2F750000000BcyEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdlYAD","false","Construction","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","true","","false","","","","","a0sWD00000Xo7hyYAB","MappedSObjectScreenResource","","","a2F750000000Bd4EAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdmYAD","false","Legal Time","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hyYAB","MappedSObjectScreenResource","","","a2F750000000BdDEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdnYAD","false","Loan Information","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hyYAB","MappedSObjectScreenResource","","","a2F750000000BdEEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdoYAD","false","Letter of Credit","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7hzYAB","MappedSObjectScreenResource","","","a2F750000000BdIEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdpYAD","false","Final Pricing","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7i0YAB","MappedSObjectScreenResource","","","a2F750000000BdNEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdqYAD","false","Pricing Options","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7i1YAB","MappedSObjectHierarchyScreenResource","","","a2F750000000BdSEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdrYAD","false","Pricing Estimates","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7i2YAB","MappedSObjectScreenResource","","","a2F750000000BdXEAU","LLC_BI__Loan__c"
"","a0qWD00000GSgdsYAD","false","UI Collateral Summary","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a0sWD00000Xo7i3YAB","MappedSObjectScreenResource","","","a2F750000000BdcEAE","LLC_BI__Loan__c"
"","a0qWD00000GSgdtYAD","false","UI Collateral Record Schedule","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a0sWD00000Xo7i3YAB","MappedSObjectScreenResource","","","a2F750000000BdhEAE","LLC_BI__Loan_Collateral2__c"
