"Id","IsDeleted","Name","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Filter_Criteria__c","nFORCE__Layout__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Screen_Section__c","nFORCE__Section_Header__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c"
"a0vWD00000B9icgYAB","false","SC-000021509","1.01","","{""value"":""All"",""screenId"":null,""routeId"":null,""name"":""All"",""label"":""All"",""key"":""70e1f8e5-5558-b4d4-e1a1-be265366bb58"",""isTabFilter"":false,""id"":null,""filterLogic"":""1"",""displayOrder"":1,""conditionals"":[{""value"":{""value"":""false"",""label"":""false""},""picklistValues"":null,""operator"":{""value"":""="",""label"":""Equals""},""objectType"":{""value"":""LLC_BI__Requirement__c"",""label"":""Requirement""},""key"":""b33cd371-ccab-d805-0795-bc2328b5d88c"",""isLocked"":false,""index"":1,""id"":""958a997d-cd69-c7d5-ea10-b7c8e72237c1"",""field"":{""filterable"":""true"",""type"":""boolean"",""value"":""LLC_BI__Is_Template__c"",""label"":""Is Template""}}],""canEditStatus"":true,""assigneeFilter"":""ALL_MY""}","","","false","","","a0qWD00000GSgfXYAT","","","false","Origination-section-config","LLC_BI__Loan__c"
"a0vWD00000B9ichYAB","false","SC-000021510","1.01","","{""value"":""Past Due"",""screenId"":null,""routeId"":null,""name"":""Past Due"",""label"":""Past Due"",""key"":""48da7990-b1e5-4a1c-86a1-886206f52eba"",""isTabFilter"":false,""id"":null,""filterLogic"":"""",""displayOrder"":2,""conditionals"":[{""value"":{""value"":""Past Due"",""label"":""Past Due""},""picklistValues"":null,""operator"":{""value"":""="",""label"":""Equals""},""objectType"":{""value"":""LLC_BI__Covenant_Compliance2__c"",""label"":""Covenant Compliance""},""key"":""c7a92786-d6b0-4a94-8039-5d73d4c975dc"",""isLocked"":false,""index"":1,""id"":""1b36ffda-9db8-493f-b18c-d241dd33ad77"",""field"":{""referenceApi"":null,""type"":""string"",""value"":""Due_Date_Status__c"",""label"":""Due Date Status""}}],""canEditStatus"":true,""assigneeFilter"":""ALL_MY""}","","","false","","","a0qWD00000GSgfYYAT","","","false","Past Due-3954b8b8-bc16-fef6-de71-5b8f8fc36f07","LLC_BI__Loan__c"
"a0vWD00000B9iclYAB","false","SC-000021514","1.01","","{""value"":""All"",""screenId"":null,""routeId"":null,""name"":""All"",""label"":""All"",""key"":""6d735ba2-7bef-307a-2625-459d2f134bfb"",""isTabFilter"":false,""id"":null,""filterLogic"":""1"",""displayOrder"":1,""conditionals"":[{""value"":{""value"":""false"",""label"":""false""},""picklistValues"":null,""operator"":{""value"":""="",""label"":""Equals""},""objectType"":{""value"":""LLC_BI__Requirement__c"",""label"":""Requirement""},""key"":""5efe9774-226b-8993-6c43-7da181c549e1"",""isLocked"":false,""index"":1,""id"":""d4e9da06-fe50-d634-ec74-0adce003e50a"",""field"":{""filterable"":""true"",""type"":""boolean"",""value"":""LLC_BI__Is_Template__c"",""label"":""Is Template""}}],""canEditStatus"":true,""assigneeFilter"":""ALL_MY""}","","","false","","","a0qWD00000GSgfaYAD","","","false","Servicing-section-config","LLC_BI__Loan__c"
"a0vWD00000B9iTYYAZ","false","SC-000020943","1.01","LOB_Loan_Stage_and_Status","","","","false","","","a0qWD00000GSgaeYAD","","","false","a2F740000000ANbEAM","LLC_BI__Loan__c"
"a0vWD00000B9iu6YAB","false","SC-000022449","1.02","IBDAO_Beneficiary","","a0bWD0000011L97YAE","0.0","false","a0vWD00000B9iDDYAZ","LLC_BI__Deposits__r","a0qWD00000GSgiYYAT","","","false","a2H1U0000002nCo1411","LLC_BI__Beneficiary__c"
"a0vWD00000B9iTZYAZ","false","SC-000020944","1.01","UI_Collateral_Schedule","","","","false","","","a0qWD00000GSga3YAD","","","false","a2H3k00000D2M6FEAV","LLC_BI__Collateral__c"
"a0vWD00000B9iTaYAJ","false","SC-000020945","1.01","LLC_BI__Prod_Pkg_UI_Related_Pledge_Schedule","","","","false","","","a0qWD00000GSga4YAD","","","false","a2H3k00000D2M6GEAV","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9iTbYAJ","false","SC-000020946","1.01","cm_Modification_Options","","","0.0","false","","","a0qWD00000GSga5YAD","Modification Category","","false","a2H3k00000D2M6IEAV","LLC_BI__Loan__c"
"a0vWD00000B9iTcYAJ","false","SC-000020947","1.01","LOB_UI_Collateral_Summary","","","","false","","","a0qWD00000GSgaAYAT","Collateral Summary","","false","a2H3k00000D2M6JEAV","LLC_BI__Loan__c"
"a0vWD00000B9iTdYAJ","false","SC-000020948","1.01","UI_PrepayPen","","","0.0","false","","","a0qWD00000GSga6YAD","","","false","a2H3k00000D2M6LEAV","LLC_BI__Loan__c"
"a0vWD00000B9iTeYAJ","false","SC-000020949","1.01","","","","0.0","false","","","a0qWD00000GSgaNYAT","","","false","a2H3k00000D2M6MEAV","LLC_BI__Loan__c"
"a0vWD00000B9iTfYAJ","false","SC-000020950","0.0","LLC_BI__UI_CRA_Action_Taken","","","","false","","","a0qWD00000GSgaQYAT","Action Taken","","false","a2H3k00000D2M6OEAV","LLC_BI__Loan__c"
"a0vWD00000B9iTgYAJ","false","SC-000020951","1.01","UI_LOB_Collateral_Schedule","","","","false","","","a0qWD00000GSgaBYAT","","","false","a2H3k00000D2M6QEAV","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9iThYAJ","false","SC-000020952","0.0","LLC_BI__UI_CRA_Property_Location","","","","false","","","a0qWD00000GSgaXYAT","Property Location","","false","a2H3k00000D2M6SEAV","LLC_BI__Loan__c"
"a0vWD00000B9iTiYAJ","false","SC-000020953","1.01","UI_Loan_Details","","","","false","","","a0qWD00000GSgaVYAT","","","false","a2H3k00000D2M6XEAV","LLC_BI__Loan__c"
"a0vWD00000B9iTjYAJ","false","SC-000020954","1.01","UI_Loan_Stage_Detail_Credit_Underwriting","","","0.0","false","","","a0qWD00000GSgaEYAT","","","false","a2H3k00000D2M6YEAV","LLC_BI__Loan__c"
"a0vWD00000B9iTkYAJ","false","SC-000020955","1.01","UI_show_Collateral_custom","","","","false","","","a0qWD00000GSgaLYAT","","","false","a2H3k00000D2M6bEAF","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9iTlYAJ","false","SC-000020956","1.01","LLC_BI__Enhanced_Fee_Loan_Aggregate_Summary","","","0.0","false","","","a0qWD00000GSgaUYAT","","","false","a2H3k00000D2M6dEAF","LLC_BI__Fee_Loan_Aggregate__c"
"a0vWD00000B9iTmYAJ","false","SC-000020957","1.01","","","","","false","","","a0qWD00000GSga9YAD","Loan Compliance","","false","a2H3k00000D2M6eEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTnYAJ","false","SC-000020958","1.01","RequiredLoanFieldsToCreateRateOrPayment","","","0.0","false","","","a0qWD00000GSgaMYAT","","","false","a2H3k00000D2M6hEAF","LLC_BI__Loan__c"
"a0vWD00000B9iToYAJ","false","SC-000020959","1.01","UI_Final_Pricing","","","0.0","false","","","a0qWD00000GSgaaYAD","","","false","a2H3k00000D2M6iEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTpYAJ","false","SC-000020960","0.0","LLC_BI__UI_Loan_Pricing_Information","","","","false","","","a0qWD00000GSgaOYAT","Pricing","","false","a2H3k00000D2M6jEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTqYAJ","false","SC-000020961","1.01","","","","","false","","","a0qWD00000GSgaDYAT","Loan Relationship","","false","a2H3k00000D2M6mEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTrYAJ","false","SC-000020962","1.01","UI_Loan_Stage_Detail_Proposal","","","0.0","false","","","a0qWD00000GSgaCYAT","","","false","a2H3k00000D2M6nEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTsYAJ","false","SC-000020963","1.01","UI_PricingEst","","","0.0","false","","","a0qWD00000GSgaZYAT","","","false","a2H3k00000D2M6oEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTtYAJ","false","SC-000020964","0.0","LOBUI_BookedInfo","","","0.0","false","","","a0qWD00000GSgaGYAT","Booked Details","","false","a2H3k00000D2M6pEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTuYAJ","false","SC-000020965","1.01","LLC_BI__Add_Non_Standard_Fee","","","","false","","","a0qWD00000GSga8YAD","","","false","a2H3k00000D2M6sEAF","LLC_BI__Fee__c"
"a0vWD00000B9iTvYAJ","false","SC-000020966","1.01","nSBA__SBA_Express_Loan_Authorization","","","","false","","","a0qWD00000GSga7YAD","SBA Loan Authorization","","false","a2H3k00000D2M6tEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTwYAJ","false","SC-000020967","0.0","LOBUI_BalanceDetail","","","0.0","false","","","a0qWD00000GSgabYAD","Balance Details","","false","a2H3k00000D2M6uEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTxYAJ","false","SC-000020968","0.0","LLC_BI__UI_Referral_Information","","","","false","","","a0qWD00000GSgaPYAT","Referral","","false","a2H3k00000D2M6wEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTyYAJ","false","SC-000020969","0.01","LOB_SBA_Form_1920","","","","false","","","a0qWD00000GSgaFYAT","SBA Form 1920","","false","a2H3k00000D2M6xEAF","LLC_BI__Loan__c"
"a0vWD00000B9iTzYAJ","false","SC-000020970","1.01","UI_Compliance_Information","","","","false","","","a0qWD00000GSgaWYAT","","","false","a2H3k00000D2M6yEAF","LLC_BI__Loan__c"
"a0vWD00000B9iU0YAJ","false","SC-000020971","1.01","UI_Approval_Fields","","","","false","","","a0qWD00000GSgadYAD","","","false","a2H3k00000D2M6zEAF","LLC_BI__Loan__c"
"a0vWD00000B9iU1YAJ","false","SC-000020972","1.01","","","a0bWD0000011LAHYA2","0.0","false","","","a0qWD00000GSgaSYAT","","","false","a2H3k00000D2M72EAF","LLC_BI__Loan__c"
"a0vWD00000B9iU2YAJ","false","SC-000020973","1.01","","","","","false","","","a0qWD00000GSgaJYAT","Loan Compliance","","false","a2H3k00000D2M74EAF","LLC_BI__Loan__c"
"a0vWD00000B9iU3YAJ","false","SC-000020974","0.0","LOB_CRA_Loan_Information","","","","false","","","a0qWD00000GSgaIYAT","Loan Information","","false","a2H3k00000D2M76EAF","LLC_BI__Loan__c"
"a0vWD00000B9iU4YAJ","false","SC-000020975","1.01","UI_Structure_Information","","","","false","","","a0qWD00000GSgacYAD","","","false","a2H3k00000D2M77EAF","LLC_BI__Loan__c"
"a0vWD00000B9iU5YAJ","false","SC-000020976","1.01","PricingReadOnly","","","0.0","false","","","a0qWD00000GSgaTYAT","","","false","a2H3k00000D2M78EAF","LLC_BI__Loan__c"
"a0vWD00000B9iU6YAJ","false","SC-000020977","0.0","LLC_BI__UI_CRA_Other","","","","false","","","a0qWD00000GSgaRYAT","Other","","false","a2H3k00000D2M7bEAF","LLC_BI__Loan__c"
"a0vWD00000B9iU7YAJ","false","SC-000020978","0.0","UI_Loan_Pricing","","","0.0","false","","","a0qWD00000GSgaYYAT","Pricing","","false","a2H3k00000D2M7dEAF","LLC_BI__Loan__c"
"a0vWD00000B9iU8YAJ","false","SC-000020979","1.01","UI_Loan_Stage_Details_Qualification","","","0.0","false","","","a0qWD00000GSgaHYAT","","","false","a2H3k00000D2M7eEAF","LLC_BI__Loan__c"
"a0vWD00000B9iU9YAJ","false","SC-000020980","1.01","","","","","false","","","a0qWD00000GSgaKYAT","Loan Relationship","","false","a2H3k00000D2M7fEAF","LLC_BI__Loan__c"
"a0vWD00000B9iwVYAR","false","SC-000022598","2.01","LLC_BI__UI_HMDA_Loan_Compliance_2018","","","","false","a0vWD00000B9iTmYAJ","LLC_BI__Loan_Compliances__r","a0qWD00000GSga9YAD","Loan Compliance","","false","a2H3k00000D2M8aEAF","LLC_BI__Loan_Compliance__c"
"a0vWD00000B9iwWYAR","false","SC-000022599","2.01","LLC_BI__UI_Entity_Involvement_Fieldset","","","","false","a0vWD00000B9iTqYAJ","LLC_BI__Legal_Entities__r","a0qWD00000GSgaDYAT","Borrowing Structure","","false","a2H3k00000D2M8bEAF","LLC_BI__Legal_Entities__c"
"a0vWD00000B9iwXYAR","false","SC-000022600","2.01","","","","","false","a0vWD00000B9iU9YAJ","LLC_BI__Legal_Entities__r","a0qWD00000GSgaKYAT","Authorized Signers","","false","a2H3k00000D2M8cEAF","LLC_BI__Legal_Entities__c"
"a0vWD00000B9iwYYAR","false","SC-000022601","2.01","LLC_BI__UI_Loan_Team_Members","","a0bWD0000011LAXYA2","0.0","false","a0vWD00000B9iU1YAJ","LLC_BI__Loan_Teams__r","a0qWD00000GSgaSYAT","","","false","a2H3k00000D2M8fEAF","LLC_BI__LoanTeam__c"
"a0vWD00000B9iwZYAR","false","SC-000022602","2.01","LLC_BI__UI_HMDA_Loan_Compliance_2017","","","","false","a0vWD00000B9iU2YAJ","LLC_BI__Loan_Compliances__r","a0qWD00000GSgaJYAT","Loan Compliance","","false","a2H3k00000D2M8hEAF","LLC_BI__Loan_Compliance__c"
"a0vWD00000B9iwaYAB","false","SC-000022603","2.02","cm_LOB_Fee_Table_on_Loan_UI","","","0.0","false","a0vWD00000B9iTeYAJ","LLC_BI__Fees__r","a0qWD00000GSgaNYAT","","","false","a2H3k00000D2M8lEAF","LLC_BI__Fee__c"
"a0vWD00000B9lOUYAZ","false","SC-000027079","3.01","LLC_BI__UI_Authorized_Signer_Fieldset","","","50.0","false","a0vWD00000B9iwXYAR","LLC_BI__Contingent_Liabilties__r","a0qWD00000GSgaKYAT","Authorized Signers","","false","a2H3k00000D2M9FEAV","LLC_BI__Contingent_Liabilty__c"
"a0vWD00000B9iUAYAZ","false","SC-000020981","1.01","LOB_UI_Collateral_Summary","","","","false","","","a0qWD00000GSgZRYA1","Collateral Summary","","false","a2H3k00000OzUVaEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUBYAZ","false","SC-000020982","1.01","","","","","false","","","a0qWD00000GSgZqYAL","Entity Compliance","","false","a2H3k00000OzUVbEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUCYAZ","false","SC-000020983","1.01","UI_LOB_Collateral_Schedule","","","","false","","","a0qWD00000GSgZSYA1","","","false","a2H3k00000OzUVhEAN","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9iUDYAZ","false","SC-000020984","1.0","","","","","false","","","a0qWD00000GSgZuYAL","participation records","","false","a2H3k00000OzUVkEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUEYAZ","false","SC-000020985","1.01","nSBA__SBA_Form_652_Primary_Account","","","","false","","","a0qWD00000GSgZVYA1","SBA Form 601","","false","a2H3k00000OzUVpEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUFYAZ","false","SC-000020986","1.01","UI_Loan_Details","","","","false","","","a0qWD00000GSgZvYAL","","","false","a2H3k00000OzUVqEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUGYAZ","false","SC-000020987","1.01","UI_Loan_Stage_Detail_Credit_Underwriting","","","0.0","false","","","a0qWD00000GSgZZYA1","","","false","a2H3k00000OzUVrEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUHYAZ","false","SC-000020988","1.01","","","","","false","","","a0qWD00000GSgZyYAL","Team Members","","false","a2H3k00000OzUVsEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUIYAZ","false","SC-000020989","1.01","UI_show_Collateral_custom","","","","false","","","a0qWD00000GSgZjYAL","","","false","a2H3k00000OzUVuEAN","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9iUJYAZ","false","SC-000020990","0.0","LLC_BI__UI_Loan_Pricing_Information","","","","false","","","a0qWD00000GSgZlYAL","Pricing","","false","a2H3k00000OzUW2EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUKYAZ","false","SC-000020991","1.01","nSBA__SBA_Form_G845","","","","false","","","a0qWD00000GSgZaYAL","Loan Officer Details","","false","a2H3k00000OzUW4EAN","LLC_BI__Loan__c"
"a0vWD00000B9iULYAZ","false","SC-000020992","0.0","LLC_BI__Participation_Details","","","","false","","","a0qWD00000GSgZfYAL","Participation","","false","a2H3k00000OzUW5EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUMYAZ","false","SC-000020993","3.01","nSBA__SBA_Form_1050","","","","false","","","a0qWD00000GSgZYYA1","SBA Form 1050","","false","a2H3k00000OzUW6EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUNYAZ","false","SC-000020994","1.01","UI_Loan_Stage_Detail_Proposal","","","0.0","false","","","a0qWD00000GSgZWYA1","","","false","a2H3k00000OzUW8EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUOYAZ","false","SC-000020995","0.0","LLC_BI__UI_Booked_Information","","","","false","","","a0qWD00000GSgZdYAL","Booked Details","","false","a2H3k00000OzUWAEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUPYAZ","false","SC-000020996","3.01","nSBA__SBA_Form_1846","","","","false","","","a0qWD00000GSga2YAD","SBA Form 1846","","false","a2H3k00000OzUWBEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUQYAZ","false","SC-000020997","1.01","nSBA__SBA_Form_601","","","","false","","","a0qWD00000GSgZgYAL","SBA Form 601","","false","a2H3k00000OzUWDEA3","LLC_BI__Loan__c"
"a0vWD00000B9iURYAZ","false","SC-000020998","1.01","","","","0.0","false","","","a0qWD00000GSgZPYA1","Change of Ownership","","false","a2H3k00000OzUWEEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUSYAZ","false","SC-000020999","0.01","","","","","false","","","a0qWD00000GSgZQYA1","","","false","a2H3k00000OzUWGEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUTYAZ","false","SC-000021000","1.01","","","","0.0","false","","","a0qWD00000GSgZiYAL","","","false","a2H3k00000OzUWKEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUUYAZ","false","SC-000021001","1.01","","","a0bWD0000011LC5YAM","0.0","false","","","a0qWD00000GSgZrYAL","","","false","a2H3k00000OzUWLEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUVYAZ","false","SC-000021002","0.0","LLC_BI__UI_Balance_Information","","","","false","","","a0qWD00000GSgZzYAL","Balance Details","","false","a2H3k00000OzUWMEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUWYAZ","false","SC-000021003","0.0","LLC_BI__UI_Referral_Information","","a0bWD0000011LC3YAM","0.0","false","","","a0qWD00000GSgZmYAL","Referral","","false","a2H3k00000OzUWOEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUXYAZ","false","SC-000021004","1.01","UI_Compliance_Information","","","","false","","","a0qWD00000GSgZwYAL","","","false","a2H3k00000OzUWQEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUYYAZ","false","SC-000021005","1.01","UI_Approval_Fields","","","","false","","","a0qWD00000GSga1YAD","","","false","a2H3k00000OzUWREA3","LLC_BI__Loan__c"
"a0vWD00000B9iUZYAZ","false","SC-000021006","3.01","nSBA__SBA_Form_652_Primary_Account","","","","false","","","a0qWD00000GSgZpYAL","SBA Form 652","","false","a2H3k00000OzUWSEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUaYAJ","false","SC-000021007","1.01","nSBA__SBA_1919_Business","","","","false","","","a0qWD00000GSgZsYAL","Relationship","","false","a2H3k00000OzUWTEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUbYAJ","false","SC-000021008","1.01","","","","","false","","","a0qWD00000GSgZnYAL","Entity Compliance","","false","a2H3k00000OzUWUEA3","LLC_BI__Loan__c"
"a0vWD00000B9iUcYAJ","false","SC-000021009","1.01","nSBA__SBA_Form_652_Primary_Account","","","","false","","","a0qWD00000GSgZxYAL","Primary Account","","false","a2H3k00000OzUWaEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUdYAJ","false","SC-000021010","3.01","nSBA__SBA_Form_652","","","","false","","","a0qWD00000GSgZbYAL","SBA Form 652","","false","a2H3k00000OzUWbEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUeYAJ","false","SC-000021011","1.01","UI_Structure_Information","","","","false","","","a0qWD00000GSga0YAD","","","false","a2H3k00000OzUWdEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUfYAJ","false","SC-000021012","1.01","nSBA__SBA_Form_159","","","","false","","","a0qWD00000GSgZXYA1","SBA Form 159","","false","a2H3k00000OzUWfEAN","LLC_BI__Loan__c"
"a0vWD00000B9iUgYAJ","false","SC-000021013","1.01","nSBA__SBA_912_Primary_Applicant","","","","false","","","a0qWD00000GSgZoYAL","SBA Form 912","","false","a2H3k00000OzUX0EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUhYAJ","false","SC-000021014","1.01","cm_Mod_Loan_Amount_Change","","","0.0","false","","","a0qWD00000GSgZcYAL","Loan Amount Change","","false","a2H3k00000OzUX1EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUiYAJ","false","SC-000021015","1.01","","","a0bWD0000011LBYYA2","0.0","false","","","a0qWD00000GSgZkYAL","Relationship","","false","a2H3k00000OzUX2EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUjYAJ","false","SC-000021016","1.01","UI_Loan_Stage_Details_Qualification","","","0.0","false","","","a0qWD00000GSgZeYAL","","","false","a2H3k00000OzUX4EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUkYAJ","false","SC-000021017","2.01","nSBA__Form_159_Lender","","","","false","","","a0qWD00000GSgZhYAL","SBA Form 159","","false","a2H3k00000OzUX5EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUlYAJ","false","SC-000021018","1.0","","","a0bWD0000011LB7YAM","0.0","false","","","a0qWD00000GSgZTYA1","Change Memo","","false","a2H3k00000OzUX7EAN","LLC_BI__Loan__c"
"a0vWD00000B9iUmYAJ","false","SC-000021019","1.01","","","","0.0","false","","","a0qWD00000GSgZtYAL","","","false","a2H3k00000OzUX8EAN","LLC_BI__Loan__c"
"a0vWD00000B9iwbYAB","false","SC-000022604","2.01","LLC_BI__HMDA_Entity_Relationship_Name","","","","false","a0vWD00000B9iUbYAJ","LLC_BI__Legal_Entities__r","a0qWD00000GSgZnYAL","Relationship","","false","a2H3k00000OzUXNEA3","LLC_BI__Legal_Entities__c"
"a0vWD00000B9iwcYAB","false","SC-000022605","2.01","","","a0bWD0000011LBcYAM","0.0","false","a0vWD00000B9iUiYAJ","LLC_BI__Application__r","a0qWD00000GSgZkYAL","","","false","a2H3k00000OzUXQEA3","LLC_BI__Application__c"
"a0vWD00000B9iwdYAB","false","SC-000022606","2.02","Loan_UI_Conditions","","","0.0","false","a0vWD00000B9iUUYAZ","Conditions__r","a0qWD00000GSgZrYAL","","","false","a2H3k00000OzUXUEA3","Condition__c"
"a0vWD00000B9iweYAB","false","SC-000022607","2.01","LLC_BI__HMDA_Entity_Relationship_Name","","","","false","a0vWD00000B9iUBYAZ","LLC_BI__Legal_Entities__r","a0qWD00000GSgZqYAL","Relationship","","false","a2H3k00000OzUXVEA3","LLC_BI__Legal_Entities__c"
"a0vWD00000B9iwfYAB","false","SC-000022608","1.01","Loan_UI_Third_Party_Mgmt_Route","","","","false","a0vWD00000B9iUSYAZ","LLC_BI__Service_Mgmt__r","a0qWD00000GSgZQYA1","","","false","a2H3k00000OzUXWEA3","LLC_BI__Service_Mgmt__c"
